phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.42161065340042114,81.17855834960938,5.068944931030273,12179,,,,
train,0.2226407676935196,90.07595825195312,5.372723579406738,5784,,,,
train,0.20526356995105743,90.5872573852539,5.4291510581970215,4361,,,,
train,0.19676341116428375,90.78929901123047,5.434021472930908,4804,,,,
train,0.20337417721748352,90.56645965576172,5.469418048858643,4570,,,,
val,0.22359739243984222,90.32257843017578,5.550403118133545,427,95.09116995137244,0.18021548398788167,0.06576322019100189,0.12854468822479248
val,0.21329326927661896,89.71774291992188,5.407258033752441,418,97.14960475601667,0.1863021936156632,0.06885259598493576,0.08131900429725647
val,0.19876259565353394,90.32257843017578,5.415322780609131,410,97.80531198229956,0.20047912862649106,0.05799121409654617,0.0837741568684578
val,0.2178107649087906,89.01210021972656,5.515120983123779,404,96.58084684947987,0.19687754103807656,0.036321960389614105,0.0926993265748024
val,0.223648339509964,89.01210021972656,5.028225898742676,379,97.91868552640597,0.21896663074172154,0.03252096474170685,0.09047558158636093
val (no noise),0.21149863302707672,90.92742156982422,5.550403118133545,145,95.09116995137244,0.20853509293873154,0.08147905021905899,0.13653498888015747
val (no noise),0.19080299139022827,91.02822875976562,5.407258033752441,149,97.14960475601667,0.21062293633813012,0.08623702824115753,0.08956225216388702
val (no noise),0.18059635162353516,91.02822875976562,5.415322780609131,130,97.80531198229956,0.22184140210710232,0.0747092068195343,0.08920048922300339
val (no noise),0.1945546567440033,90.0201644897461,5.515120983123779,117,96.58084684947987,0.22863394918598226,0.04958426207304001,0.09782786667346954
val (no noise),0.18071448802947998,91.43144989013672,5.028225898742676,129,97.91868552640597,0.24387822247285285,0.03113558515906334,0.0942763015627861
