phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6555474996566772,65.88226318359375,2.996866226196289,766,,,,
train,0.4686127305030823,76.0450210571289,2.9999918937683105,171,,,,
train,0.3315884470939636,83.13500213623047,2.999998092651367,122,,,,
train,0.2893195152282715,84.96800231933594,3.0,110,,,,
train,0.32312339544296265,83.5009994506836,3.0,102,,,,
val,0.5997614860534668,68.1451644897461,3.0,31,96.81902378497576,0.20093894044793373,0.3382413387298584,0.22156192362308502
val,0.3093700408935547,83.56855010986328,3.0,44,97.47423166636466,0.20121334604831087,0.09981688857078552,0.11497373878955841
val,0.35756948590278625,81.75403594970703,3.0,53,97.67101765115844,0.15828773072418334,0.054718080908060074,0.07960581034421921
val,0.35618990659713745,82.45967864990234,3.0,55,96.87304978223467,0.17367606953305015,0.05194811150431633,0.10386600345373154
val,0.30855026841163635,82.45967864990234,3.0,52,96.01597801035354,0.16678342849226405,0.10384155809879303,0.09124231338500977
val (no noise),0.5591458678245544,70.26210021972656,3.0,16,96.81902378497576,0.2462256548391603,0.4413676857948303,0.266996830701828
val (no noise),0.24375197291374207,86.39112854003906,3.0,22,97.47423166636466,0.2467577670991585,0.12050388753414154,0.09628669172525406
val (no noise),0.2528088688850403,86.69355010986328,3.0,30,97.67101765115844,0.2024800759892948,0.06604818999767303,0.08112109452486038
val (no noise),0.28285089135169983,85.68548583984375,3.0,28,96.87304978223467,0.22306579948643343,0.06434725224971771,0.11742743104696274
val (no noise),0.24259373545646667,85.78629302978516,3.0,28,96.01597801035354,0.21222930763341097,0.12200361490249634,0.08020608872175217
