phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6917650699615479,69.46407318115234,7.8611626625061035,54776,,,,
train,0.3393416404724121,85.98744201660156,9.034843444824219,53145,,,,
train,0.27940839529037476,88.61360931396484,8.819328308105469,50077,,,,
train,0.24982687830924988,89.73681640625,9.376805305480957,52442,,,,
train,0.23713402450084686,90.18595886230469,9.260366439819336,51247,,,,
val,0.6221793293952942,65.625,9.366935729980469,597,94.21925144240902,0.1223172442667501,0.06568071246147156,0.04027004539966583
val,0.27706483006477356,88.40725708007812,9.894153594970703,761,95.57894238566792,0.17309107571651686,0.0779915526509285,0.07267562299966812
val,0.2515392601490021,89.61693572998047,9.422379493713379,743,94.79266549044321,0.2143680107885877,0.06277744472026825,0.08847235143184662
val,0.4131646454334259,79.73789978027344,8.676411628723145,640,94.91299892610425,0.17561136297450966,0.050195444375276566,0.09464140236377716
val,0.20926964282989502,91.2298355102539,10.143145561218262,783,95.76512443134733,0.21706576213533976,0.03759203106164932,0.0942685678601265
val (no noise),0.6200674772262573,65.7258071899414,9.366935729980469,88,94.21925144240902,0.12180884963393623,0.07866121828556061,0.04948168620467186
val (no noise),0.2624322474002838,89.31451416015625,9.894153594970703,230,95.57894238566792,0.18675885251315028,0.09790771454572678,0.07884861528873444
val (no noise),0.23547609150409698,89.61693572998047,9.422379493713379,229,94.79266549044321,0.2310897018219807,0.07896624505519867,0.09191490709781647
val (no noise),0.38179850578308105,81.55242156982422,8.676411628723145,226,94.91299892610425,0.19186481528888277,0.060624342411756516,0.0991528257727623
val (no noise),0.1980680674314499,91.53225708007812,10.143145561218262,257,95.76512443134733,0.23608487904884734,0.046182144433259964,0.09773702919483185
