phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5887630581855774,70.85356903076172,7.7196364402771,48600,,,,
train,0.49501413106918335,76.03413391113281,9.913759231567383,39588,,,,
train,0.3306211829185486,83.92237091064453,10.999890327453613,41286,,,,
train,0.25322356820106506,87.95099639892578,11.0,34177,,,,
train,0.23719441890716553,88.36599731445312,11.0,27584,,,,
val,0.3931663930416107,81.75403594970703,8.551411628723145,461,97.27561029954434,0.2233788992872901,0.49883967638015747,0.2907964289188385
val,0.44268110394477844,76.81451416015625,11.0,547,96.3199177890853,0.22814910558475396,0.366240918636322,0.3415551483631134
val,0.2498680204153061,87.3991928100586,11.0,676,98.06126898680998,0.2164266966251656,0.16373112797737122,0.1458708941936493
val,0.2598877549171448,86.8951644897461,11.0,707,93.21824402408939,0.1819798042667347,0.0868854969739914,0.11835501343011856
val,0.2246202677488327,87.70161437988281,11.0,657,96.7473730941143,0.21909661356901378,0.15399110317230225,0.1250964105129242
val (no noise),0.3748522102832794,82.25806427001953,8.551411628723145,53,97.27561029954434,0.23398406941079233,0.6015740036964417,0.32937929034233093
val (no noise),0.41391244530677795,79.03225708007812,11.0,37,96.3199177890853,0.23932052769276022,0.5487920045852661,0.4570888578891754
val (no noise),0.23857304453849792,88.1048355102539,11.0,80,98.06126898680998,0.22634633399135545,0.22128328680992126,0.15636533498764038
val (no noise),0.24071736633777618,87.5,11.0,86,93.21824402408939,0.1881300531634975,0.12320557981729507,0.13514253497123718
val (no noise),0.21659985184669495,87.80242156982422,11.0,60,96.7473730941143,0.22898798234676054,0.213355153799057,0.12906382977962494
