phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5925492644309998,70.58104705810547,4.672987937927246,6066,,,,
train,0.3600705862045288,82.31688690185547,5.14405632019043,2001,,,,
train,0.26003602147102356,87.27667999267578,5.38043737411499,2344,,,,
train,0.2594137489795685,87.47765350341797,5.602441787719727,2022,,,,
train,0.23985174298286438,88.3821029663086,5.446176052093506,1804,,,,
val,0.432865172624588,76.51210021972656,4.7106852531433105,154,95.58521736602485,0.1600011929686751,0.435543954372406,0.16295590996742249
val,0.25548288226127625,86.99596405029297,5.469758033752441,277,98.50706798070894,0.2290535200911702,0.20787397027015686,0.22849150002002716
val,0.28434741497039795,84.375,5.083669185638428,279,98.27890953712561,0.21926594295715524,0.16649129986763,0.22092467546463013
val,0.21584483981132507,88.91129302978516,5.787298202514648,345,97.84529850117377,0.22490597339183327,0.06829890608787537,0.19551946222782135
val,0.2609708607196808,85.58467864990234,4.7993950843811035,248,96.52904273378329,0.18806373588918066,0.1851409673690796,0.16452988982200623
val (no noise),0.4135640859603882,78.2258071899414,4.7106852531433105,25,95.58521736602485,0.16841947889600634,0.5381015539169312,0.18883991241455078
val (no noise),0.22779102623462677,88.50806427001953,5.469758033752441,53,98.50706798070894,0.2535073443666384,0.25134459137916565,0.25968143343925476
val (no noise),0.26313862204551697,84.77822875976562,5.083669185638428,64,98.27890953712561,0.24311956570120577,0.17933042347431183,0.24112844467163086
val (no noise),0.18809887766838074,90.32257843017578,5.787298202514648,76,97.84529850117377,0.2534667547709448,0.08177609741687775,0.2147093266248703
val (no noise),0.24481236934661865,86.08870697021484,4.7993950843811035,57,96.52904273378329,0.21035533537470524,0.2009863555431366,0.18732523918151855
