phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6612594723701477,66.34941864013672,2.9879162311553955,770,,,,
train,0.41404587030410767,79.82189178466797,2.9999749660491943,168,,,,
train,0.3059719502925873,84.49700164794922,2.9999988079071045,123,,,,
train,0.3112761080265045,84.3239974975586,2.999999761581421,137,,,,
train,0.3112594783306122,84.36000061035156,3.0,136,,,,
val,0.5737635493278503,71.2701644897461,3.0,41,95.98551488053178,0.17301372415788013,0.260603666305542,0.21020419895648956
val,0.3325299620628357,83.56855010986328,3.0,48,96.22894100775738,0.17041813223715363,0.13368172943592072,0.08816682547330856
val,0.38951021432876587,80.04032135009766,3.0,43,94.58049698289759,0.16118686628169052,0.08151258528232574,0.10981183499097824
val,0.27417632937431335,86.08870697021484,3.0,58,95.45428977214215,0.17733878752269575,0.0762418881058693,0.05790587514638901
val,0.2879120409488678,85.68548583984375,3.0,60,98.29374185640546,0.1737469226206949,0.05313790962100029,0.050839073956012726
val (no noise),0.49089014530181885,74.8991928100586,3.0,24,95.98551488053178,0.20422926792092902,0.32574722170829773,0.23633354902267456
val (no noise),0.2785896956920624,86.39112854003906,3.0,25,96.22894100775738,0.2120130263012762,0.16495859622955322,0.09079397469758987
val (no noise),0.3341608941555023,83.06451416015625,3.0,22,94.58049698289759,0.19721398982620458,0.10000341385602951,0.10898754745721817
val (no noise),0.22209949791431427,88.30644989013672,3.0,30,95.45428977214215,0.22962225434686367,0.0900595635175705,0.05240852013230324
val (no noise),0.2192457616329193,88.91129302978516,3.0,32,98.29374185640546,0.20395284321650234,0.06294858455657959,0.04510248079895973
