phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5574444532394409,73.49427032470703,4.965774059295654,12160,,,,
train,0.2704887390136719,86.32095336914062,5.28233003616333,5181,,,,
train,0.2221008539199829,88.71488952636719,5.425368785858154,4259,,,,
train,0.2271817922592163,88.345703125,5.360448837280273,3778,,,,
train,0.22462017834186554,88.677978515625,5.456470012664795,3535,,,,
val,0.32376572489738464,84.07257843017578,5.217741966247559,223,95.26306853942195,0.20403678385666701,0.16319304704666138,0.11923199892044067
val,0.22032524645328522,88.00403594970703,5.347782135009766,255,97.46565813983861,0.22149459507114008,0.07927168905735016,0.13703016936779022
val,0.2129727005958557,90.5241928100586,5.411290168762207,276,96.88021714085343,0.21571248807300863,0.039660610258579254,0.09702210128307343
val,0.20763538777828217,88.40725708007812,5.482862949371338,327,97.38071437716187,0.22395382643209297,0.03723761439323425,0.10038439184427261
val,0.2548413574695587,88.00403594970703,5.558467864990234,310,98.11939044483034,0.18155248100825255,0.020850319415330887,0.09641822427511215
val (no noise),0.2886298596858978,86.18951416015625,5.217741966247559,44,95.26306853942195,0.2255227285573409,0.21226997673511505,0.12134122848510742
val (no noise),0.20341016352176666,88.60887145996094,5.347782135009766,49,97.46565813983861,0.25095148800878786,0.09730853140354156,0.1366492062807083
val (no noise),0.2030801773071289,90.5241928100586,5.411290168762207,59,96.88021714085343,0.23857225549920125,0.05027728155255318,0.0973500981926918
val (no noise),0.19216690957546234,88.81048583984375,5.482862949371338,69,97.38071437716187,0.2578723316407903,0.04358968511223793,0.09183084964752197
val (no noise),0.21951092779636383,89.01210021972656,5.558467864990234,76,98.11939044483034,0.2078073533180142,0.021730739623308182,0.10009144991636276
