phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.3624221384525299,83.95350646972656,5.9832611083984375,22916,,,,
train,0.19059927761554718,91.60199737548828,5.999996662139893,9485,,,,
train,0.18501533567905426,91.49299621582031,5.999997615814209,8657,,,,
train,0.18422773480415344,91.5530014038086,6.0,7573,,,,
train,0.19277599453926086,91.16400146484375,6.0,7676,,,,
val,0.2211676836013794,89.71774291992188,6.0,470,98.50698501187907,0.17020778980746115,0.05231235548853874,0.061731595546007156
val,0.36871257424354553,82.35887145996094,6.0,452,97.22828713386266,0.1858398377865739,0.02388720028102398,0.09202077239751816
val,0.15795458853244781,93.34677124023438,6.0,494,97.85026838173265,0.186436705956846,0.05946192145347595,0.09165748208761215
val,0.17863166332244873,91.93548583984375,6.0,520,96.16393794422369,0.15506484129080259,0.032707929611206055,0.11069438606500626
val,0.17559878528118134,91.93548583984375,6.0,479,96.46752092580103,0.1823273310836155,0.03672186657786369,0.08135062456130981
val (no noise),0.2076966017484665,90.82661437988281,6.0,158,98.50698501187907,0.20779282123544565,0.06349290907382965,0.06436949968338013
val (no noise),0.3566247522830963,82.86289978027344,6.0,142,97.22828713386266,0.22161606288542887,0.027827631682157516,0.08992763608694077
val (no noise),0.14900843799114227,93.75,6.0,156,97.85026838173265,0.22637040462221186,0.07253565639257431,0.09387855976819992
val (no noise),0.16295771300792694,92.64112854003906,6.0,155,96.16393794422369,0.19926770897974716,0.040195830166339874,0.11494913697242737
val (no noise),0.16024167835712433,92.84274291992188,6.0,157,96.46752092580103,0.21382789510696099,0.0406469963490963,0.08155880868434906
