phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6745611429214478,65.20062255859375,2.9955942630767822,672,,,,
train,0.40723320841789246,79.51696014404297,2.9999947547912598,146,,,,
train,0.33435875177383423,83.21499633789062,2.9999942779541016,179,,,,
train,0.2941448390483856,85.17400360107422,3.0,160,,,,
train,0.2818068563938141,85.83000183105469,3.0,144,,,,
val,0.4854821264743805,74.19355010986328,3.0,32,97.34210167399576,0.21456455401127902,0.37930622696876526,0.2881379723548889
val,0.3656185269355774,80.94757843017578,3.0,47,97.65363600902963,0.1516218643672551,0.10212022066116333,0.07234692573547363
val,0.310598224401474,85.08064270019531,3.0,62,97.80377705480225,0.16738871646324252,0.05182279273867607,0.06070029363036156
val,0.3651299774646759,81.25,3.0,57,95.94939317776554,0.1615814380689766,0.07500062137842178,0.09608689695596695
val,0.2714637815952301,85.28225708007812,3.0,71,96.37529849990665,0.14751316156832026,0.0307726189494133,0.07428206503391266
val (no noise),0.4458751976490021,75.70564270019531,3.0,18,97.34210167399576,0.2482306434635688,0.47390246391296387,0.3413771092891693
val (no noise),0.31470203399658203,83.97177124023438,3.0,25,97.65363600902963,0.1884876960924558,0.12572532892227173,0.08313612639904022
val (no noise),0.24334578216075897,89.01210021972656,3.0,34,97.80377705480225,0.2151803909199781,0.06205920875072479,0.05954642966389656
val (no noise),0.2949792742729187,84.87903594970703,3.0,35,95.94939317776554,0.20391387594436836,0.09189645946025848,0.10663343220949173
val (no noise),0.21366377174854279,88.40725708007812,3.0,40,96.37529849990665,0.19262342964350104,0.037359338253736496,0.07353862375020981
