epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y
1,train,baseline,1.0795578956604004,32.1875,32.1875,1.5,3.61328125,3.61328125,1620,10,5.2734375,9.640625,5.128304827672119,5.128359830597352,5.128444662161291,5.155321742760628,4.339685270415555,4.342485691794513,4.3466615559838715,4.539825689221024,0.452880859375,,,5.41796875,0.5808249589910986,0.5808249589910986,7.162105003080282,1.8619845003670061,0.2599772691919768,0.42563105160797754,0.07830827666801263,0.5006664523835074,0.08570843342618834,0.8842636929048933,0.2077246026703525,0.2037874193417748,0.04786658096441622,6.951485876464958,1.559877328001205,0.22439480648048876,0.42080223555977714,0.07420541294203228,0.49255333745624963,0.08196127549176735,0.5630903305044104,0.12619676918457115,0.21169433039434082,0.046809469709814235
2,train,baseline,0.8201992511749268,47.53125,47.53125,1.4951171875,3.544921875,3.544921875,901,10,4.10546875,9.15625,4.019556123934882,4.019629297827076,4.019704160267608,4.052826506463905,3.5910413501124205,3.593938531905324,3.5968484977170343,3.799815061410099,0.5517578125,,,4.1953125,0.49445328494895596,0.5514003898515942,7.162105003080282,1.655817845816265,0.23119150656184598,0.2394094227270891,0.0527683288467462,0.39353792631428597,0.07961243229267004,0.992809795736358,0.29560505909199036,0.142058415970312,0.04229100471226076,6.9801786069651115,1.6549336214393824,0.2370904406067806,0.2393655215865369,0.05299436854927429,0.3987747174540903,0.0830688827185542,0.8972117290794017,0.27485492985948534,0.13340441108679002,0.040344782998489766
3,train,baseline,0.5084259510040283,68.4375,68.4375,1.490234375,4.05859375,4.05859375,507,10,5.69921875,11.453125,5.678166713985724,5.678244237461745,5.678635099723841,5.711302302121802,5.473885719037199,5.476585505125061,5.489880080725408,5.663620790850971,0.50244140625,,,5.7265625,0.4744782077276472,0.40560521850013015,7.162105003080282,2.359389992883564,0.3294268922151848,0.1144348470832135,0.020858079686514607,0.8879664351045431,0.15069340571424664,0.9942565141210391,0.23079663047127977,0.4703959091788805,0.10918024264422321,7.1245240399725125,2.336176034350151,0.32790626029793907,0.12041708767297976,0.02189100151207001,0.8786208116678544,0.14915225841213628,0.9751478257494046,0.2259506342447352,0.417633637960364,0.0966569372162661
4,train,baseline,0.37996479868888855,74.625,74.625,1.484375,4.25,4.25,143,10,4.7265625,12.078125,4.720289570150682,4.720372943060673,4.7209273952480215,4.756008233684054,4.636763229939553,4.639571847247394,4.657664019949623,4.836217234965553,0.6083984375,,,4.73828125,0.4523202464493445,0.3979373332188995,7.162105003080282,2.6421665671861856,0.3689092195729944,0.07282635806037874,0.017134580520332385,1.0030657827941774,0.21541486313070818,0.9943531261771117,0.32370016380391964,0.5621039809232657,0.18295661532505422,7.1348806508117555,2.636629420184833,0.36954078830805054,0.07153503302662045,0.016879113095835084,0.9930350680019568,0.213914182915312,0.9807081884034776,0.32018221523515816,0.5572071935660379,0.1817649033842016
5,train,baseline,0.3550039231777191,75.6875,75.6875,1.4794921875,4.25,4.25,65,10,3.947265625,12.0703125,3.939321662547288,3.939407866754908,3.939901709263117,3.9765524785512314,3.9120352496801187,3.914927563998693,3.931136092559094,4.119273595344432,0.6728515625,,,3.953125,0.4452023565501214,0.3854430743345198,7.162105003080282,2.6624330953559667,0.3717389083531875,0.09090800466428028,0.026302532218525774,0.9909476212122037,0.2565609141022497,0.9943737159153674,0.4365456529393789,0.5722392681061672,0.25116677259368186,7.1242265847925275,2.663024718832247,0.37379843090852505,0.09113316554117112,0.026579906037410724,0.9846111207521497,0.2573160494999582,0.9731168818130627,0.4324455320647641,0.566538666035056,0.25132615329817853
6,train,baseline,0.3493248224258423,76.375,76.375,1.474609375,4.25,4.25,54,9,3.669921875,12.09375,3.6702401079586857,3.6703271378335094,3.6707770142256066,3.70794578363671,3.6298146237864315,3.6327389693832584,3.6474604804423256,3.8400495975168503,0.69677734375,,,3.67578125,0.4412254487594681,0.4003330824086367,7.162105003080282,2.663479850151195,0.37188506018910417,0.08936742948049137,0.028104287620640683,0.9943620844822547,0.2772876184834077,0.9943737321114661,0.4968321288949418,0.5674602219289833,0.2834567234240154,7.133198416799411,2.6617989996714013,0.3731564501840567,0.0879554834411902,0.027800933386529673,0.9882453811544316,0.27731067478835963,0.9787211178932189,0.49289256365859413,0.5673293305344291,0.28498072632006644
7,train,baseline,0.3432634770870209,76.6875,76.6875,1.4697265625,4.25,4.25,47,10,3.41796875,12.0703125,3.4166296840176633,3.4167175803274654,3.4171365962436675,3.4548095403778527,3.3893945700068664,3.3923463319461145,3.406076250918616,3.6021907226499947,0.716796875,,,3.419921875,0.44473104747665193,0.4018066330254642,7.162105003080282,2.6785346886880532,0.3739870732886585,0.09468292754782404,0.0325540460663313,0.9987172297479319,0.3013026039132505,0.994373749873934,0.5747619851550652,0.5731281329416227,0.3311802088207145,7.130670984700447,2.6782632194042506,0.3755976436370051,0.09378205518659932,0.03237235301840848,0.9916199117587787,0.3007431367303898,0.9777844339114905,0.5688289100496018,0.5684468970791281,0.3303231107936251
8,train,baseline,0.3379044234752655,77.6875,77.6875,1.46484375,4.25,4.25,37,9,3.330078125,12.0703125,3.3305838250956334,3.3306719766730404,3.331080637383767,3.36891269383631,3.302967728583948,3.3059292050679963,3.3193390430829073,3.5166757234820203,0.72412109375,,,3.328125,0.4436889293220665,0.39687832326113187,7.162105003080282,2.69238905597845,0.3759214720840459,0.12724369888195408,0.04522779517824157,0.967387880063912,0.30047049365319106,0.9943737534776336,0.608189469677818,0.5720256010555902,0.34976122542940125,7.132639621097303,2.6902089826719666,0.3771687798041447,0.12667130586695574,0.045293138546732836,0.9579355302671608,0.29953321248581044,0.9791103697685868,0.6042943889964313,0.5691072745183261,0.3507986864926458
9,train,baseline,0.3310123383998871,78.6875,78.6875,1.4599609375,4.25,4.25,40,9,3.529296875,12.0703125,3.5323479574770538,3.532435552943772,3.532916800599759,3.570341565364904,3.483291540655822,3.4862335486533045,3.501891138825121,3.695145541103565,0.70751953125,,,3.533203125,0.4673203981961803,0.41222506035582934,7.162105003080282,2.727942724122669,0.3808856087629871,0.1264774643468387,0.04257902048288429,0.9688125146886248,0.28691967723477946,0.9943737504363348,0.5548975991038143,0.6149820192910296,0.34308696739126554,7.136554927327142,2.725407256181384,0.3818939647959989,0.12414235578343469,0.041889391705219915,0.9654446826065932,0.28709673851582557,0.9810202956066965,0.5495874069121943,0.6095764505802173,0.34123419115896536
10,train,baseline,0.3052208721637726,80.4375,80.4375,1.455078125,4.25,4.25,32,9,3.39453125,12.0703125,3.3957428387254422,3.3958308817154754,3.396312499984701,3.433985983624145,3.412014921881182,3.4149650871416384,3.4309139186374233,3.624629725297187,0.71875,,,3.400390625,0.4629022851492368,0.4128067963390843,7.162105003080282,2.873607192495944,0.40122382892460545,0.1405708150345637,0.052163019231283116,0.9601586820949146,0.30962697176576337,0.9943737595000668,0.6557401807901533,0.7583917449886188,0.499956580953731,7.1412049323588125,2.8688755213257746,0.4017354982106858,0.1391124251474123,0.05188458590704556,0.9514840853101534,0.30867305037868004,0.981605257972495,0.6537163185399775,0.753747257199862,0.5012728078603574
