epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y
1,train,baseline,1.1141120195388794,35.5,35.5,1.5,2.126953125,2.126953125,91,10,3.791015625,4.6796875,3.7931206224115437,3.793132348799811,3.7931653069054065,3.800223522204537,3.784443310471813,3.7849169425001223,3.7862448290018946,3.829232932936818,0.189697265625,,,3.7890625,0.6001240131135047,0.6243848284608359,7.162105003080282,1.0358138229603209,0.14462421627647704,0.030044215542618602,0.006097847118041997,0.04004726477037046,0.007509048345109844,0.3057457819722309,0.08156294552555379,0.7313775685417729,0.19508147402447618,6.939246631238354,0.6747766936385147,0.09724062704456671,0.06075639796099974,0.011576350153997014,0.08505596581296437,0.015209823443821048,0.24650109806031217,0.06077560119124124,0.3829717097042096,0.09656625600858783
2,train,baseline,0.6913098692893982,49.40625,49.40625,1.4951171875,2.005859375,2.005859375,4,4,1.51953125,4.19140625,1.5194284312257962,1.519483965597817,1.519522341677371,1.5431405044032722,1.51960261088938,1.5215714739655024,1.52288722964024,1.6472915914785067,0.6376953125,,,1.5185546875,0.6031859493769015,0.6284235470865348,7.162105003080282,1.5044480136166278,0.21005668207455686,0.0010713429780286887,0.0004900364622506106,0.0011976185393445249,0.00046196710549422927,0.5005243016169807,0.4966362259219462,0.9948366516844862,0.9866183395006816,6.928394829640397,1.5042720211313152,0.21711695971711692,0.0010835992504221181,0.0005185560843984793,0.0011807671107488815,0.0004771025162363576,0.48206701227891013,0.5241498641757314,0.8672042662659276,0.9833330175439141
3,train,baseline,0.6680126190185547,50.9375,50.9375,1.490234375,2.005859375,2.005859375,3,3,1.513671875,4.19140625,1.5147232115661307,1.5147790960459926,1.51481763786376,1.538605074484285,1.5171548226168963,1.5191338218924952,1.5204532521623113,1.6451222324003345,0.638671875,,,1.513671875,0.600638084611577,0.6254750333516133,7.162105003080282,1.5041406964417252,0.21001377329637355,0.0008766189708389049,0.0004016129497402653,0.0009618995728732926,0.00037154376111501954,0.5005638666036489,0.4984092109437303,0.9948365811247744,0.9900605056949445,6.979210613466598,1.5040027210081854,0.21549754038173985,0.0008070607248367168,0.00038258245241830325,0.0009242103787148181,0.00037681300923310526,0.4900495502800837,0.50909809186474,0.8749662646135006,0.9892011878487662
4,train,baseline,0.6643409132957458,51.5625,51.5625,1.484375,2.005859375,2.005859375,4,4,1.51171875,4.19140625,1.5113060542040742,1.5113637310574175,1.511403318218027,1.5354401819852859,1.5117044027515247,1.5137212509617868,1.515058242640242,1.6405665634596052,0.63916015625,,,1.51171875,0.6022352292205357,0.6267494697367031,7.162105003080282,1.5039363681972646,0.20998524421946493,0.0007528617395422543,0.0003452369533478722,0.000824893821851802,0.0003188745798301807,0.500541974376028,0.49939959989145805,0.9948373168157794,0.9920709724540844,7.030465971701155,1.5039780430605683,0.21392295320315052,0.0007661273907570987,0.0003605553482376238,0.000841240310756497,0.00033774834011009836,0.48350818108681537,0.5131824663505252,0.9203500263951199,0.9921199537797504
5,train,baseline,0.6616621017456055,52.75,52.75,1.4794921875,2.005859375,2.005859375,3,3,1.5107421875,4.19140625,1.5110642961566454,1.5111212988634395,1.5111605129867307,1.5351767658547162,1.508114394922643,1.5101430022264692,1.5114847487489897,1.6373734699546014,0.6396484375,,,1.5107421875,0.6033654382304366,0.6290470504599097,7.162105003080282,1.5038299860355069,0.20997039074248966,0.0007389823959309538,0.00033901168091295483,0.0008793476695521107,0.00034004230481590974,0.5005302093788462,0.4998347963907637,0.9948366845918608,0.9929577662527601,7.012475227970063,1.503793541189167,0.21444546929607877,0.0007368133630105689,0.0003496245503351492,0.0008711317792711171,0.0003538865954076612,0.4806998196870662,0.5168225039448986,0.918709739570815,0.991939079285857
6,train,baseline,0.6591629385948181,53.59375,53.59375,1.474609375,2.005859375,2.005859375,3,3,1.509765625,4.1875,1.5090773157756987,1.5091346893389619,1.5091740947756234,1.5332806276879678,1.5083350597182665,1.5103553421940614,1.5116926441539074,1.6374557741900089,0.6396484375,,,1.509765625,0.600102160754521,0.6248854231021215,7.162105003080282,1.503898143217723,0.20997990710425574,0.0007379411240995282,0.0003385821260263857,0.0007940807758872737,0.000307106537967128,0.5005126421355879,0.49997197038487723,0.994871526386989,0.9932997661647089,7.022891657224914,1.5037295069171452,0.21411828350935175,0.0005216682742545942,0.0002471914721924405,0.0006188799974315984,0.0002514584432839143,0.48550561094711586,0.5284224047763215,0.9188022171589747,0.9945284887739236
7,train,baseline,0.657328724861145,54.15625,54.15625,1.4697265625,2.005859375,2.005859375,3,3,1.509765625,4.1875,1.5089135769205213,1.5089718087031598,1.509011716337828,1.5331801619507353,1.5091750578152625,1.5112028549775605,1.512544705526891,1.6383681990830825,0.6396484375,,,1.509765625,0.6039834375850893,0.629765501724567,7.162105003080282,1.5036860757611479,0.2099502974494847,0.0006926440551255908,0.0003179239897186418,0.00078317085167523,0.00030298764748579735,0.5004956293926401,0.5003835168267605,0.9948716346027888,0.9941508637225125,7.022532046786002,1.5038745170583225,0.2141498973645268,0.0007044256418620165,0.0003360348626761646,0.0007432954865729258,0.00029847503555188455,0.485876778702937,0.5321938325567164,0.9161618932980593,0.9940567487574825
8,train,baseline,0.6553625464439392,54.65625,54.65625,1.46484375,2.005859375,2.005859375,3,3,1.5087890625,4.1875,1.5082210779032126,1.50828068434013,1.5083213810548206,1.5325983808040005,1.5091790476655977,1.5112068443760769,1.5125487134555393,1.6383721460021352,0.6396484375,,,1.5087890625,0.6004364472158137,0.6245200587537271,7.162105003080282,1.5037177689942065,0.20995472257771797,0.0005679813014021207,0.0002607925913727294,0.0006376043570384127,0.0002467427738243603,0.5004909499554824,0.5007505193759633,0.9948365828547923,0.9948538957648596,7.047016336306385,1.503629917787917,0.21337114120783038,0.0007251635300109527,0.00034591054472095503,0.0007224429724077552,0.00029005777055705185,0.48905142571464033,0.5184123393329699,0.9370006789992216,0.9939772958814931
9,train,baseline,0.6566805839538574,55.09375,55.09375,1.4599609375,2.005859375,2.005859375,4,3,1.513671875,4.19140625,1.5138356363494894,1.513892815015577,1.5139321901235645,1.5378704723811873,1.5084363860875225,1.5104649573468036,1.5118088579506463,1.6376920361803466,0.63916015625,,,1.513671875,0.5949910540928133,0.6183853010236844,7.162105003080282,1.5001863819035042,0.20946165704891273,0.002525117443338054,0.0011548642932261717,0.00250396936957209,0.0009657816933152329,0.4997160042477544,0.49570914432584656,0.9914101745834341,0.9829722962999102,7.05313051194717,1.5018977249337098,0.21294058324734985,0.0020688479571981944,0.000980164292972629,0.002512328741267389,0.0010036575906176711,0.4875129857869789,0.5154506532428688,0.9359235420172043,0.9872310223467847
10,train,baseline,0.6504808068275452,55.3125,55.3125,1.455078125,2.005859375,2.005859375,5,4,1.5146484375,4.1875,1.5153305890042523,1.5153879765984735,1.515427469897541,1.5394363998819747,1.5163173444013338,1.5183221414106713,1.519655555015353,1.6447533846609896,0.63818359375,,,1.5146484375,0.6031011412700464,0.6283042286508861,7.162105003080282,1.5038039524238642,0.20996675583185492,0.000685397993987813,0.00031391293593116385,0.0007933356829532556,0.00030635659646539436,0.5003343326229208,0.4978555691815558,0.9948714756565664,0.9894494520505437,7.05271012151667,1.5035650038598536,0.2131896785708974,0.0007751203011734376,0.00036884342380723686,0.0009587461934712493,0.00038188718947241245,0.48947822300812316,0.5181852612763699,0.9379088364087487,0.987480764909904
