epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y
1,train,baseline,1.1732677221298218,29.796875,29.796875,1.5,2.603515625,2.603515625,1373,10,4.546875,6.2890625,4.4191949043193315,4.4192554506921855,4.4192758163307495,4.448475298274836,3.7168825818609745,3.7197584202278082,3.7206622329870407,3.9239071645717765,0.27734375,,,4.68359375,0.3011168199055354,0.3011168199055354,7.162105003080282,1.5336079107480494,0.21412809643093397,0.3529040694608554,0.06996679929716645,0.41326109333535044,0.0758268895416456,0.5135561796603891,0.13285783381421948,0.5011156360399367,0.12962264565402432,6.887753003597197,1.2835736050570485,0.18635592832476564,0.34893312717341196,0.06616115598987067,0.39881484979439463,0.07170217139583358,0.338891381995162,0.08384692137261325,0.24366205897935345,0.0609379949902413
2,train,baseline,1.0250349044799805,35.75,35.75,1.4951171875,2.244140625,2.244140625,11,6,1.13671875,4.7578125,1.1348283117745885,1.134922582313916,1.1348902392052282,1.1768218690935321,1.1087651076522336,1.111966715452408,1.110863464972164,1.345224109348573,0.76123046875,,,1.13671875,0.30317872621943576,0.30317872621943576,7.162105003080282,0.81758788992635,0.11415469189221902,0.006011614617114525,0.0024131995612423,0.006736101512537118,0.0023249425426274195,0.5005601093104515,0.38131630621179363,0.4903253332602535,0.37337717809330817,6.882280839608182,0.8175158129291118,0.11878559332020142,0.005442896020963595,0.002261210536319436,0.006052268411482764,0.0022278561048461993,0.506208556866441,0.41718281386136896,0.364245460295777,0.30206051147976026
3,train,baseline,1.017326831817627,36.875,36.875,1.490234375,2.244140625,2.244140625,12,7,1.0966796875,4.75390625,1.0966759354104472,1.0967703191091338,1.0967373069568636,1.1387357964046159,1.0812199507237337,1.0844246702524851,1.0833042136713786,1.3179705433814308,0.76953125,,,1.099609375,0.29456812516144326,0.29456812516144326,7.162105003080282,0.8195040034688998,0.1144222268615787,0.005006014752888532,0.0020432621262690153,0.007606944797405646,0.002663317049944734,0.5006316527315455,0.3937056597997584,0.4903950801129069,0.38550356257496576,6.897607914081382,0.8177438756126401,0.11855470560210098,0.005013441286203069,0.002140073616153633,0.006637358827521922,0.0024960903613452934,0.472408239153701,0.4180642815546922,0.38794355623905297,0.33346388511446756
4,train,baseline,1.0121238231658936,38.59375,38.59375,1.484375,2.244140625,2.244140625,203,10,1.74609375,4.75390625,1.6984679542005732,1.6985560661539096,1.6985292306662454,1.7381837609343214,1.5752807672271625,1.5784245266225845,1.5774751800609874,1.8064984214598323,0.6328125,,,1.794921875,0.25187394523868323,0.2600442999392135,7.162105003080282,0.9435836999780842,0.13174670010733816,0.05853496787076473,0.020007247852790695,0.07992031942539501,0.02398663249133422,0.5003410393171306,0.286356575921239,0.4902989541513252,0.2805288314169151,6.853696827683417,0.9376673863807488,0.1368119147893043,0.05903467859442024,0.020848743702436185,0.07627787606932657,0.02479037624444799,0.4647485738765216,0.29298506307451555,0.4231183990361371,0.26502677663171303
5,train,baseline,0.9902535676956177,40.25,40.25,1.4794921875,2.2421875,2.2421875,323,10,2.140625,4.75,2.1122799508696333,2.112366904891466,2.1123424682380967,2.151259951866467,1.9549026121637267,1.9579980165605708,1.957141199785154,2.181776904498315,0.54931640625,,,2.171875,0.19887860535120802,0.2225794865525984,7.162105003080282,1.0509452012737364,0.14673691614710274,0.1022857490416289,0.031694323272365335,0.1579593135299202,0.04347378023966508,0.49978569818605934,0.24393649235556,0.48944740327502156,0.23883215828496895,6.855754315764992,1.0497453570817803,0.1531188704746701,0.09985795291088717,0.03224097268397763,0.15770782428157748,0.04667959954593107,0.4579891051101104,0.2455081984412759,0.42586038165981055,0.22456191434482783
6,train,baseline,0.957678496837616,43.375,43.375,1.474609375,2.244140625,2.244140625,277,10,2.529296875,4.75390625,2.5127882340783287,2.5128762556201463,2.512855390809607,2.551731901586698,2.405155176977709,2.4082018621024783,2.407488331490369,2.6273827757711654,0.4677734375,,,2.54296875,0.20789209985270476,0.22288418019553416,7.162105003080282,1.135449687300841,0.15853574986858002,0.07798884663385053,0.02192483894899919,0.26989684284551707,0.06809934502387795,0.5006136672760864,0.21045880575142614,0.4904291114683028,0.20613378927073137,6.863554025662915,1.1345271499138598,0.16529732929497581,0.07715171548901978,0.022819821376040737,0.2710980419047635,0.07292520105759732,0.48875369922619605,0.22023303034082714,0.44084576686427646,0.19783602651886353
7,train,baseline,0.9504661560058594,43.84375,43.84375,1.4697265625,2.244140625,2.244140625,367,10,2.732421875,4.75390625,2.71939848500838,2.719486135193231,2.719466197531408,2.7580580310400724,2.6115495147051053,2.6145732877473558,2.613893766150318,2.831611239514998,0.42529296875,,,2.74609375,0.20817494632067077,0.2211839348722089,7.162105003080282,1.1841767687386202,0.16533920798833984,0.08001600449644464,0.02155111428021723,0.3263871383534127,0.07923886152109581,0.5005911305870718,0.19751662637028716,0.4904705236777458,0.19348512661383577,6.873459360643249,1.1792926916773991,0.17157193049396827,0.0792337328280075,0.022178024693320225,0.3216891559136581,0.08277854505161494,0.49483073425319013,0.20752506313919333,0.40788604828211206,0.17079348277488257
8,train,baseline,0.8341965675354004,52.0625,52.0625,1.46484375,2.60546875,2.60546875,693,10,4.51953125,6.62890625,4.4947114976242535,4.49479297047001,4.494853064602161,4.530014584122691,4.332640113136797,4.335464334437442,4.337524652591094,4.53417560125796,0.318359375,,,4.54296875,0.3388217648145571,0.5159190094471555,7.162105003080282,1.4993358933110867,0.2093429086373701,0.13194437320287733,0.025499198852683837,0.4950447129855693,0.08870763282874591,0.5402929576541897,0.1352074568675991,0.6023728084874564,0.150723945848794,6.988978337053566,1.4816332315751666,0.211995682361751,0.14114233163255996,0.027750969064209954,0.49977793852108565,0.09163818672265753,0.5128129168759941,0.13101799027119126,0.5599502494166639,0.14254410181823052
9,train,baseline,0.46817275881767273,71.375,71.375,1.4599609375,3.369140625,3.369140625,884,10,7.265625,9.703125,7.228876168267063,7.228948182482997,7.229561881989062,7.259039931564214,6.94524675779731,6.947776567365714,6.968353269321799,7.119175933001769,0.251220703125,,,7.3046875,0.3378153088135196,0.47216943127238925,7.162105003080282,2.4779981081142957,0.34598740273265427,0.19644705117152128,0.0283522790998156,0.8310535240296328,0.11330014491613855,0.5715980547081561,0.09940196472739625,0.9875920372988665,0.1717291313069762,7.129385999404896,2.4676674057977266,0.34612621704080937,0.19555642871659984,0.02827247861479153,0.8369975250398554,0.11444974374853406,0.5654459510020313,0.09843918547593683,0.9707097066942056,0.16913586863006885
10,train,baseline,0.386685311794281,74.6875,74.6875,1.455078125,3.455078125,3.455078125,593,10,6.49609375,10.0703125,6.470972054362061,6.471047332591812,6.4720204605841,6.502765926283517,6.251938406527458,6.254553725164673,6.28709440300755,6.433648350311875,0.354736328125,,,6.5234375,0.3394360133542811,0.42731385802548505,7.162105003080282,2.680342657841819,0.3742395087322869,0.26103240224588475,0.04377833086979235,0.9949063018661857,0.15621628154461864,0.6254969134857031,0.13074300013964427,0.9943967876363358,0.2078296540985763,7.1376153709805115,2.674376901652921,0.37468773009626816,0.2542840828934505,0.042698279404031085,1.0031152755156514,0.15771930445444163,0.6131203724826122,0.1282543915217789,0.9816254102426409,0.20525902852244307
