epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y
1,train,baseline,1.1255249977111816,30.203125,30.203125,1.5,2.638671875,2.638671875,719,10,4.1640625,6.375,4.162745021247057,4.162765595180794,4.162800943632227,4.175209148673597,4.0980638187996306,4.099027550195781,4.100642893250385,4.182655073739858,0.346923828125,,,4.1640625,0.5842559531017837,0.5842559531017837,7.162105003080282,0.9640744938993837,0.1346077017140567,0.1814206017028024,0.03378178837987043,0.2019492644909171,0.0349601987494174,0.8194362483931918,0.19547904608842534,0.11238215282125186,0.02680590595791243,6.914123221266697,0.6413973791985601,0.09276626387359253,0.14841466765467182,0.026263122080393518,0.17140581706774682,0.028659832524560443,0.4500074864722752,0.10282395757870605,0.10672401027390244,0.02385664210041731
2,train,baseline,0.8801699280738831,39.625,39.625,1.4951171875,2.51953125,2.51953125,3,3,1.0625,5.8203125,1.0629198705481044,1.062995323409227,1.0629969929430667,1.0941367407205025,1.0688096828670646,1.0712935044919585,1.0713547063589646,1.238661202822563,0.8173828125,,,1.064453125,0.5839848520454433,0.5839848520454433,7.162105003080282,1.003761267105102,0.14014891804482113,0.002674540144209203,0.0011987538945203169,0.003133429923075859,0.0011881288567018003,0.9943387353109614,0.9445803306053634,0.0017060211699559957,0.0016198780805341377,6.9258590446418475,1.0034815043744272,0.14488910298438215,0.0026904670115861506,0.0012486348988913522,0.0029611289308384414,0.001203844156517507,0.9098132833132757,0.9404355501702192,0.0016385597181498568,0.0017075236516481444
3,train,baseline,0.863675594329834,41.875,41.875,1.490234375,2.51953125,2.51953125,210,10,1.85546875,5.8203125,1.856416582542442,1.8564547125886741,1.8564661310488868,1.8780605939122612,1.8052661771412657,1.807257528947285,1.8078236364779017,1.9500600549413367,0.68115234375,,,1.85546875,0.520067047110561,0.5844733735767315,7.162105003080282,1.1083343209073526,0.15474980057269191,0.03805630099487001,0.013040203975506932,0.04245054962034889,0.012768759671099488,0.9943295730948334,0.5714673070410298,0.05998707645653312,0.03446622420987902,6.947450031581477,1.085008128601932,0.15617357788393435,0.051410247397923214,0.01804957961821128,0.05905346333929806,0.018516760119010905,0.8852123699823276,0.535805976090893,0.03702396999611146,0.022377095621552538
4,train,baseline,0.6806934475898743,51.71875,51.71875,1.484375,2.51953125,2.51953125,42,9,2.0859375,5.81640625,2.084302556812754,2.0843625381222224,2.0844171119044335,2.111306990518858,2.0799627930601123,2.082243463479274,2.0842606920956306,2.235028977205745,0.6416015625,,,2.0859375,0.602527456656909,0.6278900958036482,7.162105003080282,1.5206489600621587,0.21231871906487787,0.0097747461037061,0.003569544738109901,0.01075820568803465,0.003421218000669166,0.9943710445134224,0.6374375092037607,0.504722989730034,0.32344674662740425,7.0138729771396005,1.5217343502460756,0.21696063718374747,0.011506699348331928,0.004274654940170687,0.012312304103881289,0.004075424692579236,0.9062399946067554,0.617065307002832,0.49414897724542417,0.3341283724121409
5,train,baseline,0.6690705418586731,52.9375,52.9375,1.4794921875,2.517578125,2.517578125,14,7,1.77734375,5.81640625,1.7801144198970942,1.7801843073138417,1.7802383167729838,1.8094545157651998,1.771178274316838,1.7735588321989273,1.7753526207710244,1.9324500479045004,0.6943359375,,,1.77734375,0.58998471756209,0.6130639506438242,7.162105003080282,1.5249985000741728,0.2129260181773795,0.005262478270350535,0.002166309701739107,0.020849222012560453,0.007353140592788698,0.9915839305376313,0.7927510065041957,0.5035619318003244,0.402426257982657,7.010479310602353,1.5203604912555673,0.21686969234132655,0.00530165395939175,0.0022448209430272013,0.014551748095691153,0.005371624445668572,0.9116211858768297,0.7816410832747165,0.4905571559300439,0.4162350847693642
6,train,baseline,0.6432541012763977,56.0,56.0,1.474609375,2.517578125,2.517578125,14,8,1.8720703125,5.828125,1.8717689334885934,1.8718376390490676,1.87189952550389,1.9008549775485144,1.8635786907189225,1.8659574147599454,1.8680465172241973,2.024264791648708,0.6787109375,,,1.8740234375,0.5971055894180277,0.6159533351329377,7.162105003080282,1.6819782727908783,0.23484412362950446,0.011205065291790994,0.004735666668367002,0.16498511752314382,0.05951238909840577,0.9896405004265993,0.8332562720452762,0.5046921823809649,0.42476093057108694,7.044795716979875,1.684658688615971,0.23913520793164875,0.00916153484152904,0.003968338918521404,0.1603427838297753,0.06010821413225757,0.9277615152699852,0.830609106317652,0.4970620655263218,0.44175217056649546
7,train,baseline,0.6152998208999634,58.0625,58.0625,1.4697265625,2.51953125,2.51953125,7,4,1.8046875,5.8203125,1.805599710931592,1.8056716513677469,1.805735078195685,1.835320395945721,1.7936024263656,1.7960064865634986,1.7980791982394,1.9558720450629015,0.68994140625,,,1.8037109375,0.5964513682241179,0.6144638187047327,7.162105003080282,1.7170123212975812,0.23973570906306563,0.005285333126346714,0.0023373773469732616,0.19618161411303348,0.07354775063889274,0.9943729762360469,0.9183337711639201,0.5042843843534497,0.46550664246398327,7.0466902191996486,1.7144342963679624,0.24329639065113962,0.005373468970138795,0.0024373799176284562,0.1929017034838436,0.07485619475555542,0.9334944147592195,0.9117501969385262,0.4968409322443561,0.48656772434960616
8,train,baseline,0.6132866144180298,58.25,58.25,1.46484375,2.51953125,2.51953125,5,4,1.7939453125,5.81640625,1.794699965385583,1.7947722962997363,1.7948357461601192,1.824513192884935,1.782751079196172,1.785162034385402,1.7872288102754432,1.9453496050687238,0.69140625,,,1.7939453125,0.594832269736511,0.614556391416336,7.162105003080282,1.7243083198800617,0.24075440378749965,0.003939932128480983,0.0017566616455840867,0.2039632357525809,0.07699535565071952,0.9943730070517134,0.934183937824782,0.5044359681400374,0.4736796953716169,7.062961248232171,1.7234958764306516,0.2440188776148298,0.0035640960628349205,0.0016326127246475237,0.2046688204610545,0.07946521835006713,0.9410016929540257,0.9297269189005343,0.49869178304396744,0.4901882533387087
9,train,baseline,0.6082217693328857,58.625,58.625,1.4599609375,2.51953125,2.51953125,6,4,1.7880859375,5.81640625,1.7880611296030773,1.7881333068551926,1.7881964187257473,1.8178690532009676,1.778918943255848,1.7813277206736524,1.7833873419892767,1.9414734754811611,0.69287109375,,,1.7861328125,0.5985726234313239,0.6178405023559985,7.162105003080282,1.7318993184866887,0.24181428752326758,0.0025595060281666804,0.0011486073833608995,0.2132042765679607,0.08092666369166142,0.9943730393724994,0.9470819789187308,0.5044420822445632,0.4802223569844453,7.066665102964009,1.731503428999027,0.24502412435998605,0.0024705392395194536,0.001136636754678658,0.21255395496955742,0.08292999059984167,0.9416155659886263,0.9434771838161279,0.49852621932367835,0.4963412187944287
10,train,baseline,0.608428955078125,59.8125,59.8125,1.455078125,2.51953125,2.51953125,8,4,1.80859375,5.8203125,1.8086951184191464,1.80876716219751,1.808830854579248,1.8384234383929279,1.8124668981134773,1.8148649365359537,1.816949374158657,1.9743301336038568,0.68896484375,,,1.8076171875,0.5991667249588835,0.6171636515505665,7.162105003080282,1.7260788819233965,0.24100161630987588,0.008072481889408678,0.003579641973375946,0.20450270873402676,0.07684346052136663,0.994309141002871,0.9234901215822001,0.5042263020305571,0.46809531846675784,7.062203239772593,1.7234428052686523,0.24403755411096725,0.007687753957566379,0.0035145021125075936,0.20429220825887384,0.0788343968706405,0.9374068129144613,0.9176349426064717,0.4983858059256585,0.4806028265047916
