epoch,phase,messages,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y,lexicon_size_nn,actual_vocab_size_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_ml_nn,entropy_msg_mc_perks_nn,entropy_msg_mc_james-stein_nn,entropy_msg_mc_minimax_nn,entropy_msg_1_ml_nn,entropy_msg_1_perks_nn,entropy_msg_1_james-stein_nn,entropy_msg_1_minimax_nn,redundancy_nn,kld_train_test_nn,kld_test_train_nn,topsim_nn,topsim_norm_max_nn,mutual_info_msg_target_nn,proficiency_msg_target_nn,mutual_info_msg_target_shape_nn,proficiency_msg_target_shape_nn,mutual_info_msg_target_color_nn,proficiency_msg_target_color_nn,mutual_info_msg_target_x_nn,proficiency_msg_target_x_nn,mutual_info_msg_target_y_nn,proficiency_msg_target_y_nn,entropy_selected_nn,mutual_info_msg_selected_nn,proficiency_msg_selected_nn,mutual_info_msg_selected_shape_nn,proficiency_msg_selected_shape_nn,mutual_info_msg_selected_color_nn,proficiency_msg_selected_color_nn,mutual_info_msg_selected_x_nn,proficiency_msg_selected_x_nn,mutual_info_msg_selected_y_nn,proficiency_msg_selected_y_nn
1,train,received,1.1595335006713867,29.984375,29.953125,1.5,2.12890625,2.12890625,111,11,3.66796875,4.86328125,3.6679255947775298,3.6679389312417383,3.6679705330275705,3.676003574727474,3.6467923932079485,3.6473334743950434,3.6485921196271605,3.6979474917479664,0.245849609375,,,3.181640625,0.5574258708042082,0.5636599386863906,7.162105003080282,0.7205899653723775,0.10061147736070132,0.03499162842238768,0.006839258720292636,0.03767918764238232,0.00682288609145771,0.6966166693896092,0.17690250733773089,0.02579507022438232,0.006549702814146371,6.909298804217186,0.47375271604022684,0.0685674088593571,0.050459210858180725,0.009474706628947052,0.07277689331333104,0.012883726546790812,0.39964719787141334,0.09878774106077899,0.042287337828365246,0.010220427443646148,91,10,3.349609375,4.6953125,3.3503544351707375,3.3503769787582436,3.350418407479516,3.3612766106310046,3.3432898173631997,3.3440895324752202,3.34553246246195,3.406903403869622,0.286376953125,,,0.582361412918119,0.5823637381614482,0.7224430237237756,0.10087020832744938,0.029214836323262716,0.006082504861556723,0.03133539324333334,0.006015309189386676,0.69838219326002,0.19267524997026256,0.021831263523405475,0.006022150801513209,6.909298804217186,0.47287448022559353,0.06844029960565146,0.0465129140547802,0.009289192567371913,0.07010371652980485,0.013151981961754657,0.3995381266427618,0.10719967637018168,0.040848676298707254,0.010695993882029272
2,train,received,0.8769715428352356,39.21875,39.21875,1.4951171875,2.013671875,2.013671875,8,4,1.5302734375,4.3671875,1.5316698445816963,1.5317262940364316,1.531751035215921,1.5556360851027708,1.5302667534227075,1.5322767308642964,1.5331259432515367,1.6600381064585943,0.6494140625,,,0.78955078125,0.5546467899153817,0.563093882494085,7.162105003080282,1.0025576914423158,0.13998087029038742,0.001802837134481372,0.000667560738708137,0.0019746345201907545,0.0006355816626364598,0.9942978492720567,0.653193249026244,0.0009662530311063122,0.000634560674804112,6.913003183459921,1.0021861201147655,0.14497116427092063,0.001814891359836146,0.0006821287885368135,0.0020652134711243164,0.0007028588203374433,0.8606752768550656,0.6198889737796242,0.0010357123802462453,0.0007363253817046864,4,3,1.0615234375,4.2109375,1.0625913277707002,1.062652102256111,1.0626547542680318,1.0880298517366627,1.0602816833962627,1.0623987386985354,1.062489897560177,1.1977963994075267,0.748046875,,,0.5838994313560059,0.5838994313560059,1.0016094634971289,0.13984847514332116,0.0013165352511927964,0.0005897563720953216,0.0014291447000669422,0.000541646663441274,0.9943003524408525,0.943435374386331,0.0006797092412957895,0.0006446312466815299,6.913003183459921,1.0015208172411973,0.14487492492950677,0.0011437821603328402,0.0005211889104133138,0.001327024764030682,0.0005367702575527871,0.8607069824667368,0.9331475737356156,0.0005841701111464204,0.0006211066228126724
3,train,received,0.8672314882278442,41.03125,41.03125,1.490234375,2.013671875,2.013671875,6,4,1.515625,4.3671875,1.5156541589769836,1.5157111967769759,1.5157356080681068,1.5397904879368205,1.512831589024097,1.5148299406679737,1.5156513153114548,1.6426039570217696,0.65283203125,,,0.77392578125,0.5570372108554644,0.5629226379598562,7.162105003080282,1.0010198347681736,0.13976614896565387,0.0020940936003057686,0.000779007997603813,0.002314986601630764,0.0007481370024429142,0.9929337977685533,0.6576891291608343,0.00117753472298876,0.0007797044428073577,6.937908722911634,1.0020129990922366,0.1444257973275442,0.0015347795330544756,0.0005869989470668103,0.0016262364701686849,0.0005582994787793161,0.8620864581269636,0.6266833222525299,0.0008486193651116025,0.0005972186500207836,3,3,1.0439453125,4.21484375,1.0443266152182835,1.0443885689547605,1.0443907223583997,1.069980872294679,1.037362327646471,1.039500673567,1.0395700793587623,1.1757429659965979,0.751953125,,,0.5809270961556572,0.5809270961556572,1.0001866715570926,0.13964981958892417,0.0015748341493848628,0.0007101708059312989,0.0017772604891836963,0.0006773809549149915,0.9928628585088211,0.9554843317235198,0.000848559488451528,0.0008162200838650888,6.937908722911634,1.001274213698312,0.14431931201281456,0.0009577438532248905,0.00044685889440736264,0.0010806227197859286,0.0004426063168283318,0.8618973307319724,0.9531171620231411,0.000518524718739144,0.0005460382801458168
4,train,received,0.8635060787200928,41.375,41.46875,1.484375,2.013671875,2.013671875,32,11,1.95703125,4.3671875,1.9566502188185577,1.9566847443730584,1.9567101007555567,1.975729903999522,1.9433099201881192,1.9449022858886833,1.9459983365564302,2.0557251802386145,0.5517578125,,,1.2578125,0.5275942676385412,0.5757152970313476,7.162105003080282,1.04031583422686,0.1452528039981877,0.008475609322024624,0.0027423593882896316,0.008725822814493966,0.002495368214854506,0.9910253157686846,0.5182637316946489,0.03635155069970519,0.019005322765301338,6.9712622186332895,1.015811580244161,0.1457141545370402,0.011904722308894833,0.0039322125611694035,0.01410359000622119,0.004183290860489043,0.8896661007915503,0.48450395584251293,0.009303179454626331,0.005043890853136314,25,10,1.53125,4.21484375,1.5345403218995077,1.534580176084823,1.5345938284301914,1.5553957138934442,1.5331006448372606,1.5348847038636193,1.5354761289489671,1.6550134531137901,0.63671875,,,0.5533961044042938,0.5876468280205802,1.0410619194295545,0.1453569752163385,0.007884699887737767,0.0029621468223431273,0.008072008016529075,0.0026310322996933046,0.9907878742470668,0.6679188865745702,0.038799230876887414,0.02614685850989609,6.9712622186332895,1.0152088767279666,0.14562769910080894,0.010589850178887694,0.0040752122557028885,0.012942799133615068,0.004398536115447116,0.8892341968560675,0.6318477369264565,0.008685754281785307,0.006135917862319182
5,train,received,0.722007691860199,50.09375,50.21875,1.4794921875,2.013671875,2.013671875,51,11,2.533203125,4.3671875,2.531607853539916,2.5316343961823145,2.531669431624436,2.5469901898905856,2.514453097086184,2.5156820113218146,2.517205096444157,2.6084999839224245,0.419677734375,,,1.8671875,0.5777585440958616,0.6083040549330434,7.162105003080282,1.4980200670885044,0.20915918803818642,0.009035004170712568,0.002818184058138054,0.009798460850506174,0.00271264130943413,0.9943550250050208,0.4904238714048118,0.4864661118728941,0.23986972081754437,7.0016018614382585,1.434124684928236,0.20482808267444677,0.019101882211381316,0.005967325490626997,0.024092087876166346,0.006790105729441452,0.9069903703631592,0.453082552384991,0.40561264011001175,0.19971017716199313,41,10,2.126953125,4.2109375,2.124641982455835,2.1246766590426467,2.124710843625771,2.1424106866475223,2.1221605156746017,2.123622467485485,2.125010695322584,2.2276836622276406,0.4951171875,,,0.601807968856549,0.6268812933872331,1.508217464944388,0.21058298702626294,0.00826311462327034,0.0029621607973788254,0.008780368198138433,0.0027475249789793168,0.9943557277926782,0.617178354196263,0.49888364708341104,0.30955167477928575,7.0016018614382585,1.4415122559342328,0.20588320850881967,0.01866015992613157,0.0066868127134873945,0.023677696333251674,0.007546367016502597,0.9069535110727713,0.5699331109539334,0.41275580535090217,0.2547060649212829
6,train,received,0.6642229557037354,52.625,52.84375,1.474609375,2.013671875,2.013671875,8,4,2.01171875,4.3671875,2.012503239908876,2.012554597922695,2.0126077932784496,2.034780779336505,2.002530326946751,2.0044024932226616,2.006248306896307,2.1239297645986244,0.5390625,,,1.2783203125,0.5745501204126511,0.6091924183771094,7.162105003080282,1.5031358520627816,0.20987347315018587,0.0021000827578046,0.0007837909401374562,0.002189390470037189,0.000709557312477832,0.9943678593846119,0.662484187569142,0.49926794387395734,0.332519559515988,7.034023086650275,1.4919662739831678,0.212107105081122,0.00445712490263972,0.0016845733645650086,0.0052710616028974755,0.0017594782156832036,0.9182170228415183,0.6377437045564768,0.4773806559107774,0.3287903735135145,3,3,1.5458984375,4.2109375,1.5469574148637728,1.5470143165230381,1.5470542356536163,1.5710272536475691,1.5487796700742749,1.5507665647469142,1.5521197549379098,1.6785912037081496,0.6328125,,,0.602852306686402,0.6283974438298716,1.5078758672907155,0.210535291878883,0.0012678317476684242,0.0005734764553845187,0.0014488601433075843,0.0005536417065755804,0.9943690047557139,0.9632001412141117,0.5045473070804274,0.48849504053699516,7.034023086650275,1.4965242162105492,0.2127550901916673,0.00384221678552521,0.0017676993801188797,0.004504101031952423,0.0017848409573967185,0.918218017777602,0.9490513877113709,0.4824368160347463,0.4924575862733343
7,train,received,0.6610097885131836,54.03125,54.21875,1.4697265625,2.013671875,2.013671875,9,4,2.0078125,4.3671875,2.0108604073715712,2.0109115534440645,2.0109646697987515,2.033195053061967,2.022216169657032,2.0240975220914614,2.025991095385832,2.143826992098935,0.5400390625,,,1.271484375,0.5777584077746667,0.6106913943808243,7.162105003080282,1.5028103805958626,0.2098280296015673,0.00197731484441821,0.000738456439395917,0.0020514385472862884,0.0006652278708526838,0.9943680912030155,0.6632616686027725,0.4988490027037731,0.33263024324190443,7.0531979893282415,1.4854795117359458,0.2106107774067215,0.00462079355542766,0.0017539199412095656,0.0062734455329644945,0.002077141029058423,0.9324992047254028,0.6407252665607996,0.468785837033427,0.31996540270806284,4,3,1.54296875,4.2109375,1.5428532175817162,1.5429103514636162,1.5429503019804367,1.566948522823126,1.5463572046403864,1.5483609002931182,1.5497224786320496,1.6766311273033387,0.63330078125,,,0.6038742268063046,0.6293138281046021,1.5078546163124475,0.2105323247374827,0.0013750533046099633,0.0006232982504534788,0.0014557041757692346,0.0005572557642557001,0.9943690075038543,0.9675964208817475,0.5045180569590011,0.49069511427779244,7.0531979893282415,1.490615549011829,0.21133896301609387,0.004004984349159635,0.0018506936310002163,0.005626626816507496,0.002206759358310992,0.9325000276778335,0.9468219196805421,0.4743717506815539,0.47694384319600186
8,train,received,0.6572999954223633,54.5,54.6875,1.46484375,2.013671875,2.013671875,10,5,2.005859375,4.3671875,2.0061880797120093,2.0062396639610296,2.006292958912769,2.028558652060819,1.9970735488778062,1.9989541485791027,2.0007995355573347,2.1187080786280834,0.54052734375,,,1.2724609375,0.578328837517513,0.6117326060047963,7.162105003080282,1.5027715565003694,0.2098226088355388,0.0021445970640563417,0.0008010586656858282,0.0020765634772610397,0.0006734688822478075,0.994368015148658,0.6634513984391008,0.49884058605187676,0.33271977390341606,7.055968820174816,1.4907446425710043,0.21127426729956414,0.004778035541956882,0.0018134336299353803,0.005233802352447192,0.0017388433020128385,0.9340837623622189,0.6427060940412631,0.4759869726446224,0.32562291817681566,5,4,1.541015625,4.2109375,1.540256041143943,1.5403137179160629,1.5403539445155818,1.5644197567668028,1.5386463958270067,1.5406781527995306,1.5420520583566042,1.6698265654824107,0.63427734375,,,0.604247579780943,0.6304898788999117,1.5080896565311672,0.2105651419355856,0.0016218663375111575,0.0007348883304732585,0.0016463473051970823,0.0006300271397054863,0.9943003911238568,0.9667167588460687,0.5045214994097424,0.49028639110679223,7.055968820174816,1.4957694157929178,0.21198639817060008,0.004558056429686097,0.0021100058215904,0.004909572724468347,0.0019364528245561575,0.9340849389405292,0.9543448638735075,0.48148810057369396,0.4877390905705921
9,train,received,0.6539933681488037,55.03125,55.09375,1.4599609375,2.013671875,2.013671875,9,5,2.001953125,4.3671875,2.002894769728295,2.0029465357131997,2.0029999868101065,2.025347226907263,2.0024657452965253,2.0043364374521397,2.0061959198944685,2.124176906815249,0.54150390625,,,1.263671875,0.5789410696406966,0.6137011601144317,7.162105003080282,1.5032671938207387,0.2098918115797259,0.001692569517099507,0.000634156095843705,0.0018918600326296442,0.0006152006579023898,0.9943682981007766,0.6670980587887213,0.4990034195362103,0.33465706284064933,7.062830588814899,1.4919141671825038,0.2112345961610893,0.004201201742016991,0.0016031412506610234,0.004352784138696109,0.001440657791772759,0.9379461172959349,0.6487983501590355,0.4804454632728259,0.33044784961664236,4,4,1.53515625,4.2109375,1.5354109418213242,1.5354686462840126,1.535508825857105,1.5596625008841976,1.5351628137025182,1.5371488844190062,1.5384918237763427,1.6653960804133148,0.6357421875,,,0.6062177025895268,0.632124510445871,1.5078404709757325,0.21053034971244342,0.001255435696680074,0.0005709989572483615,0.001441077634940946,0.000553229403462794,0.99436920616579,0.9746399224279528,0.5045900027992491,0.4943357022486378,7.062830588814899,1.4966605035963518,0.21190661233847924,0.0038223043851726146,0.001776781529819201,0.00404987574715765,0.0015869218538286784,0.937946892927064,0.9607036703167063,0.48534251136569484,0.49294972953149585
10,train,received,0.651533842086792,55.65625,55.71875,1.455078125,2.013671875,2.013671875,8,4,1.998046875,4.3671875,1.9995998495760896,1.9996515129119474,1.9997048497512375,2.0220957797062513,1.9844758412279202,1.9863484225001204,1.9881737360421954,2.106368333284644,0.54248046875,,,1.259765625,0.5764488249993289,0.6087005227855329,7.162105003080282,1.503204043503251,0.20988299429521798,0.0017175422466948476,0.0006440088185060611,0.0019438102302000715,0.0006325169307988131,0.9943685094804993,0.6680197505700836,0.4990385714029202,0.33514282005035645,7.080949547185069,1.4914968139686313,0.21063514208508302,0.003940746131455342,0.001505879137712875,0.00488650424776349,0.0016149799507965317,0.9488175491164323,0.651794621258782,0.47779321650441986,0.3261833595105804,3,3,1.53125,4.2109375,1.53094068108364,1.5309990723078684,1.5310395642985262,1.5552758829843092,1.5238196400270603,1.5258567371249474,1.5272225932371315,1.6554866932774348,0.63623046875,,,0.6027864136030674,0.6279503786428997,1.507683813874664,0.21050847665961872,0.0012588620205322698,0.0005731367975466826,0.0013381973912167666,0.0005141724950258297,0.9943693791719683,0.9767683267288073,0.5045297238054554,0.49535542526694154,7.080949547185069,1.4964897333715588,0.21134026212154935,0.0034165657491644907,0.0015920188970037108,0.0043453992201607505,0.0017008178834147228,0.9488184359317895,0.963412660569931,0.48277521776922505,0.4857133785416702
