epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.4637657403945923,77.1875,77.1875,1.46484375,2.8671875,2.8671875,3271,10,6.005247542256298,7.1015625,11.1640625,2.056640625,0.364013671875,,,0.34835705791476296,8.597351960949467,2.966796875,9.765625,0.344970703125,0.18896484375,3.479076654836336,1.478515625,7.625,0.425048828125,0.1397705078125
2,train,baseline,0.23418600857257843,88.0,88.0,1.54296875,3.037109375,3.037109375,1787,10,6.088204360607011,7.07421875,11.203125,2.076171875,0.368408203125,,,0.29325495400828966,8.595176048114793,3.451171875,8.765625,0.401611328125,0.22021484375,3.4814744230691486,1.560546875,7.43359375,0.4482421875,0.1478271484375
3,train,baseline,0.17890921235084534,90.5,90.5,1.59375,3.04296875,3.04296875,1390,10,6.386675928637236,7.234375,11.234375,1.9443359375,0.35595703125,,,0.30281614820150493,8.595565132858054,3.6796875,8.4765625,0.427978515625,0.232421875,3.486439255511659,1.625,7.47265625,0.466064453125,0.1514892578125
4,train,baseline,0.146900475025177,92.3125,92.3125,1.6591796875,3.046875,3.046875,1201,10,6.38612143103247,7.49609375,11.2109375,1.9404296875,0.331298828125,,,0.278848040059056,8.59489357062845,3.865234375,8.359375,0.44970703125,0.240234375,3.486641711969435,1.6962890625,7.58984375,0.486328125,0.1544189453125
5,train,baseline,0.11622484773397446,94.1875,94.1875,1.7333984375,3.060546875,3.060546875,1262,10,6.619392132901031,7.8125,11.3203125,1.9248046875,0.309814453125,,,0.2902627008610212,8.594937974022628,3.96875,8.46875,0.461669921875,0.2418212890625,3.485397082680673,1.7421875,7.8125,0.5,0.1541748046875
6,train,baseline,0.09075611084699631,95.5625,95.5625,1.828125,3.0703125,3.0703125,1608,10,6.8252633535297,8.1328125,11.2890625,1.9501953125,0.27978515625,,,0.31785382898937026,8.591500662897833,4.06640625,8.59375,0.47314453125,0.2431640625,3.4835471086597822,1.7978515625,8.015625,0.51611328125,0.15478515625
7,train,baseline,0.07838119566440582,96.1875,96.1875,1.908203125,3.07421875,3.07421875,1771,10,7.136842108295138,8.1328125,11.3125,1.9296875,0.28076171875,,,0.30305538352820616,8.595387400860222,4.109375,8.515625,0.477783203125,0.2454833984375,3.46627105286195,1.8056640625,7.98828125,0.52099609375,0.1556396484375
8,train,baseline,0.06775582581758499,96.8125,96.8125,1.9228515625,3.08203125,3.08203125,1624,10,6.998863738589816,8.1171875,11.4140625,1.953125,0.288818359375,,,0.3218734956017801,8.600057547320295,4.19921875,8.3203125,0.488525390625,0.251220703125,3.4745516594378283,1.8095703125,7.97265625,0.52099609375,0.1561279296875
9,train,baseline,0.06014494225382805,97.125,97.125,1.9755859375,3.08984375,3.08984375,1766,10,7.212840872876267,8.3125,11.34375,1.9150390625,0.267333984375,,,0.33458098488103766,8.597267331557902,4.265625,8.3828125,0.49609375,0.252197265625,3.462139750648846,1.8779296875,8.0234375,0.54248046875,0.159423828125
10,train,baseline,0.05361645296216011,97.5,97.5,2.0234375,3.103515625,3.103515625,2026,10,7.4052901298356,8.28125,11.3828125,1.8896484375,0.272216796875,,,0.3130805368291722,8.59585743512548,4.34375,8.1953125,0.50537109375,0.25732421875,3.4729118397234022,1.884765625,7.98828125,0.54248046875,0.1602783203125
11,train,baseline,0.049512844532728195,97.75,97.75,2.076171875,3.11328125,3.11328125,1826,10,7.285982382820752,8.2109375,11.4296875,1.9140625,0.28173828125,,,0.3156187068015237,8.596736426321106,4.40234375,8.0,0.51220703125,0.261962890625,3.467562728063697,1.896484375,7.8828125,0.546875,0.162353515625
12,train,baseline,0.044323403388261795,97.9375,97.9375,2.109375,3.119140625,3.119140625,1829,10,7.4084734947409885,8.3359375,11.453125,1.916015625,0.27197265625,,,0.3186715868122017,8.596526930088762,4.44921875,8.03125,0.517578125,0.2626953125,3.4657859853137314,1.923828125,7.953125,0.55517578125,0.1629638671875
13,train,baseline,0.04064850136637688,98.125,98.125,2.103515625,3.119140625,3.119140625,1679,10,7.470095576322169,8.390625,11.3828125,1.9013671875,0.26318359375,,,0.3045030095509949,8.593017272747522,4.44140625,8.1015625,0.5166015625,0.261474609375,3.4868676915102634,1.9306640625,8.015625,0.5537109375,0.16259765625
14,train,baseline,0.0382394976913929,98.25,98.25,2.123046875,3.12109375,3.12109375,1651,10,7.56479891582345,8.359375,11.40625,1.8896484375,0.26708984375,,,0.3133160949046903,8.595764850498105,4.48828125,7.98046875,0.52197265625,0.2646484375,3.482502973479157,1.953125,7.9375,0.56103515625,0.1649169921875
15,train,baseline,0.03549320250749588,98.375,98.375,2.111328125,3.12109375,3.12109375,1525,10,7.435935974883754,8.1796875,11.3359375,1.9130859375,0.2783203125,,,0.2949874753438845,8.596497974336229,4.55859375,7.65625,0.5302734375,0.271728515625,3.485694265166737,1.9658203125,7.73046875,0.56396484375,0.1685791015625
