epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.5052924752235413,75.125,75.125,1.4619140625,2.169921875,2.169921875,664,10,4.3338409009367265,4.80859375,8.703125,1.6513671875,0.447265625,,,0.32325602655083174,8.599139836821111,2.787109375,7.83203125,0.32421875,0.2078857421875,3.471613523026654,1.2939453125,5.69140625,0.37255859375,0.15625
2,train,baseline,0.25392889976501465,87.6875,87.6875,1.7158203125,2.27734375,2.27734375,103,10,4.501960283137796,4.99609375,8.7421875,1.5888671875,0.428466796875,,,0.3156077039310078,8.595978172421935,3.072265625,7.4453125,0.357421875,0.22607421875,3.4749809896883708,1.490234375,5.4921875,0.4287109375,0.1759033203125
3,train,baseline,0.19383545219898224,90.5,90.5,1.791015625,2.298828125,2.298828125,102,10,4.783397686907677,5.48046875,8.8203125,1.55859375,0.37841796875,,,0.3337559700656236,8.594765641381398,3.2265625,7.625,0.37548828125,0.229248046875,3.4852507785477385,1.5185546875,5.9296875,0.435791015625,0.1693115234375
4,train,baseline,0.16116073727607727,92.125,92.125,1.8408203125,2.30859375,2.30859375,104,10,5.007000020881845,5.46875,8.828125,1.5078125,0.38037109375,,,0.3357507421243084,8.596755007862265,3.365234375,7.3359375,0.391357421875,0.2392578125,3.473922023088979,1.5927734375,5.7578125,0.45849609375,0.1781005859375
5,train,baseline,0.14116287231445312,93.125,93.125,1.890625,2.310546875,2.310546875,130,10,5.043488110621701,5.69140625,8.84375,1.501953125,0.356201171875,,,0.36268812473435513,8.59512953187873,3.482421875,7.3203125,0.4052734375,0.2437744140625,3.4753750588654797,1.6708984375,5.82421875,0.480712890625,0.1822509765625
6,train,baseline,0.1264890730381012,93.6875,93.6875,1.9638671875,2.326171875,2.326171875,158,10,5.215832250509447,5.84375,8.90625,1.517578125,0.343994140625,,,0.32561819293962413,8.593328850557244,3.611328125,7.21484375,0.420166015625,0.250244140625,3.4844240635374626,1.7001953125,5.92578125,0.488037109375,0.1822509765625
7,train,baseline,0.11332245171070099,94.3125,94.3125,2.033203125,2.38671875,2.38671875,171,10,5.416613078021466,6.078125,9.09375,1.537109375,0.33203125,,,0.29251938437734437,8.595076473603932,3.796875,7.078125,0.44189453125,0.2587890625,3.492391985899573,1.7451171875,6.078125,0.49951171875,0.182373046875
8,train,baseline,0.1014610230922699,95.0,95.0,2.083984375,2.501953125,2.501953125,212,10,5.711527178632467,6.296875,9.28125,1.5703125,0.321533203125,,,0.24135944726574277,8.59748051120578,3.955078125,6.984375,0.4599609375,0.265625,3.465952954768069,1.748046875,6.26953125,0.50439453125,0.178955078125
9,train,baseline,0.09170975536108017,95.5,95.5,2.12109375,2.5546875,2.5546875,278,10,5.90870321128066,6.4765625,9.296875,1.5927734375,0.30322265625,,,0.3061294664966098,8.595913730815774,4.0703125,6.9296875,0.4736328125,0.27001953125,3.475800173555642,1.8046875,6.34375,0.51904296875,0.1812744140625
10,train,baseline,0.08309998363256454,95.875,95.875,2.140625,2.556640625,2.556640625,285,10,5.979884209909662,6.5,9.2890625,1.5673828125,0.30029296875,,,0.29022143792698557,8.59397551904605,4.1640625,6.765625,0.484619140625,0.27587890625,3.4712619100617528,1.8408203125,6.2890625,0.5302734375,0.1845703125
11,train,baseline,0.07765940576791763,96.1875,96.1875,2.171875,2.560546875,2.560546875,284,10,6.022191696743472,6.60546875,9.34375,1.5498046875,0.292724609375,,,0.25830294930352843,8.598571626459925,4.25390625,6.6953125,0.494873046875,0.27978515625,3.4850411933478727,1.8837890625,6.32421875,0.54052734375,0.1866455078125
12,train,baseline,0.07245036959648132,96.4375,96.4375,2.21875,2.5625,2.5625,278,10,5.996430530245569,6.61328125,9.3125,1.544921875,0.289794921875,,,0.28563204228757477,8.592967499640837,4.30859375,6.5859375,0.50146484375,0.283447265625,3.4912588049254545,1.9091796875,6.28515625,0.546875,0.18896484375
13,train,baseline,0.06884527206420898,96.625,96.625,2.244140625,2.572265625,2.572265625,267,10,5.985132111489264,6.609375,9.3046875,1.5400390625,0.28955078125,,,0.2757047300334896,8.598968130990782,4.3515625,6.50390625,0.50634765625,0.2861328125,3.464111003847786,1.9306640625,6.2109375,0.5576171875,0.191650390625
14,train,baseline,0.0648692324757576,96.875,96.875,2.26953125,2.572265625,2.572265625,270,10,6.000273160797981,6.64453125,9.2890625,1.5390625,0.28466796875,,,0.2970485653639178,8.595252907757647,4.41796875,6.40234375,0.51416015625,0.289794921875,3.4624623380657327,1.9326171875,6.2421875,0.55810546875,0.191162109375
15,train,baseline,0.06074294447898865,97.0625,97.0625,2.28515625,2.572265625,2.572265625,285,10,6.140359898294275,6.8203125,9.328125,1.525390625,0.269287109375,,,0.28712486261779463,8.590795974781702,4.4765625,6.45703125,0.52099609375,0.29052734375,3.498379362008178,1.99609375,6.328125,0.5703125,0.1934814453125
16,train,baseline,0.059296272695064545,97.25,97.25,2.3125,2.57421875,2.57421875,317,10,6.262449907508275,6.859375,9.34375,1.5029296875,0.26611328125,,,0.2656300804681014,8.591650593701,4.515625,6.4140625,0.52587890625,0.29248046875,3.495522217279375,2.00390625,6.34765625,0.5732421875,0.1934814453125
17,train,baseline,0.054595980793237686,97.375,97.375,2.32421875,2.57421875,2.57421875,316,10,6.279983326045953,6.8828125,9.3125,1.5009765625,0.2607421875,,,0.30128274792978627,8.598289351961979,4.57421875,6.328125,0.5322265625,0.295654296875,3.4659880193698553,2.037109375,6.2734375,0.587890625,0.1968994140625
18,train,baseline,0.05064330995082855,97.5625,97.5625,2.33203125,2.57421875,2.57421875,307,10,6.285746766891532,6.8828125,9.328125,1.4892578125,0.262451171875,,,0.266258244846077,8.597663995054724,4.58984375,6.296875,0.5341796875,0.296630859375,3.4804808428350547,2.04296875,6.27734375,0.5869140625,0.1971435546875
19,train,baseline,0.047869034111499786,97.75,97.75,2.345703125,2.580078125,2.580078125,317,10,6.297280248566908,6.9609375,9.3203125,1.4833984375,0.253173828125,,,0.30263555133303116,8.5926013604156,4.6484375,6.2578125,0.541015625,0.298828125,3.4686021535191474,2.0625,6.3046875,0.5947265625,0.19775390625
20,train,baseline,0.04619065672159195,97.8125,97.8125,2.357421875,2.580078125,2.580078125,320,10,6.274159252780617,6.9609375,9.3203125,1.478515625,0.25341796875,,,0.2841335222883114,8.592497171040534,4.66015625,6.234375,0.54248046875,0.299560546875,3.4750432843604964,2.060546875,6.3125,0.5927734375,0.197509765625
21,train,baseline,0.04387545585632324,97.9375,97.9375,2.353515625,2.578125,2.578125,320,10,6.345433153165613,6.9375,9.3203125,1.4765625,0.255859375,,,0.32248218475208246,8.594534170851768,4.6796875,6.16796875,0.544921875,0.30126953125,3.4833934049318915,2.080078125,6.26171875,0.59716796875,0.1995849609375
22,train,baseline,0.041877467185258865,98.0625,98.0625,2.396484375,2.583984375,2.583984375,318,10,6.367266049427137,6.98046875,9.3046875,1.4873046875,0.2496337890625,,,0.30530480261292614,8.595358705010769,4.71875,6.140625,0.548828125,0.302978515625,3.453795898292455,2.080078125,6.27734375,0.60205078125,0.19921875
23,train,baseline,0.03973934054374695,98.125,98.125,2.404296875,2.5859375,2.5859375,322,10,6.40113395019961,6.98828125,9.328125,1.4794921875,0.2509765625,,,0.3085004473967197,8.599127099361807,4.7265625,6.1328125,0.5498046875,0.30322265625,3.471507290679604,2.08984375,6.27734375,0.60205078125,0.199951171875
24,train,baseline,0.0384981706738472,98.25,98.25,2.416015625,2.5859375,2.5859375,315,10,6.449073000865721,6.9921875,9.3125,1.484375,0.2493896484375,,,0.2936577620903093,8.589553669148527,4.75390625,6.0703125,0.5537109375,0.30517578125,3.473027412805844,2.11328125,6.23828125,0.6083984375,0.201904296875
25,train,baseline,0.038704898208379745,98.25,98.25,2.427734375,2.587890625,2.587890625,314,10,6.456526407218908,7.11328125,9.359375,1.4921875,0.2401123046875,,,0.31516764219594684,8.592718359986875,4.80078125,6.10546875,0.55859375,0.3056640625,3.48477023935702,2.103515625,6.390625,0.60400390625,0.198486328125
26,train,baseline,0.0358363538980484,98.375,98.375,2.421875,2.59375,2.59375,308,10,6.463159327912914,7.12109375,9.359375,1.4990234375,0.2392578125,,,0.31138298014732524,8.59402447990188,4.828125,6.0625,0.5615234375,0.30712890625,3.471737826049979,2.11328125,6.3671875,0.60888671875,0.199462890625
27,train,baseline,0.03451849892735481,98.375,98.375,2.453125,2.603515625,2.603515625,323,10,6.515589135652314,7.1015625,9.3671875,1.5029296875,0.24169921875,,,0.30414378081273086,8.593120820737205,4.84765625,5.99609375,0.564453125,0.308837890625,3.470447686452669,2.1171875,6.3359375,0.6103515625,0.2003173828125
28,train,baseline,0.032918497920036316,98.4375,98.4375,2.4375,2.6015625,2.6015625,308,10,6.522325534455963,7.1328125,9.375,1.515625,0.2393798828125,,,0.31795344995664143,8.595562201792857,4.8984375,5.9296875,0.56982421875,0.3115234375,3.4680449619614246,2.125,6.3515625,0.61279296875,0.200439453125
29,train,baseline,0.032174933701753616,98.5,98.5,2.4609375,2.611328125,2.611328125,327,10,6.593496316118198,7.1796875,9.3984375,1.5048828125,0.236083984375,,,0.3002336804751077,8.59854321286998,4.921875,5.93359375,0.57275390625,0.31201171875,3.482763738861628,2.134765625,6.39453125,0.61328125,0.2003173828125
30,train,baseline,0.03133738785982132,98.5625,98.5625,2.435546875,2.60546875,2.60546875,308,10,6.554134132873627,7.1171875,9.390625,1.5048828125,0.2421875,,,0.31646655983753824,8.59655353630682,4.97265625,5.765625,0.57861328125,0.316650390625,3.4805736241851646,2.166015625,6.26171875,0.62255859375,0.2044677734375
1,test,,1.1878173351287842,66.4375,66.4375,1.728515625,2.279296875,2.279296875,86,10,4.790029963272052,4.83203125,8.6328125,1.478515625,0.4404296875,2.45703125,2.56640625,0.38159393211586207,6.65821148275179,2.650390625,6.19140625,0.39794921875,0.2305908203125,3.1852953424983985,1.4736328125,5.06640625,0.462890625,0.183837890625
2,test,,1.2665834426879883,69.75,69.75,1.814453125,2.302734375,2.302734375,108,10,5.1704974553706124,5.2421875,8.7265625,1.45703125,0.3994140625,2.5859375,2.740234375,0.38814282218740653,6.65821148275179,2.9609375,5.98046875,0.44482421875,0.248779296875,3.1852953424983985,1.654296875,5.12109375,0.51953125,0.1962890625
3,test,,1.271801233291626,70.875,70.875,1.8935546875,2.314453125,2.314453125,112,10,5.455517047064025,5.51171875,8.7734375,1.3671875,0.371826171875,2.7734375,2.80859375,0.3874302560677483,6.65821148275179,3.025390625,6.12109375,0.454345703125,0.24853515625,3.1852953424983985,1.669921875,5.35546875,0.5244140625,0.1920166015625
4,test,,1.3311796188354492,71.125,71.125,1.919921875,2.318359375,2.318359375,117,10,5.385201413263036,5.5234375,8.765625,1.3955078125,0.369873046875,2.84375,2.828125,0.40728571041745054,6.65821148275179,3.205078125,5.76953125,0.4814453125,0.26318359375,3.1852953424983985,1.7919921875,5.12109375,0.5625,0.205810546875
5,test,,1.258868932723999,73.1875,73.1875,1.98046875,2.3359375,2.3359375,149,10,5.658059636483461,5.8515625,8.8203125,1.3857421875,0.336669921875,2.88671875,2.970703125,0.39366904769240896,6.65821148275179,3.279296875,5.94921875,0.492431640625,0.26220703125,3.1852953424983985,1.8876953125,5.2578125,0.5927734375,0.208984375
6,test,,1.093858242034912,75.1875,75.1875,2.05859375,2.3828125,2.3828125,139,10,5.710889593124664,5.75,8.921875,1.43359375,0.35546875,2.923828125,2.912109375,0.39607136429061207,6.65821148275179,3.369140625,5.671875,0.505859375,0.271484375,3.1852953424983985,1.8984375,5.13671875,0.59619140625,0.2125244140625
7,test,,1.1939798593521118,74.4375,74.4375,2.12109375,2.486328125,2.486328125,161,10,5.92825050666416,6.109375,9.1015625,1.4404296875,0.328857421875,2.9609375,2.931640625,0.3390217424268522,6.65821148275179,3.513671875,5.7421875,0.52783203125,0.275146484375,3.1852953424983985,1.9267578125,5.44140625,0.60498046875,0.207275390625
8,test,,1.1451938152313232,73.9375,73.9375,2.103515625,2.462890625,2.462890625,171,10,5.8704043029258965,6.11328125,9.1484375,1.4326171875,0.331787109375,3.029296875,2.9765625,0.3562995917213321,6.65821148275179,3.58984375,5.59375,0.5390625,0.281005859375,3.1852953424983985,1.9736328125,5.3515625,0.61962890625,0.2122802734375
9,test,,1.1277416944503784,75.6875,75.6875,2.140625,2.44140625,2.44140625,184,10,6.067417202427834,6.3359375,9.1015625,1.3759765625,0.303955078125,3.013671875,2.9453125,0.3677339103101103,6.65821148275179,3.69140625,5.609375,0.55419921875,0.2841796875,3.1852953424983985,2.0546875,5.41015625,0.64501953125,0.2159423828125
10,test,,1.1278657913208008,75.4375,75.4375,2.099609375,2.501953125,2.501953125,157,10,5.970275530534832,6.265625,9.203125,1.443359375,0.3193359375,3.103515625,3.013671875,0.32242210163283397,6.65821148275179,3.783203125,5.35546875,0.568359375,0.292724609375,3.1852953424983985,2.04296875,5.36328125,0.64111328125,0.216064453125
11,test,,1.101557970046997,77.0625,77.0625,2.212890625,2.478515625,2.478515625,182,10,6.137888515914397,6.31640625,9.15625,1.41796875,0.309814453125,3.11328125,3.056640625,0.36669269308934344,6.65821148275179,3.86328125,5.25,0.580078125,0.2978515625,3.1852953424983985,2.046875,5.41015625,0.642578125,0.21533203125
12,test,,1.255089521408081,75.75,75.75,2.205078125,2.47265625,2.47265625,174,10,6.115365732171171,6.37890625,9.125,1.3486328125,0.30078125,3.19140625,3.134765625,0.36319315993477497,6.65821148275179,3.818359375,5.40234375,0.57373046875,0.29296875,3.1852953424983985,2.03515625,5.49609375,0.638671875,0.212646484375
13,test,,1.2481273412704468,76.25,76.25,2.24609375,2.498046875,2.498046875,172,10,6.07562165474225,6.33984375,9.203125,1.3720703125,0.311279296875,3.1640625,3.171875,0.3318712104465465,6.65821148275179,3.84765625,5.30078125,0.57763671875,0.2958984375,3.1852953424983985,2.021484375,5.48046875,0.634765625,0.2122802734375
14,test,,1.2495529651641846,76.25,76.25,2.265625,2.490234375,2.490234375,193,10,6.272787648831196,6.51953125,9.171875,1.3505859375,0.289306640625,3.248046875,3.220703125,0.3530770930227169,6.65821148275179,3.90625,5.3671875,0.5869140625,0.29638671875,3.1852953424983985,2.072265625,5.5625,0.650390625,0.21337890625
15,test,,1.1452410221099854,77.375,77.375,2.34375,2.533203125,2.533203125,195,10,6.2844196285372655,6.53515625,9.2109375,1.396484375,0.291015625,3.28515625,3.189453125,0.334271529928308,6.65821148275179,3.931640625,5.328125,0.5908203125,0.298095703125,3.1852953424983985,2.09375,5.53125,0.6572265625,0.2154541015625
