epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.4670981466770172,77.1875,77.1875,1.3974609375,2.88671875,2.88671875,1728,10,4.9611972125636905,4.90234375,11.2734375,2.17578125,0.5654296875,,,0.3508298395181407,8.592695817330243,2.916015625,7.6640625,0.33935546875,0.216064453125,3.4836784878513662,1.5009765625,5.3828125,0.430908203125,0.178955078125
2,train,baseline,0.25016269087791443,87.75,87.75,1.6875,3.0234375,3.0234375,104,10,4.532379544745565,5.1328125,11.3828125,2.271484375,0.548828125,,,0.35986096459283773,8.59927292207513,3.181640625,7.37109375,0.369873046875,0.231689453125,3.4783223572268316,1.634765625,5.33984375,0.469970703125,0.1898193359375
3,train,baseline,0.1901889592409134,90.6875,90.6875,1.748046875,3.072265625,3.072265625,113,10,4.879847043137326,5.43359375,11.4609375,2.216796875,0.52587890625,,,0.3288699281390125,8.598785664715011,3.35546875,7.3203125,0.390380859375,0.2391357421875,3.489882763384198,1.7060546875,5.51171875,0.489013671875,0.191162109375
4,train,baseline,0.15687964856624603,92.3125,92.3125,1.826171875,3.072265625,3.072265625,115,10,5.072640845649916,5.4765625,11.4296875,2.138671875,0.5205078125,,,0.34275343623580246,8.594530409573885,3.50390625,7.06640625,0.407470703125,0.2489013671875,3.4797629535201313,1.791015625,5.375,0.5146484375,0.199951171875
5,train,baseline,0.138060063123703,93.1875,93.1875,1.90625,3.078125,3.078125,109,10,5.022880047269682,5.49609375,11.4453125,2.1171875,0.51953125,,,0.3821160089355914,8.59028320839684,3.607421875,6.875,0.419921875,0.256103515625,3.483064997095188,1.8330078125,5.3125,0.5263671875,0.2041015625
6,train,baseline,0.12526899576187134,93.75,93.75,1.984375,3.076171875,3.076171875,106,10,5.059787879818119,5.55859375,11.3984375,2.09765625,0.51220703125,,,0.3169181584363478,8.594737871748782,3.65234375,6.84765625,0.425048828125,0.258056640625,3.4771660204396695,1.8798828125,5.27734375,0.54052734375,0.2080078125
7,train,baseline,0.11551900953054428,94.125,94.125,2.09765625,3.083984375,3.083984375,118,10,5.129677535926827,5.6484375,11.4765625,2.09375,0.5078125,,,0.3713228612598803,8.59580232560552,3.6796875,6.8828125,0.42822265625,0.25830078125,3.4846377959292285,1.904296875,5.32421875,0.54638671875,0.20849609375
8,train,baseline,0.1071566790342331,94.5,94.5,2.166015625,3.125,3.125,125,10,5.274008317516109,5.78515625,11.5546875,2.109375,0.499267578125,,,0.35211227094028313,8.599753382793013,3.736328125,6.9140625,0.434326171875,0.259765625,3.4770238301464995,1.9033203125,5.45703125,0.54736328125,0.2054443359375
9,train,baseline,0.09936006367206573,95.0,95.0,2.162109375,3.1796875,3.1796875,131,10,5.4513332988767935,5.7890625,11.7421875,2.146484375,0.5068359375,,,0.3339694702344536,8.599446983773008,3.888671875,6.61328125,0.4521484375,0.270263671875,3.4850406496768493,1.91015625,5.453125,0.5478515625,0.2059326171875
10,train,baseline,0.09199678897857666,95.3125,95.3125,2.228515625,3.265625,3.265625,135,10,5.570439757477049,6.08984375,11.9765625,2.19140625,0.4912109375,,,0.3136666090953653,8.596459049550418,4.09765625,6.49609375,0.4765625,0.27880859375,3.4762640496675172,1.9931640625,5.58203125,0.5732421875,0.2083740234375
11,train,baseline,0.0868031308054924,95.625,95.625,2.279296875,3.326171875,3.326171875,157,10,5.640746112741591,6.19921875,11.96875,2.212890625,0.482177734375,,,0.31846945387344794,8.595468345479071,4.22265625,6.34375,0.491455078125,0.28564453125,3.458501636089322,2.0390625,5.578125,0.58935546875,0.2110595703125
12,train,baseline,0.08146348595619202,96.0,96.0,2.287109375,3.33203125,3.33203125,181,10,5.742438133788045,6.390625,11.9765625,2.185546875,0.46630859375,,,0.30505450360939285,8.596640036908225,4.30859375,6.3671875,0.50146484375,0.28759765625,3.480792018787972,2.068359375,5.73046875,0.59423828125,0.2095947265625
13,train,baseline,0.07524275779724121,96.25,96.25,2.30859375,3.328125,3.328125,216,10,5.880462382260812,6.40234375,11.9609375,2.17578125,0.465087890625,,,0.3443457914311905,8.59924527108738,4.3984375,6.203125,0.51171875,0.293212890625,3.450432901042994,2.115234375,5.62109375,0.61328125,0.2147216796875
14,train,baseline,0.07132651656866074,96.5,96.5,2.3359375,3.326171875,3.326171875,231,10,5.950163520255454,6.5546875,11.9765625,2.16796875,0.45263671875,,,0.3029194939077416,8.593642376847635,4.390625,6.3671875,0.51123046875,0.289794921875,3.488730405653712,2.12890625,5.78515625,0.6103515625,0.2120361328125
15,train,baseline,0.0675416812300682,96.625,96.625,2.357421875,3.318359375,3.318359375,274,10,6.088331033728455,6.765625,11.96875,2.1484375,0.4345703125,,,0.3110542753451609,8.59549411044672,4.51171875,6.34375,0.52490234375,0.29345703125,3.4705517125287693,2.162109375,5.91015625,0.623046875,0.2113037109375
16,train,baseline,0.062225550413131714,97.0,97.0,2.369140625,3.330078125,3.330078125,324,10,6.2313529379128,6.84765625,12.015625,2.115234375,0.43017578125,,,0.2859577674874965,8.594991486245418,4.54296875,6.359375,0.5283203125,0.294189453125,3.4879919329451896,2.171875,5.9921875,0.62255859375,0.210205078125
17,train,baseline,0.059059467166662216,97.125,97.125,2.38671875,3.3359375,3.3359375,342,10,6.2391044517161065,6.7734375,12.03125,2.107421875,0.43701171875,,,0.30497181965074277,8.596428529672245,4.5546875,6.26171875,0.52978515625,0.29638671875,3.4842453882873428,2.171875,5.9140625,0.62353515625,0.2117919921875
18,train,baseline,0.05575646460056305,97.3125,97.3125,2.400390625,3.337890625,3.337890625,354,10,6.296029498562552,6.91015625,12.0,2.099609375,0.424072265625,,,0.3007125859987158,8.60092067133551,4.6015625,6.3046875,0.53515625,0.296630859375,3.4687302173627192,2.18359375,6.01171875,0.62939453125,0.21044921875
19,train,baseline,0.05319376662373543,97.4375,97.4375,2.400390625,3.337890625,3.337890625,403,10,6.365887037766953,6.9609375,11.9921875,2.083984375,0.419677734375,,,0.32133193002736693,8.594061147914374,4.65625,6.2421875,0.5419921875,0.29931640625,3.4735284733240843,2.203125,6.02734375,0.63427734375,0.211181640625
20,train,baseline,0.05101129412651062,97.5625,97.5625,2.408203125,3.33984375,3.33984375,443,10,6.4147139810277025,7.07421875,12.0390625,2.060546875,0.412353515625,,,0.2972660837231133,8.59666593458836,4.71875,6.2265625,0.54931640625,0.30126953125,3.4841005787372294,2.23046875,6.09765625,0.64013671875,0.211181640625
21,train,baseline,0.05030462145805359,97.625,97.625,2.43359375,3.35546875,3.35546875,495,10,6.484852640988971,7.06640625,12.0390625,2.05859375,0.412841796875,,,0.2926096359216005,8.599897483050574,4.76171875,6.140625,0.5537109375,0.303955078125,3.474690136979306,2.2421875,6.05859375,0.64501953125,0.212646484375
22,train,baseline,0.047282181680202484,97.75,97.75,2.44140625,3.349609375,3.349609375,475,10,6.447018599790785,7.1640625,12.03125,2.052734375,0.404296875,,,0.277031249485774,8.595124556806864,4.796875,6.1640625,0.55810546875,0.304443359375,3.478689691563214,2.244140625,6.15625,0.64501953125,0.2108154296875
23,train,baseline,0.04456935077905655,97.875,97.875,2.458984375,3.349609375,3.349609375,481,10,6.44739637859897,7.08984375,12.046875,2.048828125,0.411376953125,,,0.3030007502045013,8.597653774893294,4.84765625,5.99609375,0.5634765625,0.308837890625,3.4812667322213526,2.26171875,6.05078125,0.6494140625,0.2138671875
24,train,baseline,0.04333432391285896,98.0,98.0,2.470703125,3.349609375,3.349609375,469,10,6.493876910153733,7.2109375,12.046875,2.037109375,0.401611328125,,,0.3063914912069644,8.595237731257967,4.8515625,6.1015625,0.564453125,0.306884765625,3.4897464968777707,2.28515625,6.1328125,0.65478515625,0.2135009765625
25,train,baseline,0.04734759032726288,97.9375,97.9375,2.47265625,3.328125,3.328125,487,10,6.519030258232309,7.19140625,12.0625,2.017578125,0.40380859375,,,0.29952674715752425,8.597017117724205,4.8671875,6.0546875,0.56591796875,0.30810546875,3.489075638211674,2.30078125,6.078125,0.65966796875,0.2154541015625
26,train,baseline,0.04103953391313553,98.0625,98.0625,2.4921875,3.328125,3.328125,565,10,6.576231900142389,7.2109375,11.984375,2.021484375,0.398193359375,,,0.32329186482121336,8.597271068303026,4.91015625,5.9921875,0.57080078125,0.310546875,3.4780675508688423,2.31640625,6.05859375,0.666015625,0.2166748046875
27,train,baseline,0.03986726328730583,98.125,98.125,2.5078125,3.330078125,3.330078125,530,10,6.615596977819055,7.2734375,12.015625,2.01953125,0.394775390625,,,0.29471517935980995,8.59649675910736,4.953125,5.9609375,0.576171875,0.312255859375,3.485470658530745,2.296875,6.16796875,0.65869140625,0.21337890625
28,train,baseline,0.0377352200448513,98.25,98.25,2.51171875,3.333984375,3.333984375,511,10,6.632210010201898,7.32421875,11.9921875,2.013671875,0.389404296875,,,0.32047404059887097,8.59452936557058,4.9609375,5.9921875,0.57763671875,0.311767578125,3.4860558907739834,2.31640625,6.17578125,0.66455078125,0.21435546875
