epoch,phase,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,messages
1,train,6.774633884429932,79.0625,79.0625,1.5,5.1953125,5.1953125,4267,10,7.08203125,14.703125,7.05070832302222,7.050842312775827,7.054698655876735,7.092105911299209,6.860196492371255,6.862558096330156,6.927295792216296,7.0292892104098,0.5185546875,,,7.11328125,0.40822404495340797,0.5861834756554337,0.28553531081547634,0.22465414136897519,8.59181360881035,4.104214055872285,0.47768890745763837,3.460849924319828,1.8365492055637285,0.5306642142030101,8.584697837244398,4.0635870198244675,0.473352364505451,baseline
2,train,2.300140142440796,92.4375,92.4375,1.4736328125,5.3203125,5.3203125,2210,10,7.65234375,14.859375,7.616152887560252,7.616283522040093,7.62227177086886,7.656159716957905,7.400062360651823,7.402366378535953,7.501689341031521,7.56358064279518,0.485107421875,,,7.6875,0.23434619320447217,0.4938977797599419,0.2572811245079852,0.2276120317586775,8.596272159165432,4.959145346300604,0.5768948742523365,3.488255239093041,2.3265595738488365,0.6669694200627792,8.592978080836204,4.931321647414702,0.5738780666056142,baseline
3,train,1.4516828060150146,94.9375,94.9375,1.4482421875,5.3515625,5.3515625,1702,10,7.7890625,14.8828125,7.756376481067187,7.756507430309002,7.764334782796908,7.7963094427009905,7.614178190739126,7.616462915825499,7.74476324505925,7.7757029379469405,0.4765625,,,7.82421875,0.29314319587563886,0.531981939727002,0.277552240339301,0.24068186170018624,8.598276093873915,5.211567793901358,0.6061177539547127,3.492384334729091,2.4479524012955114,0.7009401505305407,8.595968495748455,5.172121859745611,0.6016915792913539,baseline
4,train,1.2217634916305542,95.6875,95.6875,1.4228515625,5.36328125,5.36328125,1614,10,7.47265625,14.8359375,7.4486598132537045,7.4487936820642835,7.455680961829018,7.489602004449463,7.36040446490499,7.362717955129473,7.475870790188761,7.524653770137267,0.496337890625,,,7.49609375,0.31588768205671053,0.5496176856430387,0.26159997529182416,0.22135334387519043,8.59337032616222,5.51838106915006,0.64216725914273,3.4884247002981588,2.6220449775873265,0.7516415582549962,8.592985208948296,5.501128729604296,0.640188315915603,baseline
5,train,1.0765489339828491,96.1875,96.1875,1.3974609375,5.37109375,5.37109375,1593,10,7.7109375,15.296875,7.6964584292986205,7.696591224244917,7.705430416476781,7.73688478530472,7.5965434241699885,7.598833505059933,7.742311400175909,7.758462862415054,0.495849609375,,,7.7265625,0.3062043895708548,0.44438985425865196,0.2307353961172182,0.1983660247946935,8.594120598861693,5.6066785008435,0.6523853646626875,3.505791503577468,2.6217567355638547,0.7478358975108746,8.592573094225534,5.581750817298243,0.6496017847144467,baseline
6,train,0.8681929111480713,96.8125,96.8125,1.373046875,5.4765625,5.4765625,1422,10,7.87109375,15.265625,7.850197835306519,7.850329795416373,7.859762355899005,7.89026320400584,7.749138322543576,7.7514130337438445,7.904168481005632,7.909534870315491,0.484375,,,7.890625,0.23840315338135798,0.4343119099906908,0.219201391204126,0.18329556566683256,8.594235171308215,5.9512829560854845,0.6924738312902811,3.4787577941207353,2.7999792239087853,0.8048790371784096,8.592069315512296,5.931770312647092,0.6903773811435336,baseline
7,train,0.8467156887054443,96.9375,96.9375,1.349609375,5.359375,5.359375,1812,10,7.75,14.984375,7.7310693068467495,7.731201465923322,7.739796461253546,7.771307119460031,7.5810669753581,7.583357643361514,7.722314732462425,7.7430821712990525,0.48291015625,,,7.7734375,0.25397324187314857,0.5094796811517188,0.2871533357633636,0.2299789387737624,8.594593802674444,5.983529277331174,0.696196866857074,3.4881572340040394,2.781191018351599,0.7973238680984237,8.59386293404864,5.965329594311049,0.6941383217408068,baseline
8,train,0.7827983498573303,97.1875,97.1875,1.326171875,5.35546875,5.35546875,1802,10,7.6796875,15.0078125,7.658445888478834,7.658579326823872,7.668416917425028,7.699067105292245,7.556057892413613,7.5583549384390185,7.716584414462134,7.718561074154,0.48828125,,,7.69140625,0.27009357502336034,0.5158888000822154,0.27318509921884204,0.22544455546665995,8.595823012233234,6.050120539370641,0.7038442428096007,3.4734612799727715,2.7874725985346016,0.8025057353040229,8.595173913203592,6.027198446238813,0.7012305401965225,baseline
9,train,0.8156239986419678,97.25,97.25,1.302734375,5.4375,5.4375,1818,10,7.90625,15.1875,7.882451987783282,7.882583749447287,7.893085842707827,7.92243826435299,7.758694678374686,7.760968885009778,7.929353428512011,7.919027399680295,0.479248046875,,,7.92578125,0.27035344639300574,0.5125128513956326,0.25916848383891206,0.2215589201446578,8.593052673052195,6.184920437782422,0.7197582364621511,3.4911648072138193,2.8392029056309136,0.8132537598237264,8.593003231245513,6.165460763600919,0.7174977825194261,baseline
10,train,0.7292373180389404,97.5625,97.5625,1.2802734375,5.48828125,5.48828125,1829,10,7.9375,15.21875,7.923505672606071,7.923637636713299,7.934739171710391,7.963494194258949,7.82754896562844,7.829817201944044,8.009140668834997,7.987252886580258,0.478515625,,,7.953125,0.27634844791386587,0.5039428733813047,0.24013090152469585,0.1929948913882037,8.592599263764974,6.299166891413769,0.7330921294069166,3.4675605961621976,2.8740629932530686,0.8288429036925855,8.59214728788605,6.274665326175498,0.7302790694733623,baseline
