epoch,phase,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,messages
1,train,7.131473541259766,77.6875,77.6875,1.5,4.44921875,4.44921875,1145,10,4.90234375,11.75,4.895791995075557,4.895921143325202,4.897779073389744,4.935110407872726,4.866750247509351,4.868982047021702,4.89977893750586,5.023573062446339,0.58251953125,,,4.91015625,0.4859216615190881,0.5711030117553465,0.287752483640502,0.2613995102275585,8.594342609867061,3.4874043461908206,0.40577906938303504,3.484630605069249,1.7642838714966018,0.5063044183019051,8.579804477171102,3.4427466906317834,0.40126167208030733,baseline
2,train,3.642103433609009,88.4375,88.4375,1.4736328125,4.578125,4.578125,213,10,5.11328125,12.09375,5.105032184247934,5.105161109222572,5.10745754897554,5.144051736045701,5.077549377945791,5.0797602517765705,5.117277092661512,5.232282364127797,0.5771484375,,,5.11328125,0.47561602814104764,0.5617559180202554,0.28361214699363335,0.23653271838088458,8.592755343524134,4.064074998214217,0.4729652871214443,3.492681819254178,1.9792869691966226,0.5666954711664164,8.58488871446458,4.009429947779775,0.4670334212980924,baseline
3,train,2.6063199043273926,91.1875,91.1875,1.4482421875,4.49609375,4.49609375,171,10,5.0703125,12.09375,5.0694631902411125,5.069594042830627,5.072293112551724,5.108944318418474,5.0644122622881405,5.066637109645363,5.110502306549727,5.21999462237306,0.58056640625,,,5.078125,0.4187295493736311,0.5745843724756003,0.30251679347170035,0.24231414955835384,8.594091753455483,4.511698357032438,0.5249767498954604,3.4718783633989374,2.0932543846707663,0.6029169704613411,8.588306436456897,4.4755416184973456,0.5211203921996673,baseline
4,train,2.348799467086792,92.25,92.25,1.4228515625,4.5078125,4.5078125,178,10,5.50390625,12.125,5.503978539027443,5.504106246008553,5.507557480093659,5.54227911557035,5.487778574921696,5.489955952359585,5.545633538039769,5.6388475004286684,0.54638671875,,,5.5078125,0.3946828786436099,0.5569093773407042,0.30521656102769623,0.24809236090380038,8.598810393585183,4.90458484907392,0.5703794623420003,3.4710122586637056,2.4371131902193772,0.7021332708164028,8.596141909031367,4.876981123823435,0.5673453481147782,baseline
5,train,1.9592738151550293,93.375,93.375,1.3974609375,4.5234375,4.5234375,271,10,5.734375,12.0625,5.728782431249352,5.728906726025476,5.732324535713414,5.766094233801199,5.708685997210948,5.710825261288427,5.766523683984498,5.856666466195289,0.52490234375,,,5.73828125,0.46115025353684236,0.581621215253994,0.24328085974643876,0.2008788863363978,8.593190093132627,5.042515526117402,0.5868036749410678,3.4844495306115335,2.4861069775782436,0.7134862926661253,8.59004681172195,5.025946731163042,0.5850895625277213,baseline
6,train,1.6379257440567017,94.1875,94.1875,1.373046875,4.53515625,4.53515625,347,10,5.8359375,12.046875,5.834980290845132,5.8351043667349485,5.838749360704823,5.872114827955991,5.809816171249713,5.811949433798056,5.871091213368723,5.956988902432925,0.51513671875,,,5.83984375,0.45234512927336845,0.577922257986086,0.2398692450211873,0.20012127776388686,8.590865345837335,5.1914634530824495,0.6043004102721677,3.463433744238694,2.594463008626814,0.7491013832566067,8.589480473318451,5.172360241570511,0.6021738168725619,baseline
7,train,1.4256482124328613,94.875,94.875,1.349609375,4.5390625,4.5390625,472,10,6.19140625,12.0078125,6.184106668324813,6.184224967152016,6.188177938605779,6.219614040407153,6.140142109999508,6.142217948527148,6.207120042378177,6.2826616352399745,0.484375,,,6.1953125,0.44344948617564006,0.5971737623032748,0.24371164717272903,0.2024528760488921,8.597152485924706,5.296752848083356,0.6161054903650042,3.4691027002431447,2.6041183099240337,0.7506604833986363,8.59329725000741,5.270012355675418,0.6132701106866604,baseline
8,train,1.3796948194503784,95.1875,95.1875,1.326171875,4.54296875,4.54296875,586,10,6.48046875,12.0078125,6.471712433689923,6.471826549133873,6.4759510165366505,6.505998391996096,6.410630173735928,6.412659944583044,6.480604328526553,6.5493983128936195,0.46044921875,,,6.48828125,0.45108528642982126,0.6027610184699785,0.2524124332746014,0.21055967313163512,8.591876391781874,5.528091248296246,0.643409075761828,3.460823804288801,2.6947542841229666,0.7786453273880952,8.591738497481625,5.505085502850603,0.6407417432995931,baseline
9,train,1.1956783533096313,95.8125,95.8125,1.302734375,4.56640625,4.56640625,697,10,6.81640625,12.09375,6.810272139370482,6.810382340884256,6.815321310769095,6.843329538305921,6.749307210239543,6.751290837416982,6.833421746106909,6.884004865890879,0.436279296875,,,6.828125,0.42813822322732675,0.5835208324851012,0.25240169474877994,0.2104313301547478,8.596021688663072,5.793558374515518,0.6739813583947091,3.4843972985712077,2.7959209517192916,0.8024116402758581,8.594290670652422,5.765124948285382,0.670808699544221,baseline
10,train,1.111816644668579,96.1875,96.1875,1.2802734375,4.55078125,4.55078125,844,10,6.82421875,12.0859375,6.815024537481946,6.8151390801633385,6.820672343714191,6.848938640637231,6.778937690343948,6.780935923228892,6.8699677049160215,6.914262823892294,0.435302734375,,,6.83203125,0.40895383056686146,0.5608028444336998,0.25599907683739215,0.2223270812766802,8.59317195870373,5.934611700624992,0.6906194510182038,3.4875201642700535,2.8423656250143075,0.8150105206945009,8.592939016270826,5.905234939122534,0.6872194633222586,baseline
11,train,0.8743541836738586,97.0,97.0,1.2578125,4.55859375,4.55859375,866,10,7.046875,12.09375,7.0403875611199,7.040497601866467,7.04610795097775,7.073092230487586,6.98950385313257,6.991462890384279,7.083116904152051,7.121722482014597,0.417236328125,,,7.0546875,0.37111730477749305,0.5509392138424055,0.26284087721893445,0.22783659487519675,8.595765046242612,6.097495088912078,0.7093603717771951,3.487016537008352,2.8969984283861994,0.8307957239777382,8.593972917032257,6.070520915517734,0.7063695655226776,baseline
12,train,0.8882865309715271,97.0625,97.0625,1.2353515625,4.5625,4.5625,892,10,6.94140625,12.0703125,6.928949833035379,6.929062266781275,6.934602150884269,6.962281512196652,6.914000859429343,6.915970387859102,7.006268314796625,7.047160188398104,0.425048828125,,,6.9453125,0.38392807158164277,0.5620219477617745,0.23995810720973487,0.20543613569205368,8.596083525161127,6.126782445074071,0.7127411485871096,3.4750887510850794,2.9494001064318325,0.8487265556918213,8.594614813628748,6.108890605682152,0.7107811970811181,baseline
13,train,0.866948664188385,97.0625,97.0625,1.2138671875,4.5625,4.5625,884,10,6.9765625,12.0703125,6.969419529817889,6.969531295418116,6.975196762723162,7.0025619928010245,6.934897817742648,6.936862539561539,7.0283535920702755,7.067696990049497,0.422119140625,,,6.98046875,0.3969522811750881,0.5708746495781807,0.2558762373288209,0.21613094928376667,8.594419409433723,6.111579987372162,0.7111102793824263,3.4625524209840703,2.909915873827395,0.840396193337742,8.59174928864157,6.09049169466941,0.708876794475502,baseline
14,train,0.712202787399292,97.5625,97.5625,1.1923828125,4.57421875,4.57421875,974,10,7.20703125,12.1484375,7.194271546857854,7.194381985321519,7.201375526994658,7.226853717809281,7.1764782951667065,7.178417042880292,7.291413183189038,7.306723611831342,0.406982421875,,,7.2109375,0.36802754478092886,0.5430063982532943,0.24569498123454406,0.2062822270822786,8.596639048597622,6.438323924312829,0.7489350067993281,3.4809071488772663,2.997699572336937,0.8611834341240089,8.596188148429867,6.423626277988483,0.7472645045771582,baseline
15,train,0.7395679950714111,97.4375,97.4375,1.171875,4.57421875,4.57421875,1287,10,7.3203125,12.109375,7.312514059989977,7.312620436086942,7.319397027436432,7.344112029704733,7.247354442331918,7.249269072790382,7.359669326686356,7.375968374610655,0.395263671875,,,7.33203125,0.38429620411516546,0.5666417027942415,0.22520318306589748,0.19287942612246733,8.594237949287145,6.43323587574049,0.7485522176255428,3.461236063139989,2.9937811719354244,0.8649456775911158,8.593767502305589,6.413840653825786,0.7463363015237544,baseline
16,train,0.6450269818305969,97.6875,97.6875,1.1513671875,4.5703125,4.5703125,1111,10,7.3515625,12.125,7.340202737009258,7.340309091093323,7.347095395937378,7.371743366198675,7.290724429547231,7.292632291402362,7.4030522824289875,7.418748473574824,0.3935546875,,,7.35546875,0.3924873505279963,0.5716119151566296,0.22581930618981488,0.18543433225720274,8.595818217606528,6.295051909529491,0.7323388827180577,3.491023998118864,2.982016412461939,0.8541953346836907,8.595918205827425,6.26939701692723,0.7293458205171173,baseline
17,train,0.6789247989654541,97.625,97.625,1.130859375,4.57421875,4.57421875,984,10,7.203125,12.125,7.197993432910627,7.19810501611195,7.205307457432708,7.230802252118074,7.141066531955253,7.143017982884082,7.257605871704938,7.272169049841327,0.40576171875,,,7.2109375,0.3772227811058392,0.5682259745315356,0.22946358820629276,0.18741571129588838,8.594873922732717,6.529475113536867,0.759694112122687,3.498975281790499,3.0695274241178945,0.877264678059444,8.594237829721845,6.523784972952353,0.7590882521764583,baseline
18,train,0.6495078206062317,97.75,97.75,1.111328125,4.58203125,4.58203125,1115,10,7.46484375,12.21875,7.460345315782252,7.460453614462098,7.468571200609366,7.492142607380448,7.41329831680444,7.415206162644313,7.544593414039322,7.5407510075713,0.388916015625,,,7.47265625,0.3553368892568309,0.5563722370842588,0.22693422551888337,0.1884098187333304,8.593829746823232,6.600793645617296,0.768085223943065,3.461311793675989,3.038047063721959,0.8777155150462439,8.592358538429936,6.584720738101995,0.7663461328634463,baseline
19,train,0.6126103401184082,97.875,97.875,1.091796875,4.609375,4.609375,1278,10,7.50390625,12.1171875,7.498666844089356,7.4987739291241216,7.506409355959512,7.530138171429557,7.427149289757227,7.42904783739771,7.550865644198231,7.55403731592922,0.380615234375,,,7.51171875,0.357164712577348,0.5606663315806982,0.21715253515732505,0.16693663386430063,8.597347160092532,6.568631076511447,0.7640299913677965,3.4669856927336298,3.0514665657212365,0.8801497427914775,8.597957867265261,6.554680840438461,0.7623532170812205,baseline
20,train,0.6067480444908142,97.875,97.875,1.0732421875,4.60546875,4.60546875,1114,10,7.48046875,12.109375,7.470762302588879,7.470871016399212,7.478763536151444,7.502612274677946,7.4471584168784455,7.449060090950631,7.574697316512518,7.574098093455073,0.382568359375,,,7.48046875,0.35373469365736265,0.5446566086683235,0.20058379977547214,0.1387750059936033,8.598246758809001,6.529980256944127,0.7594548563349951,3.495911541538863,3.0754143091981554,0.8797174278169495,8.598045196718175,6.513847986415692,0.7575963881769302,baseline
21,train,0.6147316098213196,97.875,97.875,1.0546875,4.62109375,4.62109375,1107,10,7.60546875,12.140625,7.598061639176723,7.598169436598079,7.606480053578595,7.629532170091912,7.566224815907029,7.568104760701448,7.6994277901482775,7.691413716433469,0.373291015625,,,7.6171875,0.34871014188264055,0.539231674415621,0.21870716109283625,0.16807473628191594,8.595631859310949,6.616858770116883,0.7697931784909307,3.4868124813876302,3.075924675842998,0.8821594772480816,8.595720092898347,6.595834148388612,0.7673393359839613,baseline
