epoch,phase,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,messages
1,train,6.791346073150635,78.375,78.375,1.5,4.53125,4.53125,1545,10,5.65234375,12.203125,5.651763969787687,5.6518859454446,5.654402123788298,5.688662660700955,5.6021318613171305,5.6042655007057025,5.645829991201545,5.750232330718229,0.53662109375,,,5.65625,0.5342664805449189,0.6357651618055302,0.3057561702695736,0.239792839170296,8.595347668391696,3.7234273467302836,0.4331910110422545,3.4691138420280714,1.9367525874693179,0.5582845290361175,8.583686133986479,3.6753254387315497,0.4281756556987058,baseline
2,train,2.8795742988586426,90.0625,90.0625,1.4736328125,4.72265625,4.72265625,410,10,5.90625,12.4140625,5.9022233731326,5.9023429330796064,5.905223509555937,5.9382913707390115,5.857698216217328,5.859792383291408,5.907507050468835,6.002477876918185,0.52392578125,,,5.9140625,0.4930092503912494,0.627304325533177,0.3089978479999751,0.23505671511318993,8.597893048277534,4.319252841737043,0.5023617783431656,3.4777073938276297,2.1415669523012104,0.6157984872741584,8.595291520136147,4.277803512361878,0.4976914979951859,baseline
3,train,2.0176799297332764,92.6875,92.6875,1.4482421875,4.734375,4.734375,340,10,5.796875,12.4375,5.791852799942727,5.791976623342957,5.795390101783002,5.828959982964715,5.765526954428987,5.767657293217477,5.823345043934939,5.912730734027509,0.53369140625,,,5.80078125,0.48208918345973156,0.603663026095657,0.3122818414455233,0.2666403286087331,8.59508070242544,4.793067198832428,0.5576523787007462,3.482232555970854,2.3089157720485565,0.663056167253834,8.590173277941094,4.765846916646367,0.5548021864570177,baseline
4,train,1.6333222389221191,94.125,94.125,1.4228515625,4.74609375,4.74609375,422,10,6.18359375,12.453125,6.180184216846324,6.1803053780316235,6.184749830701264,6.216257512334266,6.153996854139603,6.156081104209743,6.227762859996751,6.296904265796926,0.50341796875,,,6.18359375,0.441270669894186,0.558405354813929,0.2789381395094402,0.22144887256455265,8.597772441519275,5.108688654265837,0.5941874699539155,3.4829192961997553,2.4469453647891934,0.7025558609580985,8.59387674793283,5.06857043309234,0.5897885880562033,baseline
5,train,1.2974193096160889,95.375,95.375,1.3974609375,4.75,4.75,426,10,6.578125,12.4296875,6.568802693852736,6.56891820125296,6.574355521591188,6.603247916770164,6.527281434418127,6.529311181359873,6.6178041036191635,6.665513153238325,0.470947265625,,,6.578125,0.4106409873308589,0.5472764468381799,0.27323087139044566,0.21875215016992758,8.597795032748879,5.294431410508026,0.6157894425654034,3.500527554759321,2.501863424877869,0.7147103931452654,8.596343591298911,5.267468041610824,0.6127568059218196,baseline
6,train,1.0543736219406128,96.1875,96.1875,1.373046875,4.75,4.75,447,10,6.54296875,12.421875,6.535447668402995,6.5355651965259325,6.541208364861552,6.570348467235326,6.516220359968646,6.518256863753264,6.608998341634242,6.65487182225704,0.473388671875,,,6.546875,0.38927518910031506,0.5599878193923828,0.25058976870576816,0.19208625677766808,8.598781551651834,5.55551418568555,0.6460815584527009,3.4744882942560356,2.6220491127097683,0.7546576331957989,8.598374535745048,5.533188207697025,0.6435156068969232,baseline
7,train,0.951092004776001,96.5625,96.5625,1.349609375,4.75,4.75,494,10,6.796875,12.4453125,6.789339858129617,6.789454774578699,6.795756090362156,6.823370124694139,6.751052410091237,6.753055825642244,6.854348717184657,6.88680167830751,0.453857421875,,,6.80078125,0.39053478729471236,0.5279450173162964,0.2404536738810351,0.18671072468378472,8.595349429713032,5.705174220622646,0.6637512840258225,3.4679206680012893,2.704632564267647,0.7799003562057959,8.593909789952694,5.683596778637501,0.6613516917855368,baseline
8,train,0.810599684715271,97.0,97.0,1.326171875,4.75,4.75,532,10,6.8671875,12.421875,6.859185068818084,6.859299454742754,6.8660051562509326,6.893018669628773,6.829627307889181,6.831621176863241,6.939243823111316,6.964511282507023,0.44677734375,,,6.87109375,0.37466811098209507,0.5382432745078087,0.25101222314014615,0.19867314667434133,8.599990308691797,5.883467918114445,0.6841249474628094,3.485807868487691,2.830414140563267,0.8119822570115532,8.598718937567234,5.865511682099754,0.6821378538695714,baseline
9,train,0.7311798930168152,97.3125,97.3125,1.302734375,4.75,4.75,474,10,6.7734375,12.4140625,6.7735136534537315,6.773630416420473,6.780347725849433,6.807950896676571,6.744473599749392,6.746486552161651,6.853301435748355,6.880784285128393,0.454345703125,,,6.78125,0.37334812521337735,0.5302365886591249,0.2386568178851738,0.1898197011996918,8.595166387711611,6.039034955970608,0.7026082665024997,3.507727088959943,2.899397589549874,0.8265744500691924,8.594235152124902,6.022789344230508,0.7007941064704738,baseline
10,train,0.7466300129890442,97.3125,97.3125,1.2802734375,4.75,4.75,617,10,6.9140625,12.40625,6.902153286748257,6.902267570994598,6.90916134104317,6.935919976389704,6.8522457745489,6.854240682163285,6.964181787978372,6.98707243010714,0.44287109375,,,6.921875,0.36540704532219825,0.5387014340589097,0.22964821609508296,0.18938083036125497,8.59420398279746,6.101220759439601,0.7099227306743097,3.4830297199870266,2.8697419552929366,0.8239211795481394,8.593796294501356,6.081653327523977,0.7076794840267804,baseline
11,train,0.6970870494842529,97.5,97.5,1.2578125,4.75,4.75,698,10,7.15234375,12.4296875,7.147074003022529,7.147184504821576,7.154681826553702,7.179760868767811,7.096950902662212,7.09890818521053,7.220118575215752,7.228586258885762,0.4248046875,,,7.16015625,0.3518577437026344,0.5233172823229645,0.22136345963227055,0.16854029952098734,8.59174390453199,6.182515329310546,0.7195879437292563,3.4776135524363596,2.894379787174061,0.8322890808687772,8.592380730330122,6.1710334284160675,0.7181983226875672,baseline
12,train,0.6469219923019409,97.6875,97.6875,1.2353515625,4.74609375,4.74609375,816,10,7.08203125,12.4296875,7.07602611527035,7.076138144735728,7.08366402654663,7.109102866914858,7.050185115499497,7.052144632506459,7.172664710605242,7.182183975147552,0.43017578125,,,7.08984375,0.35763979690771186,0.5240977688887222,0.211712095848286,0.16298854443976346,8.59149543514294,6.280186261913092,0.7309770818505481,3.4876964994015154,2.9710798136053116,0.8518745292530888,8.59145505289258,6.26839229192174,0.7296077618204253,baseline
13,train,0.8554962873458862,97.3125,97.3125,1.2138671875,4.73828125,4.73828125,893,10,7.125,12.4765625,7.119365348059113,7.119475662441882,7.126965837465577,7.1520613588310376,7.084402272946674,7.086355989586307,7.207318843785009,7.21592474925611,0.4287109375,,,7.13671875,0.3410326349418557,0.4986257318871838,0.2128361261261193,0.16905979589165412,8.593270076621234,6.216637783985593,0.7234309789585825,3.49206492231282,2.8657345975551882,0.820641844097558,8.59178424153125,6.190070704986961,0.7204639375212883,baseline
14,train,0.589262068271637,97.9375,97.9375,1.1923828125,4.74609375,4.74609375,805,10,7.16015625,12.4375,7.151112103329289,7.151222433204753,7.158917584371661,7.183770021292487,7.099599645652642,7.101554462199424,7.225209357652797,7.2311152333713515,0.42431640625,,,7.1640625,0.33718997259359984,0.5258031740703636,0.2340748806757331,0.17690524098657923,8.597682988914189,6.258148599186145,0.7278878050348416,3.4711467860819205,2.884280310467786,0.8309300897423114,8.597099981035122,6.243838085367713,0.7262725918206586,baseline
15,train,0.6039245128631592,97.8125,97.8125,1.171875,4.74609375,4.74609375,1038,10,7.4765625,12.4375,7.466065745759304,7.466170850317338,7.474724214183667,7.497231551398901,7.407339152884591,7.4092365681822985,7.547770139037711,7.534292935731882,0.39892578125,,,7.48828125,0.36892430189740094,0.5252476560288144,0.22009696619063715,0.1721829103574762,8.593004047328556,6.278363066998917,0.7306365774319369,3.496494270366167,2.9119486443430445,0.8328195098223609,8.592111357826735,6.245340223995134,0.726869097000951,baseline
16,train,0.5946696400642395,97.9375,97.9375,1.1513671875,4.74609375,4.74609375,926,10,7.30078125,12.4453125,7.290232734166998,7.290343308009802,7.2989294216726615,7.322736995495143,7.254787899044981,7.2567246053056005,7.393276656499412,7.38458168245174,0.41357421875,,,7.30078125,0.3427629280792143,0.4956037679476061,0.2528803735881753,0.19799973969116003,8.595703063678519,6.440190107723275,0.7492336647756658,3.4710271075351633,3.002328063075388,0.8649681981905907,8.596150825052867,6.423989001045228,0.7473099450887916,baseline
17,train,0.5870959758758545,97.9375,97.9375,1.130859375,4.74609375,4.74609375,837,10,7.51171875,12.4296875,7.501165494015244,7.501272552837223,7.510135704878878,7.5326644391010555,7.452146682637014,7.454046704143519,7.59640613048115,7.579020327493345,0.395751953125,,,7.51953125,0.3240175973608288,0.5002840174273742,0.2221619412101807,0.1690595779361894,8.590174511408339,6.206753031442208,0.7225409708730848,3.466108637070734,2.943474982557019,0.8492160202585567,8.58949504997315,6.182501929937387,0.7197747823321363,baseline
18,train,0.5901045203208923,97.9375,97.9375,1.111328125,4.74609375,4.74609375,912,10,7.2578125,12.4296875,7.252532396849617,7.2526437157903185,7.260681912424294,7.285220618942929,7.212990407700893,7.214932549614432,7.342849646518196,7.343260186553044,0.416259765625,,,7.26171875,0.3509079475781591,0.517944039164642,0.20317053288777412,0.15629496317937475,8.591317495584912,6.441187812682057,0.7497322518917723,3.4845428508473297,3.0064771106212227,0.8628038854193293,8.590930418069963,6.421329272549203,0.7474544618639593,baseline
19,train,0.5652435421943665,98.0,98.0,1.091796875,4.75,4.75,862,10,7.4296875,12.4375,7.419142547499876,7.419253482620362,7.428178452146462,7.451526783599686,7.38488952007685,7.386811411241059,7.526966784053002,7.513234494169243,0.402587890625,,,7.43359375,0.3398026836154988,0.4988896913065448,0.2267366211644146,0.1761711527114138,8.591990629545855,6.594441751233679,0.7675103518568711,3.5036466861669346,3.1010355166738854,0.8850879653240622,8.592143110549276,6.575396266216189,0.765280114822929,baseline
20,train,0.5777488350868225,98.0,98.0,1.0732421875,4.74609375,4.74609375,1038,10,7.46875,12.4140625,7.464264410419656,7.464374106926479,7.473084714185036,7.496329691221488,7.413082115108816,7.414997903367125,7.5523023626431725,7.540947552215671,0.3984375,,,7.47265625,0.32779335579681973,0.5062816188806125,0.20508801385564104,0.1644435774402491,8.592497642846507,6.596780463465678,0.7677372444736928,3.4830988332124875,3.0741652926589236,0.8825949075420287,8.591546041770622,6.570675033403431,0.7647837771523236,baseline
21,train,0.5539196729660034,98.125,98.125,1.0546875,4.74609375,4.74609375,984,10,7.43359375,12.4375,7.430193379710966,7.43030390853867,7.439033099833999,7.46247344018915,7.384572423323254,7.386493845678979,7.52438012646715,7.512888807541719,0.40234375,,,7.4453125,0.30616573651558565,0.4770191024174617,0.20459215072219752,0.17073816688725982,8.591707426105692,6.553641061071922,0.7627868054676588,3.4688601489017796,3.0316923448604385,0.8739736439995294,8.592730857226265,6.530706520292165,0.7600268911948999,baseline
22,train,0.5187954306602478,98.1875,98.1875,1.0361328125,4.75,4.75,977,10,7.49609375,12.4453125,7.488988989453306,7.489099322597694,7.49844370658859,7.521152489010851,7.454910190681628,7.456823163502485,7.603699941228959,7.582434494955148,0.397705078125,,,7.49609375,0.3057764740129981,0.4692555160001131,0.22452213488955847,0.17653536542690954,8.602157604125523,6.712172161079842,0.780289372733736,3.4823633139665677,3.12183935091098,0.8964714676353126,8.601288603288086,6.698783161191211,0.7788115793057346,baseline
23,train,0.5045941472053528,98.1875,98.1875,1.017578125,4.74609375,4.74609375,1075,10,7.4296875,12.4375,7.423802257638686,7.4239138881231,7.433021841904543,7.456311138935629,7.398614502166781,7.4005372552969035,7.543672812633828,7.5269468297494875,0.40234375,,,7.4375,0.3352211117645342,0.5060538721996387,0.19649511983571474,0.15785936683198598,8.5951966928201,6.685347192378702,0.777800372848155,3.4897161413714333,3.126903284894543,0.8960337053849007,8.594646295022532,6.67364144580136,0.7764882016920587,baseline
24,train,0.553891122341156,98.125,98.125,1.0,4.75,4.75,1193,10,7.58203125,12.4453125,7.574787798585836,7.574896242595861,7.584137350215384,7.606456194507794,7.535734562559716,7.537630148333695,7.683788814731049,7.661937844892422,0.390625,,,7.58984375,0.3143290907774099,0.47937162311505316,0.2180059695563355,0.18241908987689878,8.597021889086697,6.666719398536063,0.775468468563397,3.470728407702579,3.0732186962712404,0.8854679292827562,8.595055555945244,6.642738572869338,0.7728558040877958,baseline
1,test,12.193450927734375,77.75,77.75,1.5,4.44921875,4.44921875,92,10,5.44921875,11.7734375,5.444920752207389,5.445216396706736,5.4504166300684,5.502210004099943,5.296688049004066,5.319466778598204,5.683963104176704,5.762015121979843,0.537109375,3.580078125,3.271484375,5.46875,0.5102048807220407,0.6440772137700029,0.299635921655311,0.23498766265261337,6.658211482751794,3.666885808023296,0.5507313514331024,3.186646652398159,2.070000375121044,0.6495857874807782,6.525647279684963,3.301045313613641,0.5058571467523455,
2,test,8.24036979675293,81.6875,81.6875,1.4736328125,4.53125,4.53125,115,10,5.75390625,12.015625,5.745123567777385,5.745413771098959,5.751810727137367,5.801103524963426,5.529839316311,5.552330681058308,5.9989992802073004,5.9872214364624075,0.52099609375,3.48046875,3.54296875,5.76171875,0.4380261877059737,0.6138651837402814,0.31560092678348595,0.23762302546739789,6.658211482751794,4.169654148611487,0.6262423714556146,3.186646652398159,2.366489121216512,0.7426267733310108,6.569078865874505,3.843756984478217,0.5851287620317707,
3,test,6.947277545928955,83.1875,83.1875,1.4482421875,4.4921875,4.4921875,100,10,5.63671875,11.9375,5.621498873830823,5.621795037014479,5.628341824201478,5.678537052202592,5.48270054164432,5.505267864471063,5.957778182810544,5.94201539010854,0.52783203125,3.978515625,3.484375,5.6484375,0.48176094109657946,0.6459033538757228,0.3220782976298285,0.24461697899718335,6.658211482751794,4.277931774584949,0.6425046404228826,3.186646652398159,2.288445202018714,0.7181358498898865,6.584277587360388,3.9708470230198643,0.6030801360262458,
4,test,6.835726261138916,84.75,84.75,1.4228515625,4.546875,4.546875,128,10,6.17578125,12.0,6.160253107661575,6.160535961632732,6.1691040106888435,6.2144603728728,5.963673974118513,5.985575095372041,6.576854066701542,6.405295102305653,0.4853515625,4.15234375,3.763671875,6.1875,0.4655437254509916,0.6237869350731635,0.289994917316421,0.22209775747554786,6.658211482751794,4.614452909148972,0.6930469122380369,3.186646652398159,2.4842561848820566,0.7795831969674115,6.58756264299767,4.267803811681363,0.6478577955107382,
5,test,5.917740345001221,86.5,86.5,1.3974609375,4.53125,4.53125,141,10,6.390625,12.0234375,6.376737160434941,6.377008813409605,6.385544335487682,6.429042612171677,6.0253962223634545,6.047192815321412,6.62027980813952,6.4644101759016,0.46826171875,4.328125,3.921875,6.41015625,0.43188678142986875,0.6186176646423692,0.3075723225813796,0.2316666358465587,6.658211482751794,4.782555636792507,0.7182943421340394,3.186646652398159,2.594962288404407,0.8143238242155052,6.599477426098796,4.476317254636341,0.6782835921119991,
6,test,4.469607353210449,87.625,87.625,1.373046875,4.55078125,4.55078125,135,10,6.421875,12.0546875,6.4033201694930755,6.403598543467854,6.413741577795429,6.456478563448806,6.145960009344862,6.167625896948976,6.837473826350595,6.5811805151845135,0.46728515625,4.51171875,4.03125,6.4296875,0.40852439063304213,0.6001577704343882,0.29163357151580405,0.2216527139833673,6.658211482751794,5.089432146635701,0.7643842734373877,3.186646652398159,2.6902923659225166,0.8442393083958325,6.599340107383492,4.76534170210506,0.7220936676340544,
