epoch,phase,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,lexicon_size_nn,actual_vocab_size_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_ml_nn,entropy_msg_mc_perks_nn,entropy_msg_mc_james-stein_nn,entropy_msg_mc_minimax_nn,entropy_msg_1_ml_nn,entropy_msg_1_perks_nn,entropy_msg_1_james-stein_nn,entropy_msg_1_minimax_nn,redundancy_nn,kld_train_test_nn,kld_test_train_nn,topsim_nn,topsim_norm_max_nn,topsim_cosine_nn,topsim_cosine_norm_nn,entropy_target_nn,mutual_info_msg_target_nn,proficiency_msg_target_nn,entropy_target_category_nn,mutual_info_msg_target_category_nn,proficiency_msg_target_category_nn,entropy_selected_nn,mutual_info_msg_selected_nn,proficiency_msg_selected_nn,messages
1,train,9.202380180358887,71.0,72.3125,1.5,2.796875,3.240234375,391,10,4.8515625,8.234375,4.84667038398635,4.846757546371762,4.847928961891314,4.874294851088182,4.843449976828424,4.845119636253917,4.866232781913679,4.95663596692454,0.4111328125,,,3.875,0.20844458265573615,0.25014609723058856,0.23120143795738696,0.1947937454318742,8.597267500617487,2.7282025358789976,0.31733368022840375,3.4635215887976587,1.5930477230947249,0.4599502795788093,8.581384075505664,2.6585930540555163,0.3098093536733883,473,10,4.1640625,8.8828125,4.162515717534684,4.162608046850854,4.163325045465025,4.192131627701597,4.181916415856087,4.1836838189746075,4.196702723213845,4.303420915773028,0.53125,,,0.3345053328183107,0.30792634878192515,0.3183278148662617,0.22843682968462023,8.597267500617487,2.947055016783122,0.3427897313386438,3.4635215887976587,1.6905159496173283,0.48809164495613294,8.581384075505664,2.8668145930503535,0.334073684131359,received
2,train,4.609018325805664,85.0,86.0,1.4736328125,3.162109375,3.697265625,200,10,5.6484375,8.640625,5.644955222516787,5.64503931963957,5.647178696697999,5.670821058924979,5.626532682353083,5.628137603799582,5.664928471803566,5.731730450773011,0.346435546875,,,4.63671875,0.13693899873953175,0.24239562888167643,0.21229664624081357,0.15867116374408835,8.598782099834635,3.2731877162384118,0.3806571300721016,3.4913409214616182,1.8274620695425101,0.5234269899879785,8.589518062727109,3.215332823798666,0.3743321569752682,184,10,4.89453125,9.21875,4.888572057285445,4.888661702949695,4.889876481645114,4.916695086065768,4.873623777459105,4.875344817486897,4.896985211692649,4.988791354970542,0.46923828125,,,0.2983259904894428,0.3383561656945534,0.33376994780710745,0.2016362419500287,8.598782099834635,3.5135516536886087,0.4086103837607629,3.4913409214616182,1.9293901580767079,0.552621528942234,8.589518062727109,3.439472183886008,0.40042667804740617,received
3,train,3.6934218406677246,87.9375,89.0625,1.4482421875,3.208984375,3.76171875,203,10,5.74609375,8.6875,5.744935454837775,5.74501111257646,5.747245609943131,5.769482670932482,5.713322441798795,5.714895806238816,5.755004420844441,5.816741452059321,0.3388671875,,,4.7265625,0.16613021932626987,0.2230470027265304,0.212824188315189,0.18135042471794827,8.592673629516078,3.374458685083848,0.3927134708680761,3.4981649461897537,1.884990244434865,0.538851161517704,8.584134417024792,3.313749740447716,0.38603190251490044,185,10,5.0,9.2734375,4.997090386940768,4.997171325398514,4.998456449317333,5.023822696191838,4.973765943164691,4.9754421905227,4.99932249252051,5.086635337082149,0.460693359375,,,0.29614508305103876,0.32402251085233746,0.34676657649076686,0.23472824586278346,8.592673629516078,3.663692994466719,0.4263740428685467,3.4981649461897537,2.0248574443786818,0.5788341817855623,8.584134417024792,3.598423931211923,0.41919473256094636,received
4,train,3.171333074569702,89.6875,90.875,1.4228515625,3.216796875,3.771484375,236,10,5.80859375,8.6953125,5.812448901185207,5.812525231227685,5.814846519661338,5.836941160890775,5.7881834728266295,5.789738666930282,5.830893575683117,5.890281726907581,0.331787109375,,,4.6796875,0.15307614684571788,0.23129800098676287,0.20735898311830409,0.16988730555426762,8.595350859733076,3.3907027835156764,0.39448102105990973,3.476891802844193,1.9365768280746534,0.5569850711173929,8.589356723931418,3.335959649899472,0.3883829438128838,217,10,5.0859375,9.28125,5.083945241354607,5.084027888782444,5.085389722280387,5.110739184237367,5.047656971639141,5.049342006283089,5.074206564218019,5.160365187711977,0.451904296875,,,0.2879462346297576,0.3279851007834615,0.3209095079521384,0.20939375317576525,8.595350859733076,3.6944610922611014,0.4298208592704069,3.476891802844193,2.090155821315147,0.6011564178112595,8.589356723931418,3.632301371034707,0.4228839816274592,received
5,train,2.8655099868774414,90.5625,92.0,1.3974609375,3.220703125,3.771484375,241,10,6.01171875,8.6953125,6.009994261203532,6.010060849063122,6.012257101474585,6.032322112213954,5.95400509840262,5.955466220950401,5.9962369798608615,6.050624672143208,0.308837890625,,,4.93359375,0.16178735387883347,0.22999004782067364,0.21561411867567443,0.17228628668850499,8.596103086692375,3.390955503605917,0.39447590023151935,3.4783689884348457,1.8543064158046034,0.53309652367818,8.593671373516845,3.3204524297570623,0.3863834542230362,223,10,5.37890625,9.2890625,5.38005477567669,5.38012437559323,5.381416706853158,5.40401458725216,5.377523247197145,5.379045518207683,5.40397906035592,5.480583886333581,0.4208984375,,,0.2948174621423226,0.31246264854118455,0.3217365979725523,0.21815369157122158,8.596103086692375,3.7365369013536798,0.43467800044629656,3.4783689884348457,2.019337578700876,0.5805415082226549,8.593671373516845,3.6591939608182615,0.42580101120631814,received
6,train,2.6302123069763184,91.4375,92.75,1.373046875,3.224609375,3.779296875,310,10,6.0703125,8.703125,6.07289995102925,6.07296108308938,6.075052444844341,6.094148367981653,6.0058401760085545,6.007246634245128,6.047076068657331,6.099747500191659,0.302734375,,,5.03515625,0.1474155742751042,0.21488779006197375,0.2033230658557801,0.15708060788244038,8.592135153810434,3.409697271734757,0.39683934327111076,3.488549199351877,1.8339229812299003,0.525697898017496,8.585483851458054,3.3405068205909973,0.3890877763428192,299,10,5.50390625,9.34375,5.499898492018275,5.499962282925992,5.501190621676171,5.522579481244485,5.470761289251668,5.472249034959902,5.4973519516838465,5.571750174150814,0.410888671875,,,0.2745833262175792,0.30625472774994333,0.2990935060898948,0.20245917026688204,8.592135153810434,3.7835984201621686,0.4403560177337552,3.488549199351877,2.037318241290926,0.5840015791290634,8.585483851458054,3.703798654281081,0.43140243675981904,received
7,train,2.3819973468780518,92.125,93.3125,1.349609375,3.248046875,3.806640625,296,10,6.09765625,8.7265625,6.094447173165072,6.094512671219107,6.096806203339924,6.116326193375748,6.052365924769276,6.053783796502595,6.09570470832349,6.1463770729949365,0.3017578125,,,5.05859375,0.14236339610277246,0.21906995084489134,0.2080562690112137,0.1670167606383609,8.592479402159578,3.3916820631864786,0.3947268191686366,3.476876248377537,1.8068733483987556,0.5196829623262899,8.588371001923479,3.327627285719087,0.3874573286335466,276,10,5.53125,9.375,5.534495421591895,5.534564184498388,5.535932688687262,5.557948165198357,5.478020779909195,5.479540615189954,5.505662821116874,5.580283057650147,0.41015625,,,0.27227245525280874,0.3162001855243158,0.29992280699114604,0.21159294710390614,8.592479402159578,3.767256737682512,0.4384365165583841,3.476876248377537,2.017051866790033,0.5801333503691073,8.588371001923479,3.6918433563766664,0.4298653790747779,received
8,train,2.2576546669006348,92.3125,93.4375,1.326171875,3.259765625,3.8203125,319,10,6.16015625,8.796875,6.155971347931549,6.1560367997951015,6.158423105505981,6.1776947060708425,6.148624900611312,6.150024986720157,6.194043670719105,6.2411927414664605,0.299560546875,,,5.15625,0.149962957876174,0.20051694918016888,0.20506530633787284,0.16848572336525863,8.594201377510021,3.3720122062560884,0.39235899394680623,3.486608446184135,1.7965321095872628,0.5152663791523392,8.591333459965771,3.3205696746261903,0.3865022455593779,314,10,5.609375,9.4453125,5.604482539046975,5.604549376386795,5.6058969277508215,5.627541686002702,5.564471937390222,5.565962621763142,5.591816527647817,5.664804447736972,0.40625,,,0.27049278297554,0.2970571750044068,0.29382944312931714,0.20577273667579354,8.594201377510021,3.7487412743126143,0.4361942558295892,3.486608446184135,1.9929061554591536,0.5715887476955605,8.591333459965771,3.6853310730397046,0.42895914705356897,received
9,train,2.185337543487549,92.5625,93.8125,1.302734375,3.28515625,3.85546875,319,10,6.1796875,8.859375,6.180190063621215,6.180257049144589,6.182738916545835,6.202183223396881,6.1669557211302255,6.168357753947715,6.213038372332843,6.259402892089943,0.302490234375,,,5.16796875,0.1436708321965916,0.216826811400167,0.21214524621461953,0.17495821749960594,8.599376464519741,3.3986159144316987,0.39521655185746135,3.4801550330484083,1.7692233824363974,0.5083748757269193,8.594673297483642,3.337756901615732,0.3883518065303267,311,10,5.6171875,9.515625,5.620560757149491,5.620629660783181,5.6219932526766545,5.6439874205965666,5.607576532756402,5.609085908253801,5.63545556109063,5.708333754542015,0.409912109375,,,0.28273984919665185,0.3274026097964611,0.2927886205996861,0.21445931858637604,8.599376464519741,3.7842600615858153,0.44006214604039423,3.4801550330484083,1.985496506874875,0.5705195567496596,8.594673297483642,3.7090367089698013,0.4315506338159168,received
10,train,2.0762908458709717,92.9375,94.0625,1.2802734375,3.310546875,3.884765625,359,10,6.26171875,8.859375,6.265610394525447,6.265668911390695,6.268008047278663,6.285969083526562,6.247341634795774,6.248679432040748,6.293149363276334,6.3364543785201475,0.29296875,,,5.2265625,0.17583700861488558,0.20316266475639358,0.2103372905318526,0.17394661229901823,8.59562717216145,3.4287183684337306,0.3988910058289031,3.4847989030049584,1.7836451778381388,0.5118358985650774,8.592991240468798,3.3763291910460502,0.3929166336333716,357,10,5.70703125,9.4921875,5.707242195100728,5.70730164292313,5.708578111827861,5.7288113979778155,5.668257384766769,5.669683992296011,5.695547267838359,5.7650376710345554,0.39892578125,,,0.2900975284677178,0.31408033846716643,0.3019898754227352,0.22920119946738443,8.59562717216145,3.8278311182185707,0.445323074343629,3.4847989030049584,1.9946656319570901,0.5723904556550109,8.592991240468798,3.760712859937449,0.4376488646033206,received
