epoch,phase,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,topsim_cosine,topsim_cosine_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,entropy_target_category,mutual_info_msg_target_category,proficiency_msg_target_category,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,lexicon_size_nn,actual_vocab_size_nn,entropy_msg_nn,entropy_max_nn,entropy_msg_mc_ml_nn,entropy_msg_mc_perks_nn,entropy_msg_mc_james-stein_nn,entropy_msg_mc_minimax_nn,entropy_msg_1_ml_nn,entropy_msg_1_perks_nn,entropy_msg_1_james-stein_nn,entropy_msg_1_minimax_nn,redundancy_nn,kld_train_test_nn,kld_test_train_nn,topsim_nn,topsim_norm_max_nn,topsim_cosine_nn,topsim_cosine_norm_nn,entropy_target_nn,mutual_info_msg_target_nn,proficiency_msg_target_nn,entropy_target_category_nn,mutual_info_msg_target_category_nn,proficiency_msg_target_category_nn,entropy_selected_nn,mutual_info_msg_selected_nn,proficiency_msg_selected_nn,messages
1,train,8.481118202209473,74.5,75.375,1.5,3.00390625,3.00390625,1009,11,5.7890625,8.609375,5.784821379400887,5.784899239707543,5.786295747672978,5.809750641898188,5.766105981849895,5.76765824914148,5.793191938678548,5.870613700683481,0.327392578125,,,4.59375,0.09157808731408368,0.4588918695910464,0.2918536645626,0.35912423862053056,8.594358748468494,3.306978184213121,0.38478475020633984,3.484218062403002,1.750310427809234,0.502353870068074,8.577210565188759,3.2299390431520116,0.37657219892221805,773,10,4.85546875,8.328125,4.843315345814669,4.843411576764924,4.8446571641462235,4.873075428384125,4.847071347384588,4.848840697069009,4.870305087488033,4.96734831520663,0.417236328125,,,0.11182416283937466,0.4665735159216235,0.30798230599415594,0.36843132672320017,8.594358748468494,3.39759252436558,0.395328217474169,3.484218062403002,1.7902852824111095,0.5138269908331691,8.577210565188759,3.308673707580885,0.3857517175816321,received
2,train,4.715912818908691,85.6875,86.875,1.4736328125,3.138671875,3.138671875,304,11,6.1875,9.5,6.180197971257566,6.180273867671134,6.1827521691986425,6.20418229598942,6.138495581806023,6.140013516807779,6.1832356432545055,6.239252414665066,0.3486328125,,,4.89453125,0.0480463286825348,0.00039456076974007535,0.22528204708358904,0.20494765879248297,8.591174022156142,3.383642591116546,0.3938510129570565,3.4764478706401762,1.7243703301863293,0.49601501139978044,8.586076124811505,3.292488505200015,0.3834683570630812,184,10,5.046875,9.171875,5.047580989290735,5.047676668938824,5.049187406329533,5.0768908016822865,5.039298481919348,5.041049637921484,5.066865945511768,5.157658296131791,0.44970703125,,,0.04931527539508665,0.010516611949873975,0.2535966853795633,0.22444859010074059,8.591174022156142,3.5082458460646064,0.4083546482724064,3.4764478706401762,1.7875348460417428,0.5141842802068464,8.586076124811505,3.4000430823060865,0.39599498454024357,received
3,train,4.555403709411621,86.1875,88.125,1.4482421875,3.73046875,3.73046875,327,11,6.57421875,10.0078125,6.576243993363757,6.576321210152292,6.579729399034518,6.599570933504782,6.526184870293097,6.527654891475222,6.5841880853341985,6.622093670805192,0.343017578125,,,5.24609375,0.1259586585721856,0.08774259175616053,0.3044744861507223,0.30028843058626914,8.597086636475574,3.7065619965254175,0.4311416359117842,3.4782735582188584,1.831565217709878,0.5265730791593572,8.591692479436135,3.5995502242402706,0.41895706030629554,194,10,5.296875,9.6328125,5.290801774569273,5.290899089863709,5.292842531311422,5.319966898385214,5.276453159816752,5.278197841952167,5.3106540216265,5.393000792016555,0.450439453125,,,0.13249293619706953,0.09445659703475381,0.3453290089807246,0.33047066392557145,8.597086636475574,3.8717069369695487,0.4503510434037894,3.4782735582188584,1.9149449415496873,0.5505446623152566,8.591692479436135,3.7424601123082715,0.43559055695553545,received
4,train,3.2067270278930664,89.4375,90.9375,1.4228515625,3.771484375,3.771484375,286,11,6.51953125,10.0078125,6.522939318739882,6.523021023710331,6.526827091732245,6.547346664699474,6.484922144803162,6.486441461049057,6.547496342533017,6.583470035004501,0.34814453125,,,5.10546875,0.1760542234001704,0.1199819918120746,0.31805710424577954,0.2959826750311411,8.596123701765144,3.961778350033528,0.46087963452875963,3.47372721158085,1.9461154187254328,0.5602384125723505,8.592291470093498,3.8854562881003343,0.45220257036485917,159,10,5.1875,9.6328125,5.1890103006932495,5.189111689562279,5.191214425672796,5.219166735272693,5.173990855283053,5.1757823028502745,5.21020749068459,5.2935141164926,0.46142578125,,,0.19219592558567633,0.13090836252401597,0.3592568740289698,0.32251857329335476,8.596123701765144,4.1424966125247025,0.4819028618299286,3.47372721158085,2.0248877484319516,0.5829150146509203,8.592291470093498,4.04960043367249,0.4713062223002572,received
5,train,2.854917287826538,90.5625,91.8125,1.3974609375,3.638671875,3.638671875,278,11,6.46484375,9.7734375,6.460742503073299,6.460823851910359,6.464394892083304,6.485234774238566,6.452291912979359,6.453817140999911,6.513641694032791,6.551419113066317,0.33837890625,,,4.9375,0.16777340651112513,0.1632687113228856,0.24146296447116483,0.1843072316239059,8.589569145951224,4.147207329573665,0.48281901677553773,3.4845210165173928,2.032268663761725,0.5832275524034225,8.584040030762608,4.076057213174685,0.47484135658353477,149,10,5.19921875,9.421875,5.194200352797196,5.194300488147465,5.1963908680418145,5.224195398123034,5.183896539107225,5.1856952487392665,5.22078613381897,5.303725583316509,0.447998046875,,,0.19803838257909828,0.1815908230487767,0.2812798830997754,0.20243625310937416,8.589569145951224,4.325436950836168,0.5035685582524246,3.4845210165173928,2.1324153599847815,0.611968000731425,8.584040030762608,4.24088595022585,0.49404312363733094,received
6,train,2.5472331047058105,91.375,92.75,1.373046875,3.62109375,3.62109375,291,11,6.6015625,9.8125,6.595989600073954,6.596069442628897,6.5999918519555,6.619917480479605,6.584984873490475,6.586479782599671,6.6512090948411,6.6818212323919655,0.3271484375,,,5.1875,0.18259199289839606,0.16431512605635726,0.22321054085813968,0.19333846706888652,8.598617379113426,4.273554403852055,0.49700483408330076,3.48747162541301,2.1071856883374105,0.6042158660109136,8.594370934253071,4.206578536583673,0.4894574098283626,164,10,5.34765625,9.453125,5.344408467892208,5.344506496439354,5.346790955333988,5.373811021472802,5.334184885095244,5.335956255633041,5.374120277382025,5.451783006863083,0.4345703125,,,0.21551059303351727,0.18554135097703553,0.26642164020906084,0.21695234813272574,8.598617379113426,4.475143914937999,0.5204492440620048,3.48747162541301,2.21580987768557,0.635362840385306,8.594370934253071,4.389946352383685,0.5107932140661335,received
7,train,2.356948137283325,92.125,93.5625,1.349609375,3.625,3.625,310,11,6.65625,9.7890625,6.649423477898287,6.649501331855798,6.6533473046820255,6.672964262925945,6.622085922578731,6.6235785558966,6.687973695880009,6.718466217324916,0.320068359375,,,5.234375,0.2049435054945338,0.16805251598548562,0.2362330178869314,0.19676938779878314,8.595271196919509,4.358816439554864,0.5071179651803234,3.4832283453815074,2.1852566153504744,0.6273653055930015,8.593985137793556,4.288872733118366,0.4990551722340426,176,10,5.4296875,9.4375,5.423939798649532,5.4240372236953,5.42633302638865,5.453061381546519,5.406594095664459,5.408346347050447,5.446455643579714,5.522941547790607,0.4248046875,,,0.23201083901413025,0.1848703337728218,0.27352404442081246,0.21558491809597025,8.595271196919509,4.586054320788935,0.5335555115971847,3.4832283453815074,2.3038400249049724,0.6614094157679001,8.593985137793556,4.499589112461544,0.5235742254979954,received
8,train,2.1995043754577637,92.6875,94.1875,1.326171875,3.625,3.625,328,11,6.75,9.796875,6.744236883592492,6.74431053143643,6.748199329024317,6.766869922639578,6.713564167296516,6.715000103757255,6.78020902386419,6.806858180621356,0.310791015625,,,5.37890625,0.18707742922044296,0.16742057305902477,0.22406526401288915,0.18642745447956519,8.595466453578588,4.427254597270684,0.5150685679690444,3.4729227740331714,2.177669332502779,0.6270422563913824,8.595297151060077,4.351029803880878,0.5062105157521234,194,10,5.54296875,9.4453125,5.539893720717185,5.539987430379878,5.54235004874887,5.568211422334508,5.529414968567982,5.531134964163271,5.571145187785928,5.643457012039421,0.4130859375,,,0.21682123009839796,0.188112974423588,0.26523736552926247,0.20917801561626445,8.595466453578588,4.661268621046043,0.5422938529537739,3.4729227740331714,2.3012886845950424,0.6626374481464533,8.595297151060077,4.573941326866004,0.5321446421781811,received
9,train,2.1977779865264893,92.75,94.3125,1.302734375,3.625,3.625,387,11,6.75,9.7890625,6.74783113028513,6.747902202661699,6.751729495624551,6.7700616932851325,6.678592687587114,6.680030462692554,6.743792717041352,6.772186191407427,0.310791015625,,,5.30859375,0.1800196129965553,0.15741115140732057,0.2308294848931873,0.17423061907072085,8.597879037578107,4.487984538778713,0.5219874016793461,3.4746529337507246,2.224807260689138,0.6402962549377739,8.594577352516136,4.413239961377105,0.5134912143277285,241,10,5.5390625,9.4375,5.539160057273103,5.539251929850635,5.541599998055518,5.567182673712293,5.511386439713181,5.513107681235271,5.553201411790424,5.625609293126806,0.4130859375,,,0.21536472053757866,0.18098322514084128,0.27100945560808776,0.19257160180849298,8.597879037578107,4.72713885904219,0.5498029035279094,3.4746529337507246,2.3506190324408163,0.6765046976658567,8.594577352516136,4.64673125255313,0.5406584945323414,received
10,train,2.0255188941955566,93.375,95.125,1.2802734375,3.462890625,3.462890625,369,11,6.796875,9.4296875,6.787364668429993,6.787437216826485,6.791348673309462,6.809715554106006,6.783206280053014,6.784619852625,6.851139891913733,6.87493769456757,0.279541015625,,,5.453125,0.09715353851138295,0.31803463733882914,0.22569565485103021,0.26100733857065744,8.593893052179485,4.551657734719155,0.5296386290919476,3.4637735235900973,2.2523321212235885,0.6502538650070614,8.591898849166984,4.469171744990637,0.5201611219415065,228,10,5.7265625,9.1015625,5.723593562745648,5.723684744432278,5.726484484995129,5.751234487000945,5.720979732106287,5.722658041216217,5.769479399735093,5.832011132815446,0.370849609375,,,0.12746052743625422,0.3417884815315433,0.2530957460877688,0.27680156951662666,8.593893052179485,4.82968225480947,0.5619900347240907,3.4637735235900973,2.38054883039617,0.6872703466850231,8.591898849166984,4.722081875100184,0.5495970050389974,received
