epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,posdis,bosdis,entropy_attr,entropy_shape,mutual_info_msg_shape,variation_of_info_msg_shape,proficiency_msg_shape,redundancy_msg_shape,entropy_color,mutual_info_msg_color,variation_of_info_msg_color,proficiency_msg_color,redundancy_msg_color,entropy_xpos,mutual_info_msg_xpos,variation_of_info_msg_xpos,proficiency_msg_xpos,redundancy_msg_xpos,entropy_ypos,mutual_info_msg_ypos,variation_of_info_msg_ypos,proficiency_msg_ypos,redundancy_msg_ypos,entropy_rotation,mutual_info_msg_rotation,variation_of_info_msg_rotation,proficiency_msg_rotation,redundancy_msg_rotation
1,train,baseline,1.6219642162322998,21.4375,21.4375,1.6611328125,1.6611328125,0.1419677734375,0.1419677734375,82,10,0.25340243378018457,0.759765625,0.7607421875,0.0230865478515625,0.001068115234375,,,0.05765162543944048,0.0,0.0,10.0868256679785,2.563472392503777,0.000274658203125,3.322265625,0.00010716915130615234,8.26716423034668e-05,2.9309428088276515,0.0011157989501953125,3.689453125,0.0003807544708251953,0.00030231475830078125,2.3208749086533187,0.0004448890686035156,3.080078125,0.00019168853759765625,0.0001443624496459961,2.320484016375942,0.00025963783264160156,3.080078125,0.0001118779182434082,8.428096771240234e-05,1.2708642824277918,0.00022149085998535156,2.029296875,0.0001742839813232422,0.00010907649993896484
2,train,baseline,1.6157640218734741,22.03125,22.03125,1.6171875,1.6171875,0.004932403564453125,0.004932403564453125,1,1,0.0,0.031951904296875,0.032012939453125,0.0,0.002223968505859375,,,0.05764060184909047,0.0,0.0,10.086825667978506,2.563472392503777,0.0,2.595703125,0.0,0.0,2.9309428088276515,-2.384185791015625e-07,2.962890625,-5.960464477539063e-08,-5.960464477539063e-08,2.3208749086533187,-2.384185791015625e-07,2.353515625,-1.1920928955078125e-07,-1.1920928955078125e-07,2.320484016375942,2.384185791015625e-07,2.3515625,1.1920928955078125e-07,1.1920928955078125e-07,1.2708642824277918,-4.76837158203125e-07,1.302734375,-3.5762786865234375e-07,-3.5762786865234375e-07
3,train,baseline,1.6140316724777222,21.984375,21.984375,1.599609375,1.599609375,0.0015859603881835938,0.0015859603881835938,1,1,0.0,0.0106658935546875,0.01068115234375,0.0,0.0017518997192382812,,,0.05764815239303031,0.0,0.0,10.08682566797852,2.563472392503777,0.0,2.57421875,0.0,0.0,2.9309428088276515,2.384185791015625e-07,2.94140625,5.960464477539063e-08,5.960464477539063e-08,2.3208749086533187,0.0,2.33203125,0.0,0.0,2.320484016375942,0.0,2.33203125,0.0,0.0,1.2708642824277918,-1.1920928955078125e-07,1.28125,-1.1920928955078125e-07,-1.1920928955078125e-07
4,train,baseline,1.6059401035308838,23.4375,23.4375,1.5830078125,1.5830078125,0.0005736351013183594,0.0005736351013183594,1,1,0.0,0.004329681396484375,0.004337310791015625,0.0,0.0015764236450195312,,,0.05756467906749102,0.0,0.0,10.086825667978495,2.563472392503777,-7.152557373046875e-07,2.568359375,-2.980232238769531e-07,-2.980232238769531e-07,2.9309428088276515,-7.152557373046875e-07,2.935546875,-2.384185791015625e-07,-2.384185791015625e-07,2.3208749086533187,-9.5367431640625e-07,2.326171875,-4.172325134277344e-07,-4.172325134277344e-07,2.320484016375942,-7.152557373046875e-07,2.32421875,-2.980232238769531e-07,-2.980232238769531e-07,1.2708642824277918,-5.960464477539062e-07,1.275390625,-4.76837158203125e-07,-4.76837158203125e-07
5,train,baseline,1.60051691532135,23.90625,23.90625,1.5654296875,1.5654296875,0.00022602081298828125,0.00022602081298828125,1,1,0.0,0.0018835067749023438,0.0018892288208007812,0.0,0.002803802490234375,,,0.05760876856513111,0.0,0.0,10.086825667978509,2.563472392503777,0.0,2.564453125,0.0,0.0,2.9309428088276515,2.384185791015625e-07,2.93359375,5.960464477539063e-08,5.960464477539063e-08,2.3208749086533187,0.0,2.322265625,0.0,0.0,2.320484016375942,-2.384185791015625e-07,2.322265625,-1.1920928955078125e-07,-1.1920928955078125e-07,1.2708642824277918,3.5762786865234375e-07,1.2724609375,2.980232238769531e-07,2.980232238769531e-07
6,train,baseline,1.5886564254760742,24.25,24.25,1.5478515625,1.5478515625,9.328126907348633e-05,9.328126907348633e-05,1,1,0.0,0.0007658004760742188,0.0007658004760742188,0.0,-5.4955482482910156e-05,,,0.057679210551250006,0.0,0.0,10.086825667978518,2.563472392503777,4.76837158203125e-07,2.564453125,1.7881393432617188e-07,1.7881393432617188e-07,2.9309428088276515,4.76837158203125e-07,2.931640625,1.7881393432617188e-07,1.7881393432617188e-07,2.3208749086533187,2.384185791015625e-07,2.322265625,1.1920928955078125e-07,1.1920928955078125e-07,2.320484016375942,2.384185791015625e-07,2.3203125,1.1920928955078125e-07,1.1920928955078125e-07,1.2708642824277918,0.0,1.271484375,0.0,0.0
7,train,baseline,1.5819028615951538,25.40625,25.40625,1.53515625,1.53515625,3.3855438232421875e-05,3.3855438232421875e-05,1,1,0.0,0.0002980232238769531,0.00029850006103515625,0.0,0.0011892318725585938,,,0.0576449225437307,0.0,0.0,10.08682566797851,2.563472392503777,-2.384185791015625e-07,2.564453125,-1.1920928955078125e-07,-1.1920928955078125e-07,2.9309428088276515,-2.384185791015625e-07,2.931640625,-5.960464477539063e-08,-5.960464477539063e-08,2.3208749086533187,-2.384185791015625e-07,2.3203125,-1.1920928955078125e-07,-1.1920928955078125e-07,2.320484016375942,0.0,2.3203125,0.0,0.0,1.2708642824277918,0.0,1.271484375,0.0,0.0
8,train,baseline,1.581279993057251,25.28125,25.28125,1.525390625,1.525390625,1.3530254364013672e-05,1.3530254364013672e-05,1,1,0.0,0.000125885009765625,0.00012481212615966797,0.0,-0.008819580078125,,,0.0576466548555261,0.0,0.0,10.086825667978513,2.563472392503777,2.384185791015625e-07,2.564453125,1.1920928955078125e-07,1.1920928955078125e-07,2.9309428088276523,-2.384185791015625e-07,2.931640625,-5.960464477539063e-08,-5.960464477539063e-08,2.3208749086533187,-2.384185791015625e-07,2.3203125,-1.1920928955078125e-07,-1.1920928955078125e-07,2.320484016375942,2.384185791015625e-07,2.3203125,1.1920928955078125e-07,1.1920928955078125e-07,1.2708642824277918,0.0,1.2705078125,0.0,0.0
9,train,baseline,1.570555329322815,25.34375,25.34375,1.517578125,1.517578125,5.424022674560547e-06,5.424022674560547e-06,1,1,0.0,5.4717063903808594e-05,,0.0,,,,0.05767869456348289,0.0,0.0,10.086825667978497,2.563472392503777,-7.152557373046875e-07,2.564453125,-2.980232238769531e-07,-2.980232238769531e-07,2.9309428088276515,-9.5367431640625e-07,2.931640625,-2.980232238769531e-07,-2.980232238769531e-07,2.3208749086533187,-4.76837158203125e-07,2.3203125,-1.7881393432617188e-07,-1.7881393432617188e-07,2.320484016375942,-7.152557373046875e-07,2.3203125,-2.980232238769531e-07,-2.980232238769531e-07,1.2708642824277918,-2.384185791015625e-07,1.2705078125,-1.7881393432617188e-07,-1.7881393432617188e-07
10,train,baseline,1.5641348361968994,26.25,26.25,1.509765625,1.509765625,2.3245811462402344e-06,2.3245811462402344e-06,1,1,0.0,2.4378299713134766e-05,,0.0,,,,0.057628795402156686,0.0,0.0,10.086825667978507,2.563472392503777,0.0,2.564453125,0.0,0.0,2.9309428088276515,0.0,2.931640625,0.0,0.0,2.3208749086533187,0.0,2.3203125,0.0,0.0,2.320484016375942,0.0,2.3203125,0.0,0.0,1.2708642824277918,0.0,1.2705078125,0.0,0.0
11,train,baseline,1.558602213859558,26.515625,26.515625,1.5029296875,1.5029296875,1.0132789611816406e-06,1.0132789611816406e-06,1,1,0.0,1.1563301086425781e-05,,0.0,,,,0.05758452474472318,0.0,0.0,10.086825667978504,2.563472392503777,4.76837158203125e-07,2.564453125,1.7881393432617188e-07,1.7881393432617188e-07,2.9309428088276515,0.0,2.931640625,0.0,0.0,2.3208749086533187,4.76837158203125e-07,2.3203125,1.7881393432617188e-07,1.7881393432617188e-07,2.320484016375942,2.384185791015625e-07,2.3203125,1.1920928955078125e-07,1.1920928955078125e-07,1.2708642824277918,0.0,1.2705078125,0.0,0.0
12,train,baseline,1.5466973781585693,27.875,27.875,1.49609375,1.49609375,3.5762786865234375e-07,3.5762786865234375e-07,1,1,0.0,,,0.0,,,,0.0576575980547719,0.0,0.0,10.086825667978502,2.563472392503777,,,,,2.9309428088276523,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
13,train,baseline,1.540834903717041,28.0,28.0,1.490234375,1.490234375,1.7881393432617188e-07,1.7881393432617188e-07,1,1,0.0,,,0.0,,,,0.05764183307549297,0.0,0.0,10.086825667978502,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
14,train,baseline,1.5328360795974731,28.65625,28.65625,1.484375,1.484375,5.960464477539063e-08,5.960464477539063e-08,1,1,0.0,,,0.0,,,,0.057716707146684046,0.0,0.0,10.086825667978514,2.563472392503777,,,,,2.930942808827651,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
15,train,baseline,1.5195497274398804,29.546875,29.546875,1.48046875,1.48046875,5.960464477539063e-08,5.960464477539063e-08,1,1,0.0,,,0.0,,,,0.05760409210512907,0.0,0.0,10.086825667978513,2.563472392503777,,,,,2.9309428088276523,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
16,train,baseline,1.508173942565918,31.0,31.0,1.4765625,1.4765625,0.0,0.0,1,1,0.0,,,0.0,,,,0.05760652828758885,0.0,0.0,10.086825667978509,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
17,train,baseline,1.5006657838821411,30.765625,30.765625,1.47265625,1.47265625,0.0,0.0,1,1,0.0,,,0.0,,,,0.05759380661952356,0.0,0.0,10.08682566797851,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
18,train,baseline,1.4899897575378418,31.09375,31.09375,1.470703125,1.470703125,0.0,0.0,1,1,0.0,,,0.0,,,,0.057610191757829346,0.0,0.0,10.086825667978493,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
19,train,baseline,1.4831045866012573,31.3125,31.3125,1.46875,1.46875,0.0,0.0,1,1,0.0,,,0.0,,,,0.05758576706430325,0.0,0.0,10.086825667978484,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
20,train,baseline,1.4750181436538696,31.6875,31.6875,1.466796875,1.466796875,0.0,0.0,1,1,0.0,,,0.0,,,,0.05770159441851111,0.0,0.0,10.086825667978495,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
21,train,baseline,1.4683563709259033,32.6875,32.6875,1.46484375,1.46484375,0.0,0.0,1,1,0.0,,,0.0,,,,0.057626277627131114,0.0,0.0,10.086825667978507,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
22,train,baseline,1.4605059623718262,32.53125,32.53125,1.462890625,1.462890625,0.0,0.0,1,1,0.0,,,0.0,,,,0.05767378187045587,0.0,0.0,10.086825667978502,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
23,train,baseline,1.4468600749969482,33.15625,33.15625,1.4619140625,1.4619140625,0.0,0.0,1,1,0.0,,,0.0,,,,0.057716032256310265,0.0,0.0,10.086825667978504,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
24,train,baseline,1.4367750883102417,33.5,33.5,1.4609375,1.4609375,0.0,0.0,1,1,0.0,,,0.0,,,,0.05760445965037716,0.0,0.0,10.086825667978504,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
25,train,baseline,1.4308764934539795,34.40625,34.40625,1.4599609375,1.4599609375,0.0,0.0,1,1,0.0,,,0.0,,,,0.05761147553558107,0.0,0.0,10.08682566797851,2.563472392503777,,,,,2.9309428088276523,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
26,train,baseline,1.4243693351745605,34.09375,34.09375,1.458984375,1.458984375,0.0,0.0,1,1,0.0,,,0.0,,,,0.05761629572417449,0.0,0.0,10.086825667978504,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
27,train,baseline,1.418291687965393,34.96875,34.96875,1.4580078125,1.4580078125,0.0,0.0,1,1,0.0,,,0.0,,,,0.057601629560122394,0.0,0.0,10.0868256679785,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
28,train,baseline,1.4125758409500122,35.0,35.0,1.45703125,1.45703125,0.0,0.0,1,1,0.0,,,0.0,,,,0.05761590822954033,0.0,0.0,10.086825667978513,2.563472392503777,,,,,2.9309428088276523,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
29,train,baseline,1.4023653268814087,35.5625,35.5625,1.4560546875,1.4560546875,0.0,0.0,1,1,0.0,,,0.0,,,,0.0576230723989914,0.0,0.0,10.086825667978516,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
30,train,baseline,1.3942177295684814,36.09375,36.09375,1.455078125,1.455078125,0.0,0.0,1,1,0.0,,,0.0,,,,0.05765774282614598,0.0,0.0,10.0868256679785,2.563472392503777,,,,,2.9309428088276515,,,,,2.3208749086533187,,,,,2.320484016375942,,,,,1.2708642824277918,,,,
1,test,,1.6280227899551392,16.390625,16.390625,1.630859375,1.630859375,0.00555419921875,0.00555419921875,3,3,0.05516962893910857,0.057586669921875,0.0577392578125,0.00555419921875,0.0024585723876953125,1.08984375,0.11773681640625,0.016981914515110257,4.444812293513678e-05,4.995155177311972e-05,7.636670024069179,2.4182958340544896,7.152557373046875e-07,2.4765625,2.980232238769531e-07,2.980232238769531e-07,2.355388542207534,4.76837158203125e-07,2.412109375,1.7881393432617188e-07,1.7881393432617188e-07,2.319307477702782,4.76837158203125e-07,2.376953125,1.7881393432617188e-07,1.7881393432617188e-07,2.311953534941322,4.76837158203125e-07,2.369140625,1.7881393432617188e-07,1.7881393432617188e-07,1.1056653279779598,7.152557373046875e-07,1.1630859375,6.556510925292969e-07,5.960464477539062e-07
