epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,posdis,bosdis,entropy_attr,entropy_shape,mutual_info_msg_shape,variation_of_info_msg_shape,proficiency_msg_shape,redundancy_msg_shape,entropy_color,mutual_info_msg_color,variation_of_info_msg_color,proficiency_msg_color,redundancy_msg_color,entropy_xpos,mutual_info_msg_xpos,variation_of_info_msg_xpos,proficiency_msg_xpos,redundancy_msg_xpos,entropy_ypos,mutual_info_msg_ypos,variation_of_info_msg_ypos,proficiency_msg_ypos,redundancy_msg_ypos,entropy_rotation,mutual_info_msg_rotation,variation_of_info_msg_rotation,proficiency_msg_rotation,redundancy_msg_rotation
1,train,baseline,1.2345541715621948,36.71875,36.71875,1.671875,1.671875,0.77587890625,0.77587890625,91,10,3.4683393772140465,3.69140625,3.70703125,0.435791015625,0.004425048828125,,,0.07281269062780198,0.36083701252937317,0.05542610213160515,10.0868256679785,2.563472392503777,0.0114898681640625,6.23046875,0.004482269287109375,0.0018367767333984375,2.9309428088276515,0.4599609375,5.703125,0.1568603515625,0.0694580078125,2.3208749086533187,0.030120849609375,5.94921875,0.01297760009765625,0.005008697509765625,2.320484016375942,0.00881195068359375,5.9921875,0.0037975311279296875,0.0014657974243164062,1.2708642824277918,0.00225830078125,4.95703125,0.00177764892578125,0.0004553794860839844
2,train,baseline,0.7768829464912415,56.75,56.75,1.6826171875,1.6826171875,1.1806640625,1.1806640625,90,10,4.8101823074241175,5.0859375,5.26953125,0.7939453125,0.03485107421875,,,0.07957875395433825,0.27988100051879883,0.052954331040382385,10.086825667978514,2.563472392503777,0.0217437744140625,7.60546875,0.00848388671875,0.002841949462890625,2.9309428088276515,0.9013671875,6.21484375,0.307373046875,0.1124267578125,2.3208749086533187,0.283203125,6.83984375,0.12200927734375,0.038238525390625,2.320484016375942,0.045684814453125,7.3125,0.019683837890625,0.006168365478515625,1.2708642824277918,0.005237579345703125,6.34375,0.004123687744140625,0.000823974609375
3,train,baseline,0.6874955892562866,62.8125,62.8125,1.716796875,1.716796875,1.2998046875,1.2998046875,83,10,4.630957349068637,5.125,5.58984375,0.91162109375,0.0833740234375,,,0.08259754430311432,0.2757933437824249,0.07201109826564789,10.086825667978495,2.563472392503777,0.024658203125,7.63671875,0.00962066650390625,0.003208160400390625,2.9309428088276515,0.87158203125,6.3125,0.29736328125,0.10821533203125,2.3208749086533187,0.342041015625,6.76171875,0.1473388671875,0.045928955078125,2.320484016375942,0.0572509765625,7.328125,0.0246734619140625,0.007694244384765625,1.2708642824277918,0.005786895751953125,6.3828125,0.00455474853515625,0.0009050369262695312
4,train,baseline,0.6444798707962036,65.375,65.375,1.740234375,1.740234375,1.3935546875,1.3935546875,74,10,4.448239396708962,5.09765625,5.8125,0.9951171875,0.12347412109375,,,0.08674686220058224,0.27754855155944824,0.08305658400058746,10.086825667978507,2.563472392503777,0.0279083251953125,7.60546875,0.01088714599609375,0.003643035888671875,2.9309428088276515,0.8671875,6.29296875,0.2958984375,0.10809326171875,2.3208749086533187,0.356689453125,6.703125,0.1536865234375,0.048065185546875,2.320484016375942,0.07208251953125,7.2734375,0.0310516357421875,0.0097198486328125,1.2708642824277918,0.00595855712890625,6.35546875,0.004688262939453125,0.0009360313415527344
5,train,baseline,0.6218300461769104,67.0625,67.0625,1.7333984375,1.7333984375,1.3984375,1.3984375,64,10,4.2737950284924855,4.94140625,5.828125,1.0068359375,0.152099609375,,,0.10087212849719153,0.25997626781463623,0.08457836508750916,10.086825667978495,2.563472392503777,0.0311279296875,7.44140625,0.01214599609375,0.004146575927734375,2.9309428088276515,0.87890625,6.11328125,0.300048828125,0.1116943359375,2.3208749086533187,0.361572265625,6.5390625,0.15576171875,0.049774169921875,2.320484016375942,0.0865478515625,7.0859375,0.03729248046875,0.0119171142578125,1.2708642824277918,0.005970001220703125,6.19921875,0.004695892333984375,0.0009608268737792969
6,train,baseline,0.6071759462356567,67.875,67.875,1.7646484375,1.7646484375,1.423828125,1.423828125,60,10,4.086848951644964,4.8515625,5.87890625,1.0576171875,0.1749267578125,,,0.11146929070971316,0.2681069076061249,0.09429726004600525,10.086825667978502,2.563472392503777,0.0308837890625,7.35546875,0.01204681396484375,0.0041656494140625,2.9309428088276523,0.88671875,6.0078125,0.302490234375,0.1138916015625,2.3208749086533187,0.36279296875,6.4453125,0.1563720703125,0.05059814453125,2.320484016375942,0.09185791015625,6.98828125,0.039581298828125,0.01280975341796875,1.2708642824277918,0.006439208984375,6.109375,0.00506591796875,0.0010509490966796875
7,train,baseline,0.5889515280723572,69.4375,69.4375,1.779296875,1.779296875,1.41796875,1.41796875,55,10,3.791289443711181,4.65234375,5.87109375,1.1103515625,0.2080078125,,,0.1163714309540037,0.2757062613964081,0.09739425778388977,10.08682566797849,2.563472392503777,0.032257080078125,7.1484375,0.01258087158203125,0.0044708251953125,2.9309428088276523,0.90625,5.76953125,0.309326171875,0.1195068359375,2.3208749086533187,0.375732421875,6.21875,0.161865234375,0.053863525390625,2.320484016375942,0.08551025390625,6.80078125,0.036865234375,0.01226806640625,1.2708642824277918,0.006275177001953125,5.91015625,0.00493621826171875,0.0010595321655273438
8,train,baseline,0.5655245184898376,71.6875,71.6875,1.7822265625,1.7822265625,1.4296875,1.4296875,56,10,3.708663309237659,4.5625,5.89453125,1.1337890625,0.2259521484375,,,0.1166025230054602,0.2537806034088135,0.08591513335704803,10.086825667978495,2.563472392503777,0.033294677734375,7.05859375,0.0129852294921875,0.004673004150390625,2.9309428088276515,0.89990234375,5.6953125,0.30712890625,0.12005615234375,2.3208749086533187,0.3671875,6.1484375,0.158203125,0.053314208984375,2.320484016375942,0.09063720703125,6.703125,0.0390625,0.0131683349609375,1.2708642824277918,0.006443023681640625,5.8203125,0.005069732666015625,0.0011043548583984375
9,train,baseline,0.5667328834533691,71.1875,71.1875,1.798828125,1.798828125,1.447265625,1.447265625,59,10,3.8058118330345723,4.59375,5.93359375,1.150390625,0.225830078125,,,0.11698486054124171,0.27364540100097656,0.09714048355817795,10.086825667978504,2.563472392503777,0.033447265625,7.08984375,0.0130462646484375,0.004673004150390625,2.9309428088276523,0.87841796875,5.765625,0.2998046875,0.11676025390625,2.3208749086533187,0.358642578125,6.1953125,0.1544189453125,0.051849365234375,2.320484016375942,0.0927734375,6.7265625,0.03997802734375,0.01342010498046875,1.2708642824277918,0.00618743896484375,5.8515625,0.004871368408203125,0.0010557174682617188
10,train,baseline,0.5439902544021606,72.8125,72.8125,1.8046875,1.8046875,1.4404296875,1.4404296875,55,10,3.6358169805091762,4.4375,5.92578125,1.1728515625,0.251220703125,,,0.12516669771167474,0.25289463996887207,0.08953872323036194,10.086825667978486,2.563472392503777,0.034149169921875,6.9296875,0.0133209228515625,0.004878997802734375,2.9309428088276515,0.88720703125,5.59375,0.302734375,0.12042236328125,2.3208749086533187,0.38623046875,5.984375,0.16650390625,0.057159423828125,2.320484016375942,0.08367919921875,6.58984375,0.03607177734375,0.01239013671875,1.2708642824277918,0.00659942626953125,5.6953125,0.00519561767578125,0.0011568069458007812
11,train,baseline,0.5432913303375244,73.6875,73.6875,1.8017578125,1.8017578125,1.458984375,1.458984375,53,10,3.4397762469207502,4.27734375,5.953125,1.2373046875,0.28173828125,,,0.1410686869351422,0.2957339584827423,0.09884580224752426,10.086825667978484,2.563472392503777,0.036956787109375,6.765625,0.0144195556640625,0.005405426025390625,2.9309428088276515,0.900390625,5.40625,0.30712890625,0.1248779296875,2.3208749086533187,0.389404296875,5.8203125,0.167724609375,0.05902099609375,2.320484016375942,0.090087890625,6.41796875,0.038818359375,0.0136566162109375,1.2708642824277918,0.00595855712890625,5.53515625,0.004688262939453125,0.0010747909545898438
12,train,baseline,0.5283749103546143,74.5625,74.5625,1.7939453125,1.7939453125,1.455078125,1.455078125,48,10,3.363083376075682,4.15625,5.9453125,1.259765625,0.30126953125,,,0.11677681815579201,0.2804708182811737,0.1001400426030159,10.086825667978506,2.563472392503777,0.0382080078125,6.64453125,0.01490020751953125,0.00568389892578125,2.9309428088276523,0.91259765625,5.26171875,0.3115234375,0.1287841796875,2.3208749086533187,0.388427734375,5.69921875,0.1673583984375,0.05999755859375,2.320484016375942,0.09637451171875,6.28515625,0.041534423828125,0.01488494873046875,1.2708642824277918,0.00641632080078125,5.4140625,0.0050506591796875,0.00118255615234375
13,train,baseline,0.5146542191505432,74.6875,74.6875,1.796875,1.796875,1.4658203125,1.4658203125,51,10,3.285987356329826,4.0703125,5.96875,1.2861328125,0.318359375,,,0.12787256610497943,0.27401769161224365,0.10338536649942398,10.086825667978504,2.563472392503777,0.038970947265625,6.5546875,0.01519775390625,0.0058746337890625,2.9309428088276515,0.923828125,5.15234375,0.315185546875,0.1319580078125,2.3208749086533187,0.38134765625,5.625,0.164306640625,0.059661865234375,2.320484016375942,0.10272216796875,6.18359375,0.044281005859375,0.016082763671875,1.2708642824277918,0.006465911865234375,5.328125,0.005084991455078125,0.0012111663818359375
14,train,baseline,0.5011017322540283,75.4375,75.4375,1.8037109375,1.8037109375,1.4755859375,1.4755859375,49,10,3.2788693385769587,4.01171875,5.9921875,1.296875,0.330810546875,,,0.14027427259422803,0.28270402550697327,0.10448116809129715,10.086825667978497,2.563472392503777,0.0394287109375,6.49609375,0.01537322998046875,0.0059967041015625,2.9309428088276515,0.9130859375,5.1171875,0.3115234375,0.1314697265625,2.3208749086533187,0.3896484375,5.5546875,0.1678466796875,0.0615234375,2.320484016375942,0.102783203125,6.125,0.0443115234375,0.0162353515625,1.2708642824277918,0.00626373291015625,5.26953125,0.0049285888671875,0.001186370849609375
15,train,baseline,0.49737778306007385,75.9375,75.9375,1.802734375,1.802734375,1.470703125,1.470703125,50,10,3.2602549183317246,3.927734375,5.984375,1.30078125,0.34375,,,0.12529768125523852,0.273070752620697,0.10593070089817047,10.086825667978497,2.563472392503777,0.039337158203125,6.41015625,0.01534271240234375,0.006061553955078125,2.9309428088276523,0.91943359375,5.01953125,0.313720703125,0.1341552734375,2.3208749086533187,0.396484375,5.453125,0.1707763671875,0.0634765625,2.320484016375942,0.1024169921875,6.04296875,0.04412841796875,0.016387939453125,1.2708642824277918,0.00643157958984375,5.18359375,0.00505828857421875,0.0012369155883789062
