epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,posdis,bosdis,entropy_attr,entropy_shape,mutual_info_msg_shape,variation_of_info_msg_shape,proficiency_msg_shape,redundancy_msg_shape,entropy_color,mutual_info_msg_color,variation_of_info_msg_color,proficiency_msg_color,redundancy_msg_color,entropy_xpos,mutual_info_msg_xpos,variation_of_info_msg_xpos,proficiency_msg_xpos,redundancy_msg_xpos,entropy_ypos,mutual_info_msg_ypos,variation_of_info_msg_ypos,proficiency_msg_ypos,redundancy_msg_ypos,entropy_rotation,mutual_info_msg_rotation,variation_of_info_msg_rotation,proficiency_msg_rotation,redundancy_msg_rotation,lexicon_size_nn,actual_vocab_size_nn,max_rep_nn,entropy_whole_msg_nn,entropy_msg_nn,entropy_max_nn,redundancy_nn,KLD_train_test_nn,KLD_test_train_nn,entropy_shape_nn,mutual_info_msg_shape_nn,variation_of_info_msg_shape_nn,proficiency_msg_shape_nn,redundancy_msg_shape_nn,entropy_color_nn,mutual_info_msg_color_nn,variation_of_info_msg_color_nn,proficiency_msg_color_nn,redundancy_msg_color_nn,entropy_xpos_nn,mutual_info_msg_xpos_nn,variation_of_info_msg_xpos_nn,proficiency_msg_xpos_nn,redundancy_msg_xpos_nn,entropy_ypos_nn,mutual_info_msg_ypos_nn,variation_of_info_msg_ypos_nn,proficiency_msg_ypos_nn,redundancy_msg_ypos_nn,entropy_rotation_nn,mutual_info_msg_rotation_nn,variation_of_info_msg_rotation_nn,proficiency_msg_rotation_nn,redundancy_msg_rotation_nn,topsim_nn,posdis_nn,bosdis_nn
1,train,noise,1.6198967695236206,21.1875,21.203125,1.646484375,1.646484375,0.12457275390625,0.12457275390625,111,11,0.3429851318915532,0.701171875,0.70166015625,0.0321044921875,0.0008687973022460938,,,0.057600663939630696,0.0,0.0,10.086825667978509,2.563472392503777,0.0008306503295898438,3.263671875,0.00032401084899902344,0.0002543926239013672,2.9309428088276515,0.0004029273986816406,3.630859375,0.00013744831085205078,0.00011092424392700195,2.3208749086533187,0.000934600830078125,3.01953125,0.00040268898010253906,0.00030922889709472656,2.320484016375942,0.00026607513427734375,3.021484375,0.00011467933654785156,8.803606033325195e-05,1.2708642824277918,0.0003457069396972656,1.9716796875,0.0002720355987548828,0.00017523765563964844,102,10,0.0281219482421875,0.3021122572597533,0.69189453125,0.69287109375,0.0011005401611328125,,,2.563472392503777,0.0008306503295898438,3.25390625,0.00032401084899902344,0.0002551078796386719,2.9309428088276515,0.0004038810729980469,3.62109375,0.00013780593872070312,0.00011146068572998047,2.3208749086533187,0.000934600830078125,3.01171875,0.00040268898010253906,0.0003101825714111328,2.320484016375942,0.0002663135528564453,3.01171875,0.00011473894119262695,8.83936882019043e-05,1.2708642824277918,0.0003457069396972656,1.9619140625,0.0002720355987548828,0.0001760721206665039,0.057600663939630696,0.0,0.0
2,train,noise,1.6139581203460693,21.734375,21.734375,1.5966796875,1.5966796875,0.00411224365234375,0.00411224365234375,1,1,0.0,0.0268707275390625,0.02691650390625,0.0,0.0014390945434570312,,,0.05763310525352486,0.0,0.0,10.086825667978498,2.563472392503777,7.152557373046875e-07,2.58984375,2.980232238769531e-07,2.980232238769531e-07,2.9309428088276523,2.6226043701171875e-06,2.95703125,8.940696716308594e-07,8.940696716308594e-07,2.3208749086533187,9.5367431640625e-06,2.34765625,4.112720489501953e-06,4.0531158447265625e-06,2.320484016375942,1.2636184692382812e-05,2.34765625,5.424022674560547e-06,5.364418029785156e-06,1.2708642824277918,5.960464477539062e-07,1.2978515625,4.76837158203125e-07,4.76837158203125e-07,1,1,0.0,0.0,0.0266876220703125,0.0267333984375,0.0018157958984375,,,2.563472392503777,9.5367431640625e-07,2.58984375,3.5762786865234375e-07,3.5762786865234375e-07,2.9309428088276523,2.86102294921875e-06,2.95703125,9.5367431640625e-07,9.5367431640625e-07,2.3208749086533187,9.5367431640625e-06,2.34765625,4.112720489501953e-06,4.0531158447265625e-06,2.320484016375942,1.239776611328125e-05,2.34765625,5.364418029785156e-06,5.304813385009766e-06,1.2708642824277918,7.152557373046875e-07,1.2978515625,5.364418029785156e-07,5.364418029785156e-07,0.05763310525352486,0.0,0.0
3,train,noise,1.3870919942855835,34.0,34.0,1.619140625,1.619140625,0.75390625,0.75390625,967,11,2.9547368560481138,3.59375,3.599609375,0.293701171875,0.0012302398681640625,,,0.10005930596512135,0.2354121208190918,0.07198943197727203,10.086825667978482,2.563472392503777,0.016204833984375,6.125,0.006320953369140625,0.00263214111328125,2.9309428088276523,0.07720947265625,6.37109375,0.026336669921875,0.0118255615234375,2.3208749086533187,0.1898193359375,5.53515625,0.081787109375,0.0321044921875,2.320484016375942,0.003810882568359375,5.90625,0.0016422271728515625,0.0006442070007324219,1.2708642824277918,0.002346038818359375,4.859375,0.0018463134765625,0.00048232078552246094,936,10,0.287841796875,2.9037425041467593,3.52734375,3.533203125,0.0015659332275390625,,,2.563472392503777,0.0162200927734375,6.05859375,0.00632476806640625,0.00266265869140625,2.9309428088276523,0.07720947265625,6.3046875,0.026336669921875,0.01195526123046875,2.3208749086533187,0.1898193359375,5.46875,0.081787109375,0.032470703125,2.320484016375942,0.0038127899169921875,5.83984375,0.0016431808471679688,0.0006518363952636719,1.2708642824277918,0.002349853515625,4.79296875,0.0018491744995117188,0.0004897117614746094,0.09936714980046199,0.23400357365608215,0.07815693318843842
4,train,noise,0.7782345414161682,60.875,60.90625,1.5810546875,1.5810546875,1.455078125,1.455078125,1241,11,6.040548085281676,6.80859375,6.86328125,0.72021484375,0.0079803466796875,,,0.10883027991151649,0.23777568340301514,0.05745413899421692,10.086825667978495,2.563472392503777,0.083251953125,9.203125,0.032470703125,0.00888824462890625,2.9309428088276515,0.29248046875,9.15625,0.0997314453125,0.030029296875,2.3208749086533187,0.8701171875,7.38671875,0.375,0.0953369140625,2.320484016375942,0.021636962890625,9.0859375,0.0093231201171875,0.002368927001953125,1.2708642824277918,0.00742340087890625,8.0625,0.005840301513671875,0.0009188652038574219,1186,10,0.72900390625,5.957928790425157,6.66796875,6.734375,0.010162353515625,,,2.563472392503777,0.083251953125,9.0625,0.032470703125,0.00902557373046875,2.9309428088276515,0.29248046875,9.015625,0.0997314453125,0.0304718017578125,2.3208749086533187,0.8701171875,7.24609375,0.375,0.0968017578125,2.320484016375942,0.021636962890625,8.9453125,0.0093231201171875,0.0024089813232421875,1.2708642824277918,0.007427215576171875,7.921875,0.0058441162109375,0.0009355545043945312,0.10907547289912459,0.24460871517658234,0.06639213114976883
5,train,noise,0.6569852828979492,67.3125,67.375,1.6123046875,1.6123046875,1.619140625,1.619140625,1259,11,6.422643783672126,7.31640625,7.4609375,0.8154296875,0.0194854736328125,,,0.08948249689625476,0.23458585143089294,0.050210047513246536,10.086825667978504,2.563472392503777,0.07177734375,9.734375,0.0279998779296875,0.00726318359375,2.9309428088276523,0.2330322265625,9.78125,0.07952880859375,0.0227508544921875,2.3208749086533187,0.919921875,7.796875,0.396240234375,0.095458984375,2.320484016375942,0.044342041015625,9.546875,0.0191192626953125,0.00460052490234375,1.2708642824277918,0.006946563720703125,8.5703125,0.005466461181640625,0.0008087158203125,1125,10,0.82373046875,6.2441762774179415,7.140625,7.3203125,0.0248260498046875,,,2.563472392503777,0.07183837890625,9.5625,0.0280303955078125,0.007404327392578125,2.9309428088276523,0.2335205078125,9.6015625,0.07965087890625,0.023193359375,2.3208749086533187,0.92041015625,7.62109375,0.396484375,0.0972900390625,2.320484016375942,0.044403076171875,9.375,0.019134521484375,0.00469207763671875,1.2708642824277918,0.006961822509765625,8.3984375,0.0054779052734375,0.000827789306640625,0.09028927853714382,0.24209770560264587,0.059788551181554794
6,train,noise,0.5852882862091064,72.25,72.375,1.7265625,1.7265625,1.740234375,1.740234375,1186,11,6.731527631136509,7.671875,7.87890625,0.87451171875,0.0263519287109375,,,0.09599032203632595,0.25365525484085083,0.0538799874484539,10.086825667978513,2.563472392503777,0.0699462890625,10.09375,0.0272979736328125,0.0068359375,2.9309428088276515,0.18798828125,10.2265625,0.06414794921875,0.017730712890625,2.3208749086533187,0.91455078125,8.1640625,0.39404296875,0.091552734375,2.320484016375942,0.08935546875,9.8125,0.03851318359375,0.00894927978515625,1.2708642824277918,0.006011962890625,8.9296875,0.004730224609375,0.0006723403930664062,1030,10,0.8798828125,6.525426097526235,7.46875,7.7265625,0.033599853515625,,,2.563472392503777,0.07049560546875,9.890625,0.0275115966796875,0.007030487060546875,2.9309428088276515,0.190673828125,10.015625,0.0650634765625,0.018341064453125,2.3208749086533187,0.91650390625,7.95703125,0.39501953125,0.0936279296875,2.320484016375942,0.08966064453125,9.609375,0.03863525390625,0.00916290283203125,1.2708642824277918,0.006084442138671875,8.7265625,0.004787445068359375,0.0006961822509765625,0.09760108195798253,0.2617728114128113,0.06649898737668991
7,train,noise,0.5408892631530762,74.0,74.125,1.8740234375,1.8740234375,1.826171875,1.826171875,1118,11,6.846463224565366,7.859375,8.171875,0.9169921875,0.03839111328125,,,0.13410456253944844,0.23714375495910645,0.05153309553861618,10.086825667978507,2.563472392503777,0.06842041015625,10.2890625,0.0266876220703125,0.006565093994140625,2.9309428088276515,0.1915283203125,10.40625,0.0653076171875,0.0177459716796875,2.3208749086533187,0.9375,8.3046875,0.404052734375,0.09210205078125,2.320484016375942,0.0894775390625,10.0,0.03857421875,0.0087890625,1.2708642824277918,0.006038665771484375,9.1171875,0.00475311279296875,0.0006613731384277344,909,10,0.9326171875,6.596680287687764,7.62109375,8.015625,0.0489501953125,,,2.563472392503777,0.0693359375,10.046875,0.02703857421875,0.006805419921875,2.9309428088276515,0.196044921875,10.1640625,0.06689453125,0.0185699462890625,2.3208749086533187,0.94140625,8.0625,0.40576171875,0.09466552734375,2.320484016375942,0.0899658203125,9.765625,0.03875732421875,0.0090484619140625,1.2708642824277918,0.00615692138671875,8.8828125,0.00484466552734375,0.0006923675537109375,0.1376560920329925,0.24104054272174835,0.05691783130168915
8,train,noise,0.5114912390708923,76.25,76.25,2.005859375,2.005859375,1.8154296875,1.8154296875,1035,11,6.788954318211059,7.78515625,8.140625,0.9306640625,0.04376220703125,,,0.10532661479622672,0.2606598734855652,0.055895544588565826,10.086825667978513,2.563472392503777,0.07366943359375,10.203125,0.0287322998046875,0.00711822509765625,2.9309428088276523,0.184814453125,10.34375,0.06304931640625,0.017242431640625,2.3208749086533187,0.8935546875,8.3203125,0.385009765625,0.08843994140625,2.320484016375942,0.0982666015625,9.90625,0.0423583984375,0.00972747802734375,1.2708642824277918,0.00522613525390625,9.046875,0.00411224365234375,0.0005769729614257812,787,10,0.93701171875,6.487398895490294,7.53515625,7.98046875,0.05584716796875,,,2.563472392503777,0.0748291015625,9.953125,0.0291900634765625,0.007411956787109375,2.9309428088276523,0.1905517578125,10.0859375,0.06500244140625,0.0182037353515625,2.3208749086533187,0.8984375,8.0625,0.386962890625,0.09112548828125,2.320484016375942,0.0989990234375,9.65625,0.04266357421875,0.010040283203125,1.2708642824277918,0.00539398193359375,8.796875,0.004245758056640625,0.0006127357482910156,0.10759584592760037,0.2699880599975586,0.06819301098585129
9,train,noise,0.49005571007728577,76.375,76.75,2.0859375,2.0859375,1.87890625,1.87890625,984,11,6.854536917882363,7.8984375,8.3515625,0.96435546875,0.054412841796875,,,0.09669711444291094,0.26844024658203125,0.0540144145488739,10.086825667978498,2.563472392503777,0.06707763671875,10.328125,0.02618408203125,0.006412506103515625,2.9309428088276523,0.171875,10.484375,0.05865478515625,0.015869140625,2.3208749086533187,0.9248046875,8.3671875,0.3984375,0.09051513671875,2.320484016375942,0.10662841796875,10.0078125,0.045928955078125,0.01042938232421875,1.2708642824277918,0.006317138671875,9.15625,0.004970550537109375,0.0006890296936035156,721,10,0.98486328125,6.493830137159477,7.62109375,8.1875,0.0694580078125,,,2.563472392503777,0.0684814453125,10.046875,0.026702880859375,0.00672149658203125,2.9309428088276523,0.178466796875,10.1953125,0.060882568359375,0.01690673828125,2.3208749086533187,0.931640625,8.078125,0.4013671875,0.09368896484375,2.320484016375942,0.10797119140625,9.7265625,0.0465087890625,0.01085662841796875,1.2708642824277918,0.0065155029296875,8.8828125,0.005126953125,0.0007328987121582031,0.10632893069421494,0.2827220857143402,0.06413982063531876
10,train,noise,0.4681415855884552,78.375,78.75,2.13671875,2.13671875,1.8779296875,1.8779296875,842,11,6.704617641283711,7.81640625,8.3515625,0.986328125,0.0643310546875,,,0.09278434145352539,0.24069325625896454,0.049685996025800705,10.086825667978497,2.563472392503777,0.06781005859375,10.2421875,0.0264434814453125,0.00653076171875,2.9309428088276515,0.1783447265625,10.390625,0.06085205078125,0.0166015625,2.3208749086533187,0.923828125,8.2890625,0.39794921875,0.09112548828125,2.320484016375942,0.1190185546875,9.8984375,0.051300048828125,0.01174163818359375,1.2708642824277918,0.0069122314453125,9.0703125,0.005435943603515625,0.0007605552673339844,612,10,1.00390625,6.327615694775426,7.515625,8.1875,0.08209228515625,,,2.563472392503777,0.0694580078125,9.9375,0.027099609375,0.006893157958984375,2.9309428088276515,0.186767578125,10.0703125,0.063720703125,0.01788330078125,2.3208749086533187,0.93212890625,7.97265625,0.401611328125,0.09478759765625,2.320484016375942,0.12115478515625,9.59375,0.052215576171875,0.0123138427734375,1.2708642824277918,0.00714111328125,8.7734375,0.005619049072265625,0.000812530517578125,0.10244196572405856,0.24671483039855957,0.05961994826793671
