phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6677197813987732,68.26875305175781,4.662899017333984,2484,,,,
train,0.47385522723197937,77.16918182373047,5.161847114562988,606,,,,
train,0.4443107545375824,78.55804443359375,5.14481782913208,925,,,,
train,0.3460630476474762,83.66477966308594,5.316793918609619,2240,,,,
train,0.32886624336242676,84.468017578125,5.67545747756958,2411,,,,
val,0.5138323903083801,74.3951644897461,5.00705623626709,204,96.81569981402106,0.15831848716785132,0.4269746243953705,0.2701360881328583
val,0.45648929476737976,77.92338562011719,5.186491966247559,215,96.3491480125764,0.15521695984392192,0.41796207427978516,0.26263684034347534
val,0.3364516496658325,84.4758071899414,5.119959831237793,314,97.5721594567816,0.17240960774601996,0.34130725264549255,0.1854262799024582
val,0.3096145689487457,85.78629302978516,5.377016067504883,376,96.98279966630147,0.1515230284238459,0.21529385447502136,0.12944599986076355
val,0.3183318078517914,84.2741928100586,5.229838848114014,344,96.02618587191547,0.19134539654146487,0.19278576970100403,0.18080437183380127
val (no noise),0.47243425250053406,77.92338562011719,5.00705623626709,24,96.81569981402106,0.17564673105708387,0.5630501508712769,0.33487018942832947
val (no noise),0.42010974884033203,81.1491928100586,5.186491966247559,25,96.3491480125764,0.17234370665681148,0.5563174486160278,0.33253350853919983
val (no noise),0.28952544927597046,87.80242156982422,5.119959831237793,45,97.5721594567816,0.202592302687878,0.4486941397190094,0.2203536480665207
val (no noise),0.2621298134326935,88.70967864990234,5.377016067504883,64,96.98279966630147,0.1925932620320782,0.28103309869766235,0.14548011124134064
val (no noise),0.28550514578819275,86.29032135009766,5.229838848114014,67,96.02618587191547,0.22404208129984887,0.22577610611915588,0.1843630075454712
