phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.6484153270721436,68.68534851074219,8.123787879943848,47396,,,,
train,0.4460535943508148,79.22791290283203,8.845239639282227,45315,,,,
train,0.3126845955848694,86.293701171875,10.107909202575684,61298,,,,
train,0.290409117937088,87.14520263671875,10.995473861694336,61661,,,,
train,0.2423369139432907,89.47059631347656,10.999027252197266,60602,,,,
val,0.50161212682724,77.21774291992188,7.5625,551,97.33536060029525,0.16479138389155304,0.5224078893661499,0.2882450819015503
val,0.3221544921398163,85.18144989013672,9.375,782,97.61442707250534,0.21149075191855007,0.4332212507724762,0.22969137132167816
val,0.4002794027328491,81.04838562011719,10.918346405029297,908,94.10512988413869,0.19590575820275025,0.29501959681510925,0.1915811449289322
val,0.30531445145606995,86.8951644897461,11.0,911,89.33109897777837,0.1603857667967626,0.2619365155696869,0.1813248246908188
val,0.2087451070547104,91.33064270019531,11.0,933,91.82912477936117,0.20835884868265028,0.2679886817932129,0.18275614082813263
val (no noise),0.49969255924224854,75.90725708007812,7.5625,70,97.33536060029525,0.15009738342099688,0.6488224864006042,0.3166518211364746
val (no noise),0.29581576585769653,87.70161437988281,9.375,147,97.61442707250534,0.23701691636424752,0.5601282119750977,0.2755756974220276
val (no noise),0.3961690664291382,81.55242156982422,10.918346405029297,190,94.10512988413869,0.22075171860392057,0.40483254194259644,0.22170811891555786
val (no noise),0.2554909586906433,88.91129302978516,11.0,212,89.33109897777837,0.19349176665605272,0.3704328238964081,0.2071337252855301
val (no noise),0.19171318411827087,91.2298355102539,11.0,229,91.82912477936117,0.2412162810553129,0.3712887167930603,0.2169487476348877
