phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5575153231620789,73.75700378417969,4.988673686981201,16029,,,,
train,0.2501961588859558,87.4272232055664,5.299150466918945,8062,,,,
train,0.22908413410186768,88.55651092529297,5.525012969970703,6847,,,,
train,0.21893787384033203,88.864501953125,5.856281280517578,6667,,,,
train,0.22650699317455292,88.95723724365234,5.812775135040283,6524,,,,
val,0.306488573551178,85.08064270019531,5.18044376373291,372,96.82659976696048,0.16277732377006202,0.050855111330747604,0.06338535994291306
val,0.2573453187942505,86.39112854003906,5.1693549156188965,364,97.97284911991511,0.1495893128415047,0.033946581184864044,0.039634283632040024
val,0.262153297662735,86.69355010986328,5.689516067504883,434,96.23247021920311,0.14815340800923352,0.017960548400878906,0.04750595986843109
val,0.20589777827262878,88.30644989013672,5.6743950843811035,497,96.93210011135847,0.15667486066757644,0.03016170859336853,0.061211373656988144
val,0.2067684382200241,89.11289978027344,5.806451797485352,460,96.25535558721785,0.13141952175588983,0.02538560889661312,0.07697318494319916
val (no noise),0.286145955324173,86.49193572998047,5.18044376373291,69,96.82659976696048,0.1947993477061908,0.07014019787311554,0.059692226350307465
val (no noise),0.23418280482292175,88.60887145996094,5.1693549156188965,74,97.97284911991511,0.17950347294139946,0.03675004467368126,0.03376346826553345
val (no noise),0.23199111223220825,87.29838562011719,5.689516067504883,83,96.23247021920311,0.2155267948251892,0.02251189388334751,0.048205118626356125
val (no noise),0.1904062181711197,90.12096405029297,5.6743950843811035,101,96.93210011135847,0.20486947015675017,0.03872832655906677,0.052519526332616806
val (no noise),0.1895557940006256,89.91935729980469,5.806451797485352,85,96.25535558721785,0.24148666517638964,0.0347093790769577,0.059390824288129807
