phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5983259081840515,71.26809692382812,7.706993579864502,57291,,,,
train,0.3803553879261017,82.3779067993164,9.964784622192383,55276,,,,
train,0.2583658993244171,87.32797241210938,10.598652839660645,59939,,,,
train,0.2383125126361847,88.11721801757812,10.834992408752441,66373,,,,
train,0.22827354073524475,88.70066833496094,10.997997283935547,66838,,,,
val,0.45460230112075806,77.41935729980469,8.491935729980469,633,94.06182959421746,0.20143402767901855,0.3549033999443054,0.22756192088127136
val,0.31581804156303406,83.56855010986328,10.723790168762207,851,91.96646607779367,0.18777035279248766,0.16116349399089813,0.09888722747564316
val,0.2419060319662094,86.18951416015625,10.213709831237793,809,94.52649563677842,0.15336483680064045,0.06998749077320099,0.07889784127473831
val,0.2085571438074112,89.91935729980469,11.0,917,96.57976219958722,0.1814244560220049,0.044089190661907196,0.09077582508325577
val,0.3140420913696289,85.88710021972656,11.0,894,95.99067340665627,0.18021617506507515,0.06187695264816284,0.09375477582216263
val (no noise),0.45213863253593445,77.01612854003906,8.491935729980469,102,94.06182959421746,0.23579568276041465,0.43248724937438965,0.25691285729408264
val (no noise),0.28850701451301575,85.18144989013672,10.723790168762207,86,91.96646607779367,0.21487308168882505,0.21930024027824402,0.08719669282436371
val (no noise),0.2322549968957901,86.79435729980469,10.213709831237793,102,94.52649563677842,0.20180467450181636,0.08537878096103668,0.06361471116542816
val (no noise),0.1938909888267517,90.7258071899414,11.0,121,96.57976219958722,0.22586208050102646,0.06096630543470383,0.08459720015525818
val (no noise),0.29384100437164307,86.59274291992188,11.0,127,95.99067340665627,0.2269739819094493,0.08566056936979294,0.08510946482419968
