phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.7332226037979126,60.3437385559082,2.996114492416382,722,,,,
train,0.7349254488945007,57.850006103515625,2.9999988079071045,60,,,,
train,0.7536660432815552,57.356998443603516,2.9999992847442627,58,,,,
train,0.6701874136924744,61.48099899291992,3.0,82,,,,
train,0.7063028812408447,57.986000061035156,3.0,53,,,,
val,0.7740176320075989,54.23387145996094,3.0,17,97.9493252388123,0.11178854002320752,0.014826007187366486,0.00805208645761013
val,0.7168936133384705,57.157257080078125,3.0,15,96.67313046673,0.093559101201695,0.0035395645536482334,0.00591230345889926
val,0.6289729475975037,62.29838562011719,3.0,16,94.01955567706301,0.08200040695130438,0.00353168323636055,0.004403767175972462
val,0.6095594167709351,63.709678649902344,3.0,16,97.46255732668845,0.0808278634086607,0.003844954539090395,0.009084101766347885
val,0.7225881814956665,54.53628921508789,3.0,13,96.07502117200505,0.1008020452234641,0.014508459717035294,0.008697336539626122
val (no noise),0.7081785798072815,57.35887145996094,3.0,7,97.9493252388123,0.14166694149366837,0.01990222930908203,0.019401762634515762
val (no noise),0.6609464287757874,60.08064651489258,3.0,5,96.67313046673,0.13051638849446148,0.0011165060568600893,0.00893494300544262
val (no noise),0.5387559533119202,66.43144989013672,3.0,5,94.01955567706301,0.11592543517505713,0.004717153497040272,0.008848990313708782
val (no noise),0.5352348685264587,66.73387145996094,3.0,5,97.46255732668845,0.11592543517505713,0.004717153497040272,0.009287746623158455
val (no noise),0.6713593602180481,55.64516067504883,3.0,4,96.07502117200505,0.1399530328966444,0.020462149754166603,0.018441788852214813
