phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.7198967337608337,63.45232391357422,2.976644277572632,637,,,,
train,0.563300609588623,71.95496368408203,2.9999639987945557,121,,,,
train,0.43511807918548584,78.43097686767578,2.999994993209839,107,,,,
train,0.38128897547721863,81.00215148925781,2.999976873397827,133,,,,
train,0.3587796986103058,82.01399993896484,2.999999761581421,130,,,,
val,0.6901337504386902,69.15322875976562,3.0,38,98.74903834341066,0.12498906195944474,0.3749183416366577,0.29318493604660034
val,0.49546054005622864,73.79032135009766,3.0,35,97.9185013401192,0.13256905771491015,0.24177955090999603,0.17524227499961853
val,0.4074190557003021,79.53629302978516,3.0,53,98.22816406375748,0.1194374263811553,0.15795326232910156,0.1311352401971817
val,0.3565741777420044,81.65322875976562,3.0,54,97.49374412515705,0.12394115333152436,0.12374512851238251,0.09282789379358292
val,0.33298933506011963,83.06451416015625,3.0,56,97.43119593428361,0.1335352934165219,0.07299360632896423,0.060182806104421616
val (no noise),0.5930743217468262,73.18548583984375,3.0,21,98.74903834341066,0.20430966991555513,0.5156172513961792,0.3656252324581146
val (no noise),0.4132320284843445,78.42742156982422,3.0,19,97.9185013401192,0.20427915132524574,0.33459627628326416,0.2014436274766922
val (no noise),0.28653308749198914,85.38306427001953,3.0,30,98.22816406375748,0.21230606858894677,0.2096896469593048,0.11953911185264587
val (no noise),0.2660260498523712,86.18951416015625,3.0,30,97.49374412515705,0.2094394669344514,0.15698939561843872,0.07782275229692459
val (no noise),0.24601827561855316,87.29838562011719,3.0,30,97.43119593428361,0.21236159779516658,0.09383939206600189,0.05424663797020912
