phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.5122875571250916,75.85726165771484,2.797210931777954,729,,,,
train,0.3392135500907898,82.905517578125,2.8354597091674805,146,,,,
train,0.33130326867103577,82.99626922607422,2.8409860134124756,124,,,,
train,0.32726433873176575,83.03019714355469,2.8281872272491455,116,,,,
train,0.3386978209018707,82.68170166015625,2.850038766860962,121,,,,
val,0.3652459979057312,81.25,2.788306474685669,53,98.46419149492559,0.14524294921704048,0.02352106012403965,0.08743180334568024
val,0.3232734799385071,83.16532135009766,2.8125,58,97.88671201899027,0.13269119129707113,0.017863035202026367,0.08295796066522598
val,0.3028114140033722,83.66935729980469,2.779233932495117,51,98.67548186338054,0.14697230393231078,0.0071227108128368855,0.05079248175024986
val,0.30808398127555847,82.45967864990234,2.815524101257324,54,97.90618317929274,0.12879566613415583,0.03354834392666817,0.05212948098778725
val,0.361355185508728,81.65322875976562,2.776209592819214,55,98.61134016184337,0.1287616349264169,0.03520791232585907,0.05096724256873131
val (no noise),0.2666897177696228,85.98789978027344,2.788306474685669,31,98.46419149492559,0.21472075145600816,0.023783616721630096,0.06725290417671204
val (no noise),0.22524785995483398,87.29838562011719,2.8125,32,97.88671201899027,0.23895997129414712,0.019556764513254166,0.06925808638334274
val (no noise),0.22124157845973969,87.09677124023438,2.779233932495117,24,98.67548186338054,0.2322257022537372,0.012125005945563316,0.036480583250522614
val (no noise),0.2154616415500641,86.99596405029297,2.815524101257324,27,97.90618317929274,0.20643047269953155,0.03847362473607063,0.04077424854040146
val (no noise),0.2496381551027298,86.8951644897461,2.776209592819214,28,98.61134016184337,0.204302593968122,0.03190898522734642,0.045138515532016754
