phase,loss,accuracy,length,lexicon_size,alignment,topographic_rho,pos_dis,bos_dis
train,0.37152114510536194,83.11547088623047,5.985288143157959,19306,,,,
train,0.21762023866176605,89.68891906738281,5.999967098236084,7929,,,,
train,0.19006843864917755,90.75299835205078,5.999998569488525,6518,,,,
train,0.1874544769525528,90.84300231933594,5.999997615814209,6990,,,,
train,0.20354343950748444,90.12100219726562,6.0,7250,,,,
val,0.2334703803062439,88.40725708007812,6.0,547,97.52171538761209,0.1442035282863553,0.025983501225709915,0.041923463344573975
val,0.2143845409154892,88.70967864990234,6.0,554,97.05893802568917,0.12269124730274143,0.027175256982445717,0.07692103087902069
val,0.2475259006023407,87.29838562011719,6.0,520,96.88465586973633,0.1432015574951952,0.02866746485233307,0.06784135848283768
val,0.1930418312549591,90.82661437988281,6.0,578,96.25691036010728,0.10982424188720158,0.01949380524456501,0.09593048691749573
val,0.25224095582962036,85.78629302978516,6.0,558,97.32950905160165,0.149940786950546,0.04387201368808746,0.08765542507171631
val (no noise),0.208635613322258,90.0201644897461,6.0,125,97.52171538761209,0.23313337134612117,0.034762389957904816,0.043319426476955414
val (no noise),0.18991078436374664,89.51612854003906,6.0,115,97.05893802568917,0.19243236117051785,0.03537688031792641,0.061731044203042984
val (no noise),0.21732169389724731,89.71774291992188,6.0,106,96.88465586973633,0.19031735874007552,0.03260258585214615,0.06243279576301575
val (no noise),0.15691164135932922,92.74193572998047,6.0,139,96.25691036010728,0.18234143650556128,0.023786205798387527,0.08743410557508469
val (no noise),0.2187294363975525,87.6008071899414,6.0,125,97.32950905160165,0.21697273765986164,0.0581531748175621,0.08198884129524231
