epoch,phase,loss,accuracy,accuracy_nn,temperature,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg,entropy_max,entropy_msg_mc_ml,entropy_msg_mc_perks,entropy_msg_mc_james-stein,entropy_msg_mc_minimax,entropy_msg_1_ml,entropy_msg_1_perks,entropy_msg_1_james-stein,entropy_msg_1_minimax,redundancy,kld_train_test,kld_test_train,mutual_info_sent_received,topsim,topsim_norm_max,entropy_target,mutual_info_msg_target,proficiency_msg_target,mutual_info_msg_target_shape,proficiency_msg_target_shape,mutual_info_msg_target_color,proficiency_msg_target_color,mutual_info_msg_target_x,proficiency_msg_target_x,mutual_info_msg_target_y,proficiency_msg_target_y,entropy_selected,mutual_info_msg_selected,proficiency_msg_selected,mutual_info_msg_selected_shape,proficiency_msg_selected_shape,mutual_info_msg_selected_color,proficiency_msg_selected_color,mutual_info_msg_selected_x,proficiency_msg_selected_x,mutual_info_msg_selected_y,proficiency_msg_selected_y,messages
1,train,1.0837119817733765,32.0625,32.0625,1.5,3.177734375,3.177734375,1462,10,5.515625,8.1640625,5.503926460640814,5.503953347429282,5.504023903581393,5.520186583553379,5.091852384905113,5.093916453389162,5.098787922684425,5.235641388263201,0.323974609375,,,5.53515625,0.578224478426542,0.578224478426542,7.162105003080282,1.4980505348416449,0.20916344206031082,0.37624100327913723,0.06096418150889294,0.4299785826262781,0.06536923708639655,0.9310438122157656,0.1864666180001187,0.1899460114811431,0.03803799208366758,6.969307871633946,1.1724914473650427,0.16823642590640117,0.3597869230081896,0.05574135223125046,0.4217742754364213,0.061986073593752945,0.5473418547932454,0.1052128729953847,0.20219781683915805,0.03817549764766786,baseline
2,train,0.8516964912414551,40.15625,40.15625,1.4951171875,3.02734375,3.02734375,283,10,2.1015625,7.43359375,2.090425401996753,2.090485171631355,2.0905092713154967,2.1199033660816853,1.9519024021982634,1.9545905866678963,1.9556023713206618,2.1429151376447213,0.71728515625,,,2.1171875,0.5186192572191459,0.5593173339464118,7.162105003080282,1.1580442948950656,0.16169049384182627,0.07322121489962541,0.023637577937140775,0.0873748126063365,0.02493685551809925,0.9935482668858988,0.5176782606552568,0.04097483233199295,0.021343950164325998,6.971121511938156,1.1536806784043767,0.1654942718225009,0.07487909928376091,0.024583322118371956,0.09001827798775519,0.026741504521741895,0.897739817424811,0.4907729535720641,0.03909199541819586,0.020915987917427156,baseline
3,train,0.6619603037834167,52.53125,52.53125,1.490234375,3.02734375,3.02734375,86,10,2.298828125,7.4296875,2.2904012055452085,2.290475588725265,2.2905477160372967,2.323265119315178,2.2206342498567615,2.2233359413524805,2.2258830498294673,2.411047660991779,0.6904296875,,,2.30859375,0.5952521754538307,0.6153048939224621,7.162105003080282,1.6054062872842163,0.2241528554236167,0.03761978860875903,0.013173417991424734,0.14383246473798383,0.04409447530872056,0.9943034035848868,0.5927956053565087,0.4503354675221365,0.26840618029112334,7.018231046605218,1.5971477963833363,0.2275712762628257,0.03943489573341186,0.013981980216128469,0.1282246085406813,0.04074288558835285,0.9144596732425398,0.5693730533661786,0.44294989813117613,0.26887897021775975,baseline
4,train,0.5188068151473999,63.0625,63.0625,1.484375,3.27734375,3.27734375,74,10,3.181640625,8.7890625,3.176374044275094,3.1764514161936015,3.176652134905289,3.2090294400802293,3.1528501891223573,3.1554519607024734,3.1619948180904376,3.3336226470702206,0.63818359375,,,3.18359375,0.6455125191431467,0.6265155422184111,7.162105003080282,1.9618745572875338,0.27392429410679814,0.024871818319356365,0.007338276890139371,0.26413041059222664,0.06959027097862698,0.9941809723795068,0.44967163795712634,0.685648575450414,0.31005106953016626,7.090241737014178,1.9058523397173586,0.26879934569338754,0.02614886982528475,0.007641985498938252,0.2547098380684414,0.06689579289064841,0.9509979488913096,0.4277351415632905,0.6151943170606815,0.27627831770069267,baseline
5,train,0.36944907903671265,70.5,70.5,1.4794921875,3.431640625,3.431640625,42,10,2.986328125,9.4375,2.9833158074898116,2.9833945804604536,2.9836585654088696,3.016537388567558,2.9916192200458043,2.9942517206182444,3.0029238715090836,3.174796832596416,0.68359375,,,2.982421875,0.6412427359200509,0.6283940176027741,7.162105003080282,2.43433521075902,0.33989102501458157,0.01568858615672486,0.005763864519800512,0.40234617266886286,0.12862451154556537,0.9943162594369328,0.6442107318161329,0.9923496402683778,0.6427279640643087,7.11983982168403,2.427007490618545,0.3408795073207832,0.014928155584868819,0.005523261815037059,0.39322850516423546,0.1268317317642759,0.97011390761093,0.6364983746976569,0.9702347054179823,0.6352523422207714,baseline
6,train,0.3494289815425873,71.1875,71.1875,1.474609375,3.431640625,3.431640625,23,10,2.861328125,9.4375,2.8595804661867676,2.8596600425055216,2.85991854180074,2.893132870100607,2.8670643728610075,2.8697129979232248,2.8781648575955385,3.05168220620765,0.69677734375,,,2.861328125,0.6444800244330916,0.6297968278063197,7.162105003080282,2.450256989506929,0.34211408356246115,0.015308890459500901,0.005929844202440139,0.41849087234037086,0.14006425554941715,0.9943735391153821,0.7086238982000934,0.9938781624424315,0.7080181139566367,7.118156704724355,2.4482700710007195,0.3439472004565158,0.013892418814084095,0.005393028641548328,0.41137530177659265,0.13922617201271584,0.9713533261493801,0.7008652097966542,0.9728260256043484,0.7006466161844652,baseline
7,train,0.33791258931159973,72.875,72.875,1.4697265625,3.431640625,3.431640625,35,10,3.11328125,9.4375,3.113237694522306,3.1133158365210236,3.113592438546478,3.1461672285683253,3.1049889598575637,3.1076030754272854,3.1165719244008048,3.2866859958934422,0.67041015625,,,3.1171875,0.6362258444385733,0.6275924710045304,7.162105003080282,2.471618860484223,0.34509670821933325,0.013421937447903431,0.0047709516707053,0.44161389434744613,0.13717089879213393,0.9943734510424589,0.6082391235100904,0.9944484283152821,0.608098648090101,7.123007648482169,2.4684672682568465,0.34654845117046146,0.013738642350705987,0.004912351792025122,0.4350112164038471,0.13633858620572697,0.9712563740043842,0.6006356629862015,0.9732531316117052,0.6009257781109696,baseline
8,train,0.3313123285770416,73.375,73.375,1.46484375,3.43359375,3.43359375,38,9,3.119140625,9.4453125,3.116229876406833,3.1163081174483755,3.1165893686534734,3.149188504077039,3.0908771332408658,3.0934975044663444,3.102651697886341,3.2729756230135685,0.669921875,,,3.119140625,0.624583440774452,0.6139826399228621,7.162105003080282,2.5146566465409084,0.3511058055501006,0.013007610888240428,0.0046851187399899906,0.48088288426304704,0.15109994677163827,0.9943734861091365,0.6222826794524546,0.9944942106486492,0.6221631801772879,7.120398965807443,2.512481092928031,0.35285678583364594,0.012537596404909479,0.0045445538863858005,0.481099670764741,0.1530235727609598,0.9689649592418315,0.6164841094381028,0.9719889248599403,0.6170831152466164,baseline
9,train,0.32049688696861267,74.375,74.375,1.4599609375,3.431640625,3.431640625,27,9,3.1328125,9.4375,3.1345529109681207,3.1346315692051827,3.1349276114423352,3.167596286552568,3.120199566786915,3.122819743525492,3.1324261242202693,3.302150949713713,0.66796875,,,3.1328125,0.6292341264051247,0.6263435176949189,7.162105003080282,2.5827613789853143,0.36061484408208466,0.012348312683284846,0.004537715786316287,0.5456348478620896,0.1744667736460794,0.9943735310709441,0.6445087698535524,0.9934255923035433,0.643685354093954,7.121398856673271,2.5705305411510664,0.36095865333287597,0.01194692550157761,0.004401014486674695,0.5376772124616771,0.17312540939231522,0.9717146902724423,0.6336426533043075,0.9723640102283344,0.6332228015348549,baseline
10,train,0.3058249056339264,76.8125,76.8125,1.455078125,3.431640625,3.431640625,37,9,3.466796875,9.4375,3.4653716602338465,3.465449273124886,3.465834674797413,3.497830598602763,3.456191346042279,3.458772576366869,3.471228885896178,3.634533928014362,0.6328125,,,3.466796875,0.6380772964758482,0.6206786251775042,7.162105003080282,2.6863134030017575,0.37507316659647216,0.015438717349635311,0.005233713331114803,0.7097739160517484,0.21149148636296158,0.9943734789688063,0.5613372661915756,0.9290210449926599,0.524296664176538,7.1287599997913835,2.6396516361384696,0.3702820176602546,0.015288530112630205,0.005129084789082109,0.6634044312451124,0.19641883857020662,0.9746648297682938,0.540708283308399,0.9122342531660026,0.5052408903760385,baseline
