epoch,phase,loss,accuracy,length,symbol_entropy,symbol_entropy_nn,message_entropy,message_entropy_nn,lexicon_size,actual_vocab_size,H_msg,MI_inp,VI_inp,IS_inp,VInorm_inp,MI_cat,VI_cat,VInorm_cat,IS_cat,max_rep,redundancy,redundancy_adj,redundancy_adj2,topsim,topsim_cat
1,train,0.7423270344734192,55.0625,4.10546875,4.44921875,4.44921875,20.203125,19.765625,19831,10,8.29889999580413,,,,,-0.01998738872284811,11.814016448450008,1.0016947040423276,-0.0016947040423276327,1.87890625,0.4819516524660662,0.303783493875859,0.303783493875859,,
2,train,0.4004458785057068,72.625,4.87890625,3.83984375,3.83984375,19.15625,18.9375,3157,10,5.817724533589394,,,,,0.2881394830010624,8.716587242787451,0.9680013073383045,0.03199869266169553,2.861328125,0.6368358960154477,0.5802269478599229,0.5802269478599229,,
3,train,0.32829365134239197,76.625,5.00390625,3.818359375,3.818359375,19.421875,19.21875,2994,10,6.031678857759874,,,,,0.32404119141306964,8.858738150133917,0.9647120790600986,0.03528792093990141,2.908203125,0.6234800676357473,0.5743702062909348,0.5743702062909348,,
4,train,0.29239457845687866,77.4375,5.02734375,3.88671875,3.88671875,19.859375,19.671875,3880,10,6.632067390457691,,,,,0.31644641123532047,9.474316243187232,0.9676790846224447,0.032320915377555326,2.826171875,0.5860015720038343,0.5342617346336598,0.5342617346336598,,
5,train,0.2668467164039612,77.625,5.02734375,3.92578125,3.92578125,20.078125,19.890625,4740,10,7.08745348530446,,,,,0.31124723879770855,9.940100682909225,0.9696384084146972,0.030361591585302827,2.740234375,0.5575746703608967,0.502879708167882,0.502879708167882,,
6,train,0.2497480809688568,77.5625,5.03125,3.935546875,3.935546875,20.140625,19.953125,5337,10,7.37085417211565,,,,,0.3587304935820814,10.128534860151671,0.9657937048904399,0.03420629510956008,2.689453125,0.5398837405308291,0.4829304543034466,0.4829304543034466,,
7,train,0.23613594472408295,77.375,5.03125,3.943359375,3.943359375,20.1875,19.984375,5853,10,7.585918815298639,,,,,0.349260750872201,10.36253898875442,0.9673947647116511,0.03260523528834891,2.642578125,0.526458601889533,0.4679986003829276,0.4679986003829276,,
8,train,0.22445784509181976,77.375,5.03125,3.947265625,3.947265625,20.203125,20.015625,6593,10,7.797667729264331,,,,,0.34965583082491847,10.573497742814677,0.9679894795520656,0.0320105204479344,2.607421875,0.5132404434555846,0.453276317882196,0.453276317882196,,
9,train,0.2150600254535675,77.375,5.03515625,3.94140625,3.94140625,20.171875,19.984375,6751,10,7.934957286721218,,,,,0.40993812135504726,10.590222719211305,0.962733442965372,0.037266557034628,2.5859375,0.504670316280879,0.44398802747296506,0.44398802747296506,,
10,train,0.2094939947128296,77.125,5.03515625,3.9375,3.9375,20.140625,19.953125,6770,10,7.936674416495085,,,,,0.38040021146910163,10.651015668757065,0.9655166466753402,0.03448335332465979,2.576171875,0.504563126624141,0.4435781725543696,0.4435781725543696,,
11,train,0.20523065328598022,77.0625,5.03125,3.9296875,3.9296875,20.09375,19.90625,7023,10,7.96703019208406,,,,,0.3846026195625498,10.672966628159141,0.9652181586254327,0.0347818413745673,2.57421875,0.5026682056840248,0.44138526196773653,0.44138526196773653,,
12,train,0.20303644239902496,77.1875,5.03515625,3.92578125,3.92578125,20.0625,19.875,7024,10,7.974638164316185,,,,,0.40093169225674075,10.647916455002886,0.9637128063565449,0.03628719364345512,2.568359375,0.502193287629231,0.4407966913777549,0.4407966913777549,,
13,train,0.1994083821773529,77.25,5.03125,3.921875,3.921875,20.046875,19.84375,7029,10,7.981696946783736,,,,,0.3731679811155306,10.710502659752859,0.9663317331228192,0.03366826687718083,2.56640625,0.5017526520516525,0.44036073466999903,0.44036073466999903,,
14,train,0.19719617068767548,77.4375,5.03515625,3.916015625,3.916015625,20.015625,19.8125,7127,10,8.01230224435769,,,,,0.41922482200612166,10.648994275545629,0.9621235522796208,0.037876447720379236,2.5625,0.49984215501686635,0.43818241059020924,0.43818241059020924,,
15,train,0.19498226046562195,77.5,5.03125,3.9140625,3.9140625,20.0,19.8125,6999,10,8.019039832946609,,,,,0.43908736267933435,10.616006782788123,0.9602818974762546,0.03971810252374541,2.560546875,0.49942156956137007,0.4383825276624784,0.4383825276624784,,
16,train,0.19384333491325378,77.6875,5.03515625,3.91015625,3.91015625,19.96875,19.78125,7032,10,7.997124325184689,,,,,0.41348818874907245,10.645289622886725,0.9626099560193705,0.037390043980629506,2.5625,0.5007896174456885,0.4394630615964866,0.4394630615964866,,
17,train,0.1924443393945694,77.8125,5.03515625,3.90234375,3.90234375,19.921875,19.734375,6949,10,7.977873551233912,,,,,0.42050561761242555,10.612003991209242,0.9618848627807959,0.03811513721920412,2.5625,0.5019913226884305,0.44071170252229974,0.44071170252229974,,
18,train,0.19126318395137787,78.0625,5.03125,3.896484375,3.896484375,19.890625,19.703125,6849,10,7.953868649217345,,,,,0.4062596819888853,10.616490960439755,0.9631435296717032,0.03685647032829675,2.55859375,0.5034897983693862,0.4423523144461742,0.4423523144461742,,
19,train,0.18972048163414001,78.375,5.03125,3.89453125,3.89453125,19.875,19.6875,6632,10,7.971518346088007,,,,,0.4400482774820915,10.566563466324006,0.960019642036549,0.03998035796345101,2.55859375,0.5023880383405941,0.4438432709592295,0.4438432709592295,,
20,train,0.18951062858104706,78.375,5.03125,3.890625,3.890625,19.859375,19.671875,6722,10,7.944248471253643,,,,,0.41844001738933834,10.582510111675148,0.9619632838545626,0.038036716145437355,2.55859375,0.5040903258247837,0.44321076267767057,0.44321076267767057,,
21,train,0.18879617750644684,78.5625,5.03125,3.888671875,3.888671875,19.84375,19.65625,6915,10,7.957114855102307,,,,,0.4112762025625045,10.60970412517748,0.9626824302074729,0.037317569792527094,2.5546875,0.5032871580682248,0.4423912396479065,0.4423912396479065,,
22,train,0.18784861266613007,78.625,5.03125,3.8828125,3.8828125,19.8125,19.625,6706,10,7.922370253864513,,,,,0.4183166160572167,10.560878696950262,0.961899155253972,0.03810084474602804,2.5546875,0.5054560459046928,0.4447274928071384,0.4447274928071384,,
23,train,0.18799027800559998,78.8125,5.03515625,3.87890625,3.87890625,19.796875,19.609375,6660,10,7.922079454960393,,,,,0.41781919091164355,10.561582748337287,0.9619451775949623,0.03805482240503766,2.55078125,0.5054741986588915,0.44489078105335267,0.44489078105335267,,
24,train,0.18681716918945312,78.875,5.03125,3.876953125,3.876953125,19.765625,19.578125,6792,10,7.919391736498369,,,,,0.4248174933413118,10.544898425015926,0.9612736103192606,0.03872638968073938,2.548828125,0.5056419760882607,0.4447565799797283,0.4447565799797283,,
25,train,0.18687212467193604,79.0625,5.03125,3.869140625,3.869140625,19.71875,19.53125,6684,10,7.903783468366484,,,,,0.3867621488770876,10.60540084581249,0.9648147367298013,0.03518526327019866,2.548828125,0.5066163025071448,0.4460622021556826,0.4460622021556826,,
1,val,1.000949740409851,60.46875,4.62109375,3.0859375,3.0859375,16.09375,16.09375,503,10,8.195846166765998,-0.5761247053292333,16.00625748601413,-0.03733763756397579,1.0373376375639758,-0.07775812655179593,11.532133072652002,1.006788508924991,-0.006788508924991055,2.36328125,0.48838465754713,0.38821124273826213,0.38821124273826213,0.3822433000157838,0.4259085672363946
2,val,1.2352501153945923,61.03125,4.81640625,3.03515625,3.03515625,15.875,15.875,475,10,8.24096986684451,-0.11027635700102856,15.119684489436233,-0.0073471489367207266,1.0073471489367207,0.26870857666826353,10.884323366290396,0.9759071274929945,0.024092872507005536,2.48828125,0.4855678675783258,0.4238222309283347,0.4238222309283347,0.37350229389308703,0.3846266259726348
3,val,1.1906551122665405,63.03125,4.83984375,3.048828125,3.048828125,16.09375,16.09375,518,10,8.68414632442001,-0.014883114288254617,15.372074461586186,-0.0009691299633949324,1.000969129963395,0.3176970669296395,11.22952284334314,0.972487138081868,0.02751286191813196,2.3984375,0.45790313711657704,0.38043866204664956,0.38043866204664956,0.3774796689160173,0.3865979007993332
4,val,1.3084784746170044,62.8125,4.828125,3.16015625,3.16015625,16.484375,16.484375,545,10,8.942584828717466,0.3323643939521137,14.936017949402904,0.02176814717354536,0.9782318528264546,0.6092506212141586,10.904854239071561,0.9470865839240724,0.05291341607592759,2.361328125,0.4417704399930872,0.3778459331311511,0.3778459331311511,0.3864351410828905,0.39984999688344147
5,val,1.3097373247146606,62.53125,4.859375,3.1640625,3.1640625,16.578125,16.578125,593,10,9.31165347583362,0.13592047610083746,15.697974432221612,0.008584146660553849,0.9914158533394462,0.5415228822578761,11.409378364100277,0.9546876950035131,0.04531230499648686,2.298828125,0.4187317959725815,0.3457421112579139,0.3457421112579139,0.39439824916117644,0.39151182306394855
