epoch,phase,loss,accuracy,length,symbol_entropy,symbol_entropy_nn,message_entropy,message_entropy_nn,lexicon_size,actual_vocab_size,H_msg,MI_inp,VI_inp,IS_inp,VInorm_inp,MI_cat,VI_cat,VInorm_cat,IS_cat,max_rep,redundancy,redundancy_adj,redundancy_adj2,topsim,topsim_cat
1,train,0.6627960801124573,47.90625,3.236328125,1.896484375,1.896484375,9.6484375,9.6484375,28482,11,9.37497799840911,,,,,-0.0901370963943382,13.030393866397969,1.0069656342989486,-0.006965634298948586,0.9501953125,0.4406885704490804,0.04254926073049259,0.04254926073049259,,
2,train,0.40521764755249023,59.46875,3.390625,1.2685546875,1.2685546875,5.91796875,5.91796875,3620,11,6.331100901283516,,,,,0.2831581382425927,9.239926299998512,0.9702661317266561,0.0297338682733439,1.75390625,0.6222863566902344,0.3936935043408316,0.3936935043408316,,
3,train,0.3240998685359955,63.53125,3.423828125,0.90625,0.90625,3.705078125,3.705078125,354,11,4.253219544374661,,,,,0.5002900088961892,6.727781201782466,0.9307851300417368,0.0692148699582632,2.087890625,0.7462528121173418,0.5974926987269223,0.5974926987269223,,
4,train,0.29413077235221863,64.375,3.431640625,0.869140625,0.869140625,3.439453125,3.439453125,244,11,4.172727844246377,,,,,0.5379042409116952,6.572061037623167,0.9243450256310478,0.07565497436895219,2.1015625,0.7510549490261831,0.6071356511918788,0.6071356511918788,,
5,train,0.27547749876976013,65.125,3.443359375,0.8681640625,0.8681640625,3.416015625,3.416015625,230,11,4.329164281965791,,,,,0.5564203894376716,6.69146517829063,0.9232299704185216,0.07677002958147838,2.08984375,0.7417219471109202,0.5938195361491795,0.5938195361491795,,
6,train,0.25907596945762634,65.6875,3.453125,0.84375,0.84375,3.2578125,3.2578125,173,11,4.343350743729442,,,,,0.5830485366608267,6.65239534560797,0.9194177238953304,0.08058227610466961,2.080078125,0.7408755824356492,0.5938874852076342,0.5938874852076342,,
7,train,0.24728956818580627,65.8125,3.458984375,0.81201171875,0.81201171875,3.060546875,3.060546875,153,11,4.278101029351896,,,,,0.608007724662639,6.5372272552268,0.914907245685565,0.08509275431443497,2.06640625,0.7447683820808844,0.6005544374073477,0.6005544374073477,,
8,train,0.2371453195810318,65.6875,3.46484375,0.79052734375,0.79052734375,2.9296875,2.9296875,142,11,4.214993047374149,,,,,0.6185475459960008,6.453039630582329,0.9125305917114788,0.08746940828852123,2.060546875,0.7485334059158242,0.6071677365688388,0.6071677365688388,,
9,train,0.2291995733976364,65.875,3.46875,0.779296875,0.779296875,2.861328125,2.861328125,137,11,4.178593756315519,,,,,0.6229232108348723,6.407889009845955,0.9114009603324961,0.08859903966750393,2.060546875,0.7507049885606152,0.6106450180151843,0.6106450180151843,,
10,train,0.22227580845355988,65.9375,3.47265625,0.78173828125,0.78173828125,2.87890625,2.87890625,141,11,4.228559517123983,,,,,0.627729317374965,6.448242557574235,0.9112871943997839,0.0887128056002161,2.052734375,0.7477240299801124,0.6063578335986647,0.6063578335986647,,
