epoch,phase,loss,accuracy,length,symbol_entropy,symbol_entropy_nn,message_entropy,message_entropy_nn,lexicon_size,actual_vocab_size,H_msg,MI_inp,VI_inp,IS_inp,VInorm_inp,MI_cat,VI_cat,VInorm_cat,IS_cat,max_rep,redundancy,redundancy_adj,redundancy_adj2,topsim,topsim_cat
1,train,0.6620557308197021,47.59375,3.234375,1.6416015625,1.6416015625,8.8125,8.8125,24239,10,9.143519836850418,,,,,-0.07147819228155683,12.761617896613718,1.0056325772565888,-0.005632577256588833,0.96826171875,0.45449737034648685,0.06887753973528843,0.04424705523597772,,
2,train,0.4037821888923645,59.4375,3.384765625,1.0439453125,1.0439453125,5.22265625,5.22265625,3255,10,6.4157961984084535,,,,,0.2632700097315759,9.364397854145484,0.9726548512626445,0.027345148737355496,1.7197265625,0.6172334330759894,0.3842911311787168,0.3628815251162357,,
3,train,0.3220275938510895,63.34375,3.4140625,0.67919921875,0.67919921875,2.986328125,2.986328125,374,10,4.419674938575433,,,,,0.49899637922449536,6.896823855326624,0.9325299475380256,0.06747005246197435,2.05859375,0.7363220789996008,0.5808444742563559,0.5658295286735784,,
4,train,0.2920553386211395,63.90625,3.421875,0.65087890625,0.65087890625,2.76953125,2.76953125,251,10,4.373611998846163,,,,,0.5305293630595314,6.787694947927281,0.9275057253624968,0.07249427463750324,2.076171875,0.7390701951737046,0.5867405461697138,0.5718905664546874,,
5,train,0.27312609553337097,64.5,3.4296875,0.66015625,0.66015625,2.810546875,2.810546875,241,10,4.571360946730385,,,,,0.5467586649536846,6.952985292023199,0.9270963558102481,0.07290364418975193,2.06640625,0.7272724878348624,0.5694335444177172,0.5539361252068642,,
6,train,0.25348344445228577,65.25,3.4375,0.64990234375,0.64990234375,2.736328125,2.736328125,293,10,4.681458474416403,,,,,0.5680559701548784,7.020488209306829,0.9251429580271385,0.07485704197286147,2.03515625,0.7207040664891763,0.5602768654563707,0.5444333828629332,,
7,train,0.24029847979545593,65.625,3.439453125,0.625,0.625,2.578125,2.578125,313,10,4.656961657404788,,,,,0.5890355606883757,6.95403221122822,0.9219103449021896,0.0780896550978104,2.005859375,0.7221655472248685,0.5627525272791112,0.5469997276409735,,
8,train,0.2256883829832077,66.1875,3.443359375,0.623046875,0.623046875,2.5625,2.5625,459,10,4.790126937944309,,,,,0.6041377683596183,7.056993076425253,0.9211424813647622,0.07885751863523782,1.9736328125,0.7142209031480773,0.5512152799361953,0.5350598463458449,,
9,train,0.20416465401649475,67.5625,3.447265625,0.66162109375,0.66162109375,2.791015625,2.791015625,700,10,5.214273799518177,,,,,0.6263924007207393,7.43663067327688,0.922312959423273,0.07768704057672704,1.9423828125,0.6889162904304077,0.5120497771972472,0.4944930432663718,,
10,train,0.19085080921649933,68.6875,3.45703125,0.669921875,0.669921875,2.841796875,2.841796875,901,10,5.43818931319358,,,,,0.6361897395966736,7.640951509200415,0.9231389533567365,0.07686104664326354,1.9140625,0.675557485100553,0.4919244885718711,0.4736186703513775,,
