epoch,phase,loss,accuracy,length,symbol_entropy,symbol_entropy_nn,message_entropy,message_entropy_nn,lexicon_size,actual_vocab_size,H_msg,MI_inp,VI_inp,IS_inp,VInorm_inp,MI_cat,VI_cat,VInorm_cat,IS_cat,max_rep,redundancy,redundancy_adj,redundancy_adj2,topsim,topsim_cat
1,train,0.6347724795341492,45.46875,4.109375,1.595703125,1.595703125,12.3125,12.3125,61052,10,13.625185508832354,,,,,-1.0102808215421568,19.120888827116854,1.0557839262619553,-0.055783926261955274,1.046875,0.49021550692311766,0.027153577127992823,0.013938288532501786,,
2,train,0.3607405126094818,54.75,4.43359375,1.302734375,1.302734375,9.765625,9.765625,33564,10,11.879561189422715,,,,,-1.1853926021518397,17.725488068926577,1.0716678210553876,-0.0716678210553876,1.693359375,0.5555278073094911,0.20558145790056148,0.18470851401203903,,
3,train,0.3074796795845032,59.09375,4.47265625,0.9443359375,0.9443359375,6.52734375,6.52734375,6171,10,7.900567525327493,,,,,-0.25476058794412815,11.885230376415933,1.02190458275354,-0.021904582753540014,2.470703125,0.704401322953884,0.4630952303202087,0.44408035549370717,,
4,train,0.28248918056488037,60.5625,4.4921875,0.7685546875,0.7685546875,4.90625,4.90625,1784,10,6.353294397405825,,,,,0.2934467649521313,9.241542542701744,0.9692242166735754,0.03077578332642461,2.8203125,0.762292340045557,0.5676844705040143,0.551739637229316,,
5,train,0.26314225792884827,61.59375,4.49609375,0.7001953125,0.7001953125,4.26171875,4.26171875,987,10,5.889429466219805,,,,,0.4421352389361033,8.48030066354778,0.9504468013255193,0.049553198674480714,2.83984375,0.7796477843914354,0.6004010026427409,0.5855385517176744,,
6,train,0.2443181723356247,62.28125,4.5078125,0.6630859375,0.6630859375,3.912109375,3.912109375,753,10,5.681782361876913,,,,,0.5202743707080568,8.116375295660983,0.939759699558731,0.060240300441269046,2.759765625,0.7874168730220235,0.6152900606022534,0.6009510681042911,,
7,train,0.2327447235584259,62.75,4.5078125,0.6328125,0.6328125,3.630859375,3.630859375,567,10,5.460367780926452,,,,,0.5601450663956768,7.815219323335282,0.9331199168978879,0.06688008310211213,2.728515625,0.7957010699481125,0.630161938694753,0.6163600935687887,,
8,train,0.22579656541347504,62.71875,4.5078125,0.60986328125,0.60986328125,3.41796875,3.41796875,418,10,5.3045791732975385,,,,,0.600607832578957,7.578505183339808,0.9265680971261784,0.07343190287382162,2.740234375,0.8015298798616199,0.6408083040074504,0.6273819203266755,,
9,train,0.21812660992145538,63.21875,4.5078125,0.60009765625,0.60009765625,3.33203125,3.33203125,351,10,5.2631669991557555,,,,,0.6365258541808902,7.4652569659941586,0.9214338537197252,0.0785661462802748,2.767578125,0.8030793108171393,0.6435411166024241,0.6302124582613198,,
10,train,0.2103002369403839,63.5625,4.51171875,0.59326171875,0.59326171875,3.267578125,3.267578125,287,10,5.251544892567505,,,,,0.6488730975663302,7.428940372635025,0.9196721860488621,0.08032781395113786,2.76171875,0.8035141503803686,0.6443705743679862,0.6310570101310536,,
11,train,0.205706387758255,63.78125,4.5078125,0.58642578125,0.58642578125,3.20703125,3.20703125,265,10,5.24883256642771,,,,,0.6322080368247942,7.459558167978305,0.9218702047459639,0.07812979525403607,2.77734375,0.8036156317000421,0.6443232309533513,0.6310090674829794,,
12,train,0.2010900229215622,64.125,4.515625,0.58544921875,0.58544921875,3.1953125,3.1953125,256,10,5.303469197281053,,,,,0.6386511262507693,7.501308619979695,0.9215412426890044,0.07845875731099561,2.74609375,0.8015714094657875,0.6410687863341908,0.6276265428907846,,
13,train,0.19606469571590424,64.5,4.51953125,0.57666015625,0.57666015625,3.115234375,3.115234375,226,10,5.298701746251551,,,,,0.6686035387564999,7.436636343938734,0.9175097161301821,0.08249028386981794,2.7265625,0.8017497830082811,0.6415220605439601,0.628090189287848,,
14,train,0.1903410404920578,64.6875,4.515625,0.5712890625,0.5712890625,3.060546875,3.060546875,215,10,5.313296320400339,,,,,0.6652768790058321,7.457884237588856,0.9181012330720921,0.08189876692790787,2.73046875,0.8012037289689221,0.640216114627089,0.6267365200360349,,
15,train,0.18605859577655792,65.0,4.515625,0.56494140625,0.56494140625,2.998046875,2.998046875,201,10,5.314177720812716,,,,,0.7036267414248822,7.382065913163134,0.9129787921105772,0.0870212078894228,2.73828125,0.8011707514904042,0.6401582290912392,0.6266723539693297,,
16,train,0.182028129696846,65.8125,4.52734375,0.556640625,0.556640625,2.927734375,2.927734375,201,10,5.31082467045291,,,,,0.7124301893593508,7.3611059669343915,0.9117573544519306,0.08824264554806938,2.724609375,0.8012962054210554,0.6411957852260681,0.6277407035174413,,
17,train,0.1794125884771347,65.4375,4.51953125,0.54541015625,0.54541015625,2.822265625,2.822265625,190,10,5.253183561329098,,,,,0.6921608717606524,7.344003493007974,0.9138692490169618,0.08613075098303824,2.724609375,0.8034528398078697,0.644743622780076,0.6314276093951479,,
18,train,0.17577911913394928,65.5625,4.51171875,0.53173828125,0.53173828125,2.693359375,2.693359375,184,10,5.179368396729738,,,,,0.7218288323877999,7.210852407154319,0.9090056929566649,0.09099430704333511,2.744140625,0.8062146243165854,0.6490115801073906,0.6358538015015398,,
19,train,0.17221465706825256,65.9375,4.5078125,0.51904296875,0.51904296875,2.576171875,2.576171875,180,10,5.0880600305111585,,,,,0.7241418797160746,7.114917946279189,0.907623886564211,0.092376113435789,2.748046875,0.8096309146236966,0.6551247019730477,0.6421961748180574,,
20,train,0.1712595671415329,66.0625,4.52734375,0.51611328125,0.51611328125,2.560546875,2.560546875,184,10,5.101663655094591,,,,,0.7191614818541838,7.138482366586405,0.9084761926443247,0.09152380735567534,2.720703125,0.8091219368297593,0.6557292079076251,0.6428138210102566,,
