epoch,phase,loss,accuracy,length,symbol_entropy,symbol_entropy_nn,message_entropy,message_entropy_nn,lexicon_size,actual_vocab_size,H_msg,MI_inp,VI_inp,IS_inp,VInorm_inp,MI_cat,VI_cat,VInorm_cat,IS_cat,max_rep,redundancy,redundancy_adj,redundancy_adj2,topsim,topsim_cat
1,train,0.7584506273269653,49.21875,3.75390625,4.5546875,4.5546875,19.328125,18.578125,18075,10,7.816940480731175,,,,,0.035140034396293984,11.222825574804176,0.9968786514707794,0.0031213485292206355,1.7822265625,0.5120373662941682,0.29088179206199893,0.29088179206199893,,
2,train,0.37582218647003174,67.75,4.3984375,4.203125,4.203125,19.546875,18.984375,2635,10,6.346345812247594,,,,,0.3072807935393591,9.207949388034463,0.967706425627579,0.032293574372420975,2.41015625,0.6038373805472997,0.5115917121291633,0.5115917121291633,,
3,train,0.2787008583545685,73.75,4.703125,4.3125,4.3125,21.328125,20.875,4720,10,7.504297444642157,,,,,0.3638775462540984,10.25270751499955,0.9657255563672628,0.03427444363273724,2.42578125,0.5315537128335646,0.4538191096056602,0.4538191096056602,,
4,train,0.24386970698833466,74.4375,4.73046875,4.3359375,4.3359375,21.484375,21.046875,5697,10,7.934098269658219,,,,,0.3872760440804992,10.635711344362809,0.9648665075597813,0.03513349244021868,2.41015625,0.5047239393357676,0.42742659056996035,0.42742659056996035,,
5,train,0.22659315168857574,74.4375,4.71484375,4.38671875,4.38671875,21.640625,21.203125,7268,10,8.395104667441982,,,,,0.37505092816159014,11.121167973984392,0.9673761493797252,0.03262385062027484,2.3359375,0.47594619738259336,0.3928126794238198,0.3928126794238198,,
6,train,0.21472202241420746,74.625,4.6953125,4.41015625,4.41015625,21.703125,21.25,8432,10,8.708572751949902,,,,,0.3845778665823705,11.41558218165075,0.9674090974181359,0.032590902581864145,2.28515625,0.45637834823800083,0.36844759479877287,0.36844759479877287,,
7,train,0.20538780093193054,74.9375,4.69921875,4.44921875,4.44921875,21.90625,21.453125,10140,10,9.060603571652472,,,,,0.36304359815139264,11.810681538215276,0.9701781012726441,0.029821898727355856,2.21875,0.43440326906845583,0.34361205875825895,0.34361205875825895,,
8,train,0.19701199233531952,75.25,4.6875,4.453125,4.453125,21.875,21.421875,10668,10,9.18965565929721,,,,,0.35183854801950787,11.962143726123784,0.9714277201163191,0.02857227988368094,2.185546875,0.4263473555396793,0.33443785141435556,0.33443785141435556,,
9,train,0.18902137875556946,76.0,4.6875,4.4609375,4.4609375,21.921875,21.46875,11666,10,9.374982815172642,,,,,0.375169704463838,12.100808569110555,0.9699286343533884,0.030071365646611614,2.1640625,0.4147785419736679,0.3210266913144525,0.3210266913144525,,
10,train,0.18030285835266113,76.4375,4.69140625,4.48046875,4.48046875,22.046875,21.59375,13145,10,9.565699449799373,,,,,0.32011977130889946,12.401625070047164,0.9748368030249869,0.025163196975013125,2.123046875,0.40287329700559216,0.3074580874668993,0.3074580874668993,,
11,train,0.17446540296077728,76.8125,4.6796875,4.4609375,4.4609375,21.890625,21.40625,12286,10,9.547690199399813,,,,,0.2983846023414696,12.427086157582464,0.9765521757135174,0.02344782428648262,2.1171875,0.40399750170917137,0.3085615619676678,0.3085615619676678,,
12,train,0.1686636358499527,77.1875,4.66796875,4.4453125,4.4453125,21.75,21.265625,12227,10,9.577624587024268,,,,,0.3725303665619766,12.308729016765904,0.9706235512340561,0.02937644876594392,2.095703125,0.4021288853803653,0.30608564523766235,0.30608564523766235,,
13,train,0.16345390677452087,77.4375,4.6640625,4.4375,4.4375,21.671875,21.1875,12192,10,9.585534292451364,,,,,0.2996014353394063,12.46249658463814,0.9765241236299537,0.023475876370046334,2.080078125,0.40163513201208045,0.30451642346331087,0.30451642346331087,,
14,train,0.15940408408641815,77.6875,4.6484375,4.42578125,4.42578125,21.546875,21.0625,12341,10,9.606867565865091,,,,,0.3452805692122407,12.392471590306199,0.9728931317795954,0.027106868220404645,2.08203125,0.4003034293713619,0.3024946363983744,0.3024946363983744,,
15,train,0.15492211282253265,78.0,4.66015625,4.4140625,4.4140625,21.515625,21.015625,11850,10,9.57851690672867,,,,,0.34905503470320376,12.356572000187851,0.9725275239274174,0.02747247607258263,2.078125,0.4020731834501611,0.3040510115396462,0.3040510115396462,,
16,train,0.15157902240753174,78.125,4.65625,4.4140625,4.4140625,21.515625,21.015625,12383,10,9.65761402315174,,,,,0.34196007816616536,12.449859029685,0.9732672831531614,0.026732716846838644,2.0546875,0.3971356458875458,0.29862550634035134,0.29862550634035134,,
17,train,0.14792680740356445,78.5,4.65234375,4.4140625,4.4140625,21.5,21.0,12823,10,9.698168262762143,,,,,0.34062619543107076,12.493081034765591,0.9734584723399639,0.026541527660036146,2.046875,0.3946040987154764,0.2960125465593948,0.2960125465593948,,
