epoch,phase,loss,accuracy,length,symbol_entropy,symbol_entropy_nn,message_entropy,message_entropy_nn,lexicon_size,actual_vocab_size,H_msg,MI_inp,VI_inp,IS_inp,VInorm_inp,MI_cat,VI_cat,VInorm_cat,IS_cat,max_rep,redundancy,redundancy_adj,redundancy_adj2,topsim,topsim_cat
1,train,0.7857652902603149,55.125,4.2421875,4.65234375,4.65234375,21.46875,20.421875,19076,10,8.2642015935465,,,,,-0.03553174747219856,11.81040676369108,1.0030175902014464,-0.0030175902014464295,1.9384765625,0.4841176563895646,0.31788299143555054,0.31788299143555054,,
2,train,0.39538517594337463,74.5625,5.0546875,4.12109375,4.12109375,21.21875,20.75,4615,10,6.8104987678867674,,,,,0.22099260444323932,9.843655234200472,0.9780426888266545,0.02195731117334554,2.732421875,0.5748632186953149,0.5195125366770859,0.5195125366770859,,
3,train,0.329013466835022,77.75,5.16015625,4.1484375,4.1484375,21.71875,21.3125,4841,10,7.244538022190072,,,,,0.2799992683901511,10.159681160609953,0.9731793257184053,0.026820674281594736,2.7265625,0.547768866604029,0.4978164860675085,0.4978164860675085,,
4,train,0.30089396238327026,78.75,5.203125,4.171875,4.171875,22.03125,21.625,5840,10,7.74491090817323,,,,,0.328171407019509,10.563709769334395,0.9698700893164384,0.030129910683561634,2.693359375,0.5165337213600305,0.4673902832862228,0.4673902832862228,,
5,train,0.2833666205406189,79.375,5.234375,4.18359375,4.18359375,22.1875,21.796875,7310,10,8.123187965317264,,,,,0.21184388926107545,11.174641861995294,0.9813951473800684,0.01860485261993161,2.65625,0.49292025397729966,0.44320102710800013,0.44320102710800013,,
6,train,0.2709842920303345,79.5,5.23046875,4.1875,4.1875,22.1875,21.796875,7984,10,8.342864012666425,,,,,0.16649936831886336,11.485006951228879,0.9857100563864839,0.014289943613516098,2.619140625,0.47920725425690824,0.4276461835995453,0.4276461835995453,,
7,train,0.26169419288635254,79.6875,5.23828125,4.19140625,4.19140625,22.234375,21.84375,9072,10,8.628148823855232,,,,,0.22080153033462402,11.661687438386167,0.9814179057169035,0.01858209428309654,2.6015625,0.461398710342942,0.41010927251395346,0.41010927251395346,,
8,train,0.2511281669139862,80.0,5.24609375,4.21875,4.21875,22.40625,22.0,10719,10,8.902315508307824,,,,,0.2032915849617698,11.970874013584467,0.9833013948006387,0.016698605199361283,2.57421875,0.4442842014440116,0.3924839470709708,0.3924839470709708,,
9,train,0.23942647874355316,80.4375,5.24609375,4.22265625,4.22265625,22.4375,22.046875,11324,10,9.126328345356205,,,,,0.17850458169001016,12.244460857176367,0.9856310811964797,0.014368918803520314,2.53515625,0.4303004831056806,0.37743245978225504,0.37743245978225504,,
10,train,0.23063530027866364,80.75,5.25,4.21484375,4.21484375,22.390625,21.984375,11602,10,9.214623391047853,,,,,0.25671741717202146,12.176330231903993,0.9793520121198039,0.02064798788019606,2.525390625,0.42478877642899837,0.37235062933542395,0.37235062933542395,,
