epoch,phase,loss,accuracy,length,symbol_entropy,symbol_entropy_nn,message_entropy,message_entropy_nn,lexicon_size,actual_vocab_size,H_msg,MI_inp,VI_inp,IS_inp,VInorm_inp,MI_cat,VI_cat,VInorm_cat,IS_cat,max_rep,redundancy,redundancy_adj,redundancy_adj2,topsim,topsim_cat
1,train,0.6747656464576721,48.28125,3.390625,1.515625,1.515625,8.609375,8.609375,24584,10,9.52542357963594,,,,,-0.1693415991603544,13.33932747836586,1.012858145841123,-0.012858145841122992,1.0322265625,0.4317129831869154,0.07930960486540217,0.054139790790262876,,
2,train,0.3883115351200104,60.71875,3.6875,1.0654296875,1.0654296875,5.95703125,5.95703125,6016,10,7.597077555278998,,,,,0.135261161242191,10.801775933203828,0.9876327418409435,0.012367258159056482,1.583984375,0.5467581568113162,0.33638315716509637,0.3129261943033712,,
3,train,0.31360936164855957,65.1875,3.77734375,0.93505859375,0.93505859375,5.16015625,5.16015625,4001,10,7.172598700591765,,,,,0.21261777520366287,10.22258385059365,0.9796249480529402,0.020375051947059797,1.6806640625,0.572082576246705,0.3910779263417158,0.3689898219589035,,
4,train,0.27388039231300354,68.125,3.861328125,0.7548828125,0.7548828125,4.09375,4.09375,2313,10,6.348098683314497,,,,,0.43290140391107457,8.957516575901558,0.9538996661446041,0.046100333855395914,1.80859375,0.6212722685751949,0.47237815819158013,0.45288040493949766,,
5,train,0.2526214122772217,69.4375,3.939453125,0.65869140625,0.65869140625,3.509765625,3.509765625,1634,10,5.943936061426653,,,,,0.47826552366702124,8.462625714501822,0.9465080705125574,0.053491929487442635,1.880859375,0.6453846210369818,0.5161436816623612,0.4980531697375472,,
6,train,0.23387442529201508,70.875,4.0546875,0.599609375,0.599609375,3.15625,3.15625,1306,10,5.790582092059903,,,,,0.506504745667737,8.25279330113364,0.9421751899568371,0.057824810043162866,1.994140625,0.6545337228107011,0.5417575927854021,0.5244193082963025,,
7,train,0.2221529185771942,71.75,4.109375,0.54345703125,0.54345703125,2.802734375,2.802734375,1072,10,5.5937696786581,,,,,0.5452286168759262,7.978533145315461,0.9360342731193659,0.06396572688063407,2.068359375,0.6662755564781304,0.563501793155079,0.5468762744333304,,
8,train,0.21156470477581024,72.1875,4.12890625,0.493408203125,0.493408203125,2.486328125,2.486328125,824,10,5.369510488699796,,,,,0.5809939387539895,7.682743311601029,0.9296935610181665,0.07030643898183353,2.1015625,0.6796548655439005,0.5827959638386117,0.5668572605088367,,
9,train,0.20595751702785492,72.5625,4.171875,0.47509765625,0.47509765625,2.376953125,2.376953125,827,10,5.356662660532202,,,,,0.5882845396161009,7.655314281709212,0.9286374128136523,0.07136258718634769,2.1328125,0.6804213673042525,0.5877452025834622,0.5719514457870498,,
10,train,0.19718745350837708,72.6875,4.16796875,0.46337890625,0.46337890625,2.294921875,2.294921875,839,10,5.316869594712505,,,,,0.5932760485920507,7.605538197937615,0.9276387986417465,0.07236120135825352,2.138671875,0.6827954226389537,0.5909388699560926,0.5752662570488714,,
11,train,0.19332432746887207,72.75,4.1875,0.457763671875,0.457763671875,2.259765625,2.259765625,828,10,5.323805122695189,,,,,0.6042615908611175,7.590502641382167,0.9262624800743409,0.07373751992565913,2.15234375,0.6823816488603545,0.5921144845922437,0.5764609715758533,,
12,train,0.18821725249290466,73.125,4.21875,0.461181640625,0.461181640625,2.28515625,2.28515625,924,10,5.402417791873606,,,,,0.6139184850624151,7.649801522157985,0.9257091861140012,0.07429081388599879,2.181640625,0.6776916149865198,0.5889390784583179,0.5731322739889151,,
13,train,0.1839793622493744,73.0625,4.2265625,0.46875,0.46875,2.330078125,2.330078125,1020,10,5.486107364880175,,,,,0.6123103979645652,7.736707269360257,0.9266607854525285,0.0733392145474715,2.18359375,0.6726986928991556,0.5835209430904469,0.5674949478526865,,
14,train,0.17828132212162018,73.4375,4.21875,0.472412109375,0.472412109375,2.345703125,2.345703125,1181,10,5.561362802804133,,,,,0.6229409693322872,7.790701564548768,0.9259606089961923,0.07403939100380774,2.189453125,0.6682089515286829,0.5767013431491527,0.5604461916472294,,
15,train,0.17599301040172577,73.875,4.22265625,0.474365234375,0.474365234375,2.357421875,2.357421875,1212,10,5.620045277855505,,,,,0.6130182557736319,7.869229466717454,0.9277292675444759,0.07227073245552407,2.203125,0.6647079535512861,0.5727857481295562,0.5563704876207687,,
16,train,0.17313335835933685,74.1875,4.2265625,0.4833984375,0.4833984375,2.412109375,2.412109375,1307,10,5.708870957363534,,,,,0.6320962171727231,7.9198992234273,0.9260878678475565,0.07391213215244352,2.208984375,0.6594086112173736,0.5665494062983891,0.5499007412641352,,
17,train,0.1670829802751541,74.125,4.21484375,0.492919921875,0.492919921875,2.466796875,2.466796875,1556,10,5.826024238975808,,,,,0.6246047259174148,8.052035487550189,0.9280130660543094,0.07198693394569056,2.19140625,0.6524192434101892,0.5566196066350019,0.5396330728932144,,
