epoch,phase,loss,accuracy,length,message,message_nn,message_entropy,message_entropy_nn,symbol_entropy,symbol_entropy_nn,lexicon_size,actual_vocab_size,max_rep,topsim,posdis,bosdis
1,train,1.6508039236068726,18.453125,3.52734375,0.09088134765625,0.0999755859375,13.2578125,13.2578125,2.283203125,2.283203125,1677,11,0.64599609375,,,
2,train,1.6226685047149658,20.53125,1.2734375,0.09088134765625,0.0999755859375,1.453125,1.453125,0.32666015625,0.32666015625,12,11,0.0139617919921875,,,
3,train,1.620232105255127,20.390625,1.0732421875,0.09088134765625,0.0999755859375,0.68701171875,0.68701171875,0.292724609375,0.292724609375,7,7,0.0018749237060546875,,,
4,train,1.6198844909667969,20.4375,1.0283203125,0.09088134765625,0.0999755859375,0.47265625,0.47265625,0.289306640625,0.289306640625,5,5,0.0018749237060546875,,,
5,train,1.619659423828125,19.984375,1.0126953125,0.09088134765625,0.0999755859375,0.38232421875,0.38232421875,0.288330078125,0.288330078125,2,2,0.00020837783813476562,,,
6,train,1.619558572769165,20.8125,1.005859375,0.09088134765625,0.0999755859375,0.337158203125,0.337158203125,0.287841796875,0.287841796875,3,3,0.00041675567626953125,,,
7,train,1.6194733381271362,21.640625,1.0029296875,0.09088134765625,0.0999755859375,0.314697265625,0.314697265625,0.28759765625,0.28759765625,2,2,0.00020837783813476562,,,
8,train,1.619629144668579,19.453125,1.001953125,0.09088134765625,0.0999755859375,0.303466796875,0.303466796875,0.28759765625,0.28759765625,2,2,0.00020837783813476562,,,
9,train,1.6194462776184082,21.046875,1.0009765625,0.09088134765625,0.0999755859375,0.29736328125,0.29736328125,0.28759765625,0.28759765625,1,1,0.0,,,
10,train,1.6193667650222778,19.625,1.0,0.09088134765625,0.0999755859375,0.293701171875,0.293701171875,0.287353515625,0.287353515625,1,1,0.0,,,
11,train,1.6193971633911133,21.0,1.0009765625,0.09088134765625,0.0999755859375,0.292724609375,0.292724609375,0.287353515625,0.287353515625,3,3,0.00041675567626953125,,,
12,train,1.619565486907959,20.875,1.0,0.09088134765625,0.0999755859375,0.290771484375,0.290771484375,0.287353515625,0.287353515625,2,2,0.00020837783813476562,,,
13,train,1.6193127632141113,20.265625,1.0,0.09088134765625,0.0999755859375,0.290771484375,0.290771484375,0.287353515625,0.287353515625,1,1,0.0,,,
14,train,1.6195834875106812,20.390625,1.0,0.09088134765625,0.0999755859375,0.290283203125,0.290283203125,0.287353515625,0.287353515625,1,1,0.0,,,
15,train,1.6194485425949097,20.953125,1.0,0.09088134765625,0.0999755859375,0.290283203125,0.290283203125,0.287109375,0.287109375,1,1,0.0,,,
16,train,1.6195205450057983,19.5625,1.0,0.09088134765625,0.0999755859375,0.289794921875,0.289794921875,0.287109375,0.287109375,1,1,0.0,,,
17,train,1.619310736656189,19.484375,1.0,0.09088134765625,0.0999755859375,0.2900390625,0.2900390625,0.287109375,0.287109375,2,2,0.00041675567626953125,,,
18,train,1.6191776990890503,20.875,1.0,0.09088134765625,0.0999755859375,0.289794921875,0.289794921875,0.287109375,0.287109375,2,2,0.00041675567626953125,,,
19,train,1.6194342374801636,20.796875,1.0,0.09088134765625,0.0999755859375,0.2900390625,0.2900390625,0.287109375,0.287109375,1,1,0.0,,,
20,train,1.619328260421753,20.453125,1.0,0.09088134765625,0.0999755859375,0.289794921875,0.289794921875,0.287109375,0.287109375,2,2,0.00020837783813476562,,,
21,train,1.6191874742507935,19.921875,1.0,0.09088134765625,0.0999755859375,0.289306640625,0.289306640625,0.287109375,0.287109375,1,1,0.0,,,
22,train,1.6189994812011719,21.0625,1.0,0.09088134765625,0.0999755859375,0.289306640625,0.289306640625,0.287109375,0.287109375,2,2,0.00020837783813476562,,,
23,train,1.619200587272644,20.703125,1.0,0.09088134765625,0.0999755859375,0.28955078125,0.28955078125,0.287109375,0.287109375,2,2,0.00020837783813476562,,,
24,train,1.619381308555603,21.109375,1.0,0.09088134765625,0.0999755859375,0.2890625,0.2890625,0.287109375,0.287109375,1,1,0.0,,,
25,train,1.6189308166503906,20.828125,1.0,0.09088134765625,0.0999755859375,0.289306640625,0.289306640625,0.287109375,0.287109375,1,1,0.0,,,
26,train,1.6184207201004028,21.328125,1.0,0.09088134765625,0.0999755859375,0.2890625,0.2890625,0.287109375,0.287109375,1,1,0.0,,,
27,train,1.6183445453643799,20.5625,1.0,0.09088134765625,0.0999755859375,0.288818359375,0.288818359375,0.286865234375,0.286865234375,2,2,0.00020837783813476562,,,
28,train,1.618677020072937,21.359375,1.0,0.09088134765625,0.0999755859375,0.28857421875,0.28857421875,0.286865234375,0.286865234375,1,1,0.0,,,
29,train,1.6181575059890747,22.3125,1.0,0.09088134765625,0.0999755859375,0.28857421875,0.28857421875,0.286865234375,0.286865234375,1,1,0.0,,,
30,train,1.618430256843567,20.75,1.0,0.09088134765625,0.0999755859375,0.288818359375,0.288818359375,0.286865234375,0.286865234375,1,1,0.0,,,
31,train,1.6185901165008545,21.234375,1.0,0.09088134765625,0.0999755859375,0.2890625,0.2890625,0.286865234375,0.286865234375,2,2,0.00020837783813476562,,,
32,train,1.6185411214828491,21.046875,1.0,0.09088134765625,0.0999755859375,0.288330078125,0.288330078125,0.286865234375,0.286865234375,2,2,0.00020837783813476562,,,
33,train,1.6171143054962158,22.671875,1.0,0.09088134765625,0.0999755859375,0.288330078125,0.288330078125,0.286865234375,0.286865234375,1,1,0.0,,,
34,train,1.6174105405807495,20.984375,1.0,0.09088134765625,0.0999755859375,0.288330078125,0.288330078125,0.286865234375,0.286865234375,2,2,0.00041675567626953125,,,
35,train,1.6157430410385132,23.296875,1.0,0.09088134765625,0.0999755859375,0.28759765625,0.28759765625,0.28662109375,0.28662109375,1,1,0.0,,,
36,train,1.6148509979248047,22.328125,1.0,0.09088134765625,0.0999755859375,0.28759765625,0.28759765625,0.28662109375,0.28662109375,1,1,0.0,,,
37,train,1.61345636844635,23.1875,1.0,0.09088134765625,0.0999755859375,0.287841796875,0.287841796875,0.28662109375,0.28662109375,1,1,0.0,,,
38,train,1.6134772300720215,23.421875,1.0,0.09088134765625,0.0999755859375,0.287841796875,0.287841796875,0.28662109375,0.28662109375,1,1,0.0,,,
39,train,1.6106081008911133,23.734375,1.0,0.09088134765625,0.0999755859375,0.287841796875,0.287841796875,0.28662109375,0.28662109375,1,1,0.0,,,
40,train,1.6103276014328003,24.125,1.0,0.09088134765625,0.0999755859375,0.287841796875,0.287841796875,0.28662109375,0.28662109375,1,1,0.0,,,
41,train,1.609377145767212,24.703125,1.0,0.09088134765625,0.0999755859375,0.287841796875,0.287841796875,0.28662109375,0.28662109375,2,2,0.00020837783813476562,,,
42,train,1.6079448461532593,24.546875,1.0,0.09088134765625,0.0999755859375,0.287841796875,0.287841796875,0.28662109375,0.28662109375,2,2,0.00020837783813476562,,,
43,train,1.6058417558670044,24.828125,1.0,0.09088134765625,0.0999755859375,0.286865234375,0.286865234375,0.28662109375,0.28662109375,1,1,0.0,,,
44,train,1.6051539182662964,25.171875,1.0,0.09088134765625,0.0999755859375,0.287109375,0.287109375,0.28662109375,0.28662109375,1,1,0.0,,,
45,train,1.602904200553894,25.390625,1.0,0.09088134765625,0.0999755859375,0.286865234375,0.286865234375,0.28662109375,0.28662109375,1,1,0.0,,,
46,train,1.6014617681503296,25.765625,1.0,0.09088134765625,0.0999755859375,0.286865234375,0.286865234375,0.28662109375,0.28662109375,1,1,0.0,,,
47,train,1.600527286529541,25.671875,1.0,0.09088134765625,0.0999755859375,0.287109375,0.287109375,0.28662109375,0.28662109375,1,1,0.0,,,
48,train,1.5970354080200195,26.484375,1.0,0.09088134765625,0.0999755859375,0.286865234375,0.286865234375,0.28662109375,0.28662109375,1,1,0.0,,,
49,train,1.598575472831726,25.734375,1.0,0.09088134765625,0.0999755859375,0.287353515625,0.287353515625,0.28662109375,0.28662109375,1,1,0.0,,,
50,train,1.5948940515518188,26.5,1.0,0.09088134765625,0.0999755859375,0.286865234375,0.286865234375,0.28662109375,0.28662109375,1,1,0.0,,,
1,val,1.6249196529388428,19.21875,1.5400390625,0.09088134765625,0.0999755859375,2.12890625,2.12890625,0.171875,0.171875,10,10,0.0270843505859375,0.01117939090774064,0.0016397273866459727,0.0007556091295555234
