epoch,phase,loss,accuracy,length,message,message_nn,message_entropy,message_entropy_nn,symbol_entropy,symbol_entropy_nn,lexicon_size,actual_vocab_size,max_rep,topsim,posdis,bosdis
1,train,1.6481267213821411,17.984375,3.259765625,0.0999755859375,0.0999755859375,10.7421875,10.7421875,2.029296875,2.029296875,1583,10,0.634765625,,,
2,train,1.6226283311843872,18.765625,1.24609375,0.0999755859375,0.0999755859375,1.029296875,1.029296875,0.051544189453125,0.051544189453125,11,10,0.0089569091796875,,,
3,train,1.6203110218048096,19.734375,1.0615234375,0.0999755859375,0.0999755859375,0.339599609375,0.339599609375,0.007411956787109375,0.007411956787109375,2,2,0.00041675567626953125,,,
4,train,1.6198264360427856,19.453125,1.0244140625,0.0999755859375,0.0999755859375,0.158935546875,0.158935546875,0.003482818603515625,0.003482818603515625,3,3,0.00041675567626953125,,,
5,train,1.6196424961090088,20.03125,1.01171875,0.0999755859375,0.0999755859375,0.0819091796875,0.0819091796875,0.0023326873779296875,0.0023326873779296875,3,3,0.00041675567626953125,,,
6,train,1.6194783449172974,19.8125,1.0048828125,0.0999755859375,0.0999755859375,0.043182373046875,0.043182373046875,0.0018377304077148438,0.0018377304077148438,1,1,0.0,,,
7,train,1.619570255279541,20.203125,1.0029296875,0.0999755859375,0.0999755859375,0.023956298828125,0.023956298828125,0.0015869140625,0.0015869140625,2,2,0.00020837783813476562,,,
8,train,1.6196553707122803,20.9375,1.0009765625,0.0999755859375,0.0999755859375,0.01397705078125,0.01397705078125,0.0014467239379882812,0.0014467239379882812,2,2,0.00020837783813476562,,,
9,train,1.6196236610412598,20.046875,1.0009765625,0.0999755859375,0.0999755859375,0.0093994140625,0.0093994140625,0.0013475418090820312,0.0013475418090820312,2,2,0.00020837783813476562,,,
10,train,1.6195132732391357,20.609375,1.0009765625,0.0999755859375,0.0999755859375,0.00649261474609375,0.00649261474609375,0.0012826919555664062,0.0012826919555664062,4,4,0.0006251335144042969,,,
11,train,1.6194599866867065,20.171875,1.0,0.0999755859375,0.0999755859375,0.004749298095703125,0.004749298095703125,0.0012311935424804688,0.0012311935424804688,2,2,0.00020837783813476562,,,
