epoch,phase,loss,accuracy,length,message,message_nn,message_entropy,message_entropy_nn,symbol_entropy,symbol_entropy_nn,lexicon_size,actual_vocab_size,max_rep,topsim,posdis,bosdis
1,train,1.6429505348205566,17.953125,2.6484375,0.186767578125,0.186767578125,13.6171875,13.6171875,4.1953125,4.1953125,745,10,0.76904296875,,,
2,train,1.3550392389297485,29.15625,2.21484375,0.1507568359375,0.1507568359375,9.328125,9.328125,3.138671875,3.138671875,652,10,0.47509765625,,,
3,train,1.1095683574676514,35.875,1.9638671875,0.128662109375,0.128662109375,7.09375,7.09375,2.697265625,2.697265625,592,10,0.402587890625,,,
4,train,1.056613802909851,38.78125,1.9287109375,0.12457275390625,0.12457275390625,6.7109375,6.7109375,2.638671875,2.638671875,536,10,0.391845703125,,,
5,train,1.0162267684936523,39.78125,1.873046875,0.12091064453125,0.12091064453125,6.30078125,6.30078125,2.544921875,2.544921875,494,10,0.35888671875,,,
6,train,0.9996389746665955,40.375,1.7734375,0.113525390625,0.113525390625,5.69140625,5.69140625,2.40625,2.40625,413,10,0.326171875,,,
7,train,0.9723841547966003,40.34375,1.7236328125,0.1114501953125,0.1114501953125,5.36328125,5.36328125,2.34375,2.34375,372,10,0.338134765625,,,
8,train,0.9578109979629517,41.0,1.7490234375,0.11077880859375,0.11077880859375,5.43359375,5.43359375,2.361328125,2.361328125,347,10,0.350830078125,,,
9,train,0.9148238301277161,41.0,1.8056640625,0.1138916015625,0.1138916015625,5.74609375,5.74609375,2.41015625,2.41015625,354,10,0.392822265625,,,
10,train,0.9017392992973328,39.75,1.791015625,0.11431884765625,0.11431884765625,5.640625,5.640625,2.39453125,2.39453125,343,10,0.404296875,,,
11,train,0.8949291706085205,40.9375,1.8212890625,0.115234375,0.115234375,5.6875,5.6875,2.408203125,2.408203125,313,10,0.40673828125,,,
12,train,0.9085729122161865,40.125,1.7685546875,0.11480712890625,0.11480712890625,5.390625,5.390625,2.357421875,2.357421875,295,10,0.40478515625,,,
