epoch,phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,top_sim,pos_dis,bos_dis
1,train,-0.22205287218093872,22.53125,0.876953125,1.044921875,2.669921875,111,11,,1.0927734375,,0.18893670648053207,0.3865954339388827,0.3865954339388827,,,
2,train,-0.49520251154899597,51.1875,0.0272216796875,0.45263671875,3.0,67,11,,1.6142578125,,0.5540668638364776,0.6234396845880118,0.6234396845880118,,,
3,train,-0.5437643527984619,52.4375,0.00506591796875,0.40771484375,3.0,47,11,,1.55078125,,0.536394667092162,0.607843018039027,0.607843018039027,,,
4,train,-0.6013898253440857,57.625,0.0389404296875,0.40283203125,2.779296875,62,11,,1.455078125,,0.4624498884840761,0.6269716051547853,0.6269716051547853,,,
5,train,-0.6310822367668152,59.875,0.05975341796875,0.361572265625,2.494140625,47,11,,1.2822265625,,0.5683408818493239,0.7333847766562448,0.7333847766562448,,,
6,train,-0.6385361552238464,60.4375,0.0234222412109375,0.349365234375,2.529296875,64,11,,1.25,,0.5285430666967548,0.697757276733206,0.697757276733206,,,
7,train,-0.6039990782737732,55.125,0.07708740234375,0.328857421875,2.466796875,76,11,,1.0537109375,,0.5088717321715464,0.6862529600093965,0.6862529600093965,,,
8,train,-0.649217426776886,60.6875,0.0270843505859375,0.345458984375,2.49609375,52,11,,1.09765625,,0.5055531067999965,0.680112639419734,0.680112639419734,,,
9,train,-0.6511887907981873,60.40625,0.0170745849609375,0.343505859375,2.609375,69,11,,1.2060546875,,0.4712032604470159,0.6688166155288446,0.6688166155288446,,,
10,train,-0.6727747917175293,62.65625,0.03240966796875,0.317626953125,2.89453125,74,11,,1.32421875,,0.3634340517995086,0.505691101614301,0.505691101614301,,,
11,train,-0.7000505328178406,65.75,0.01255035400390625,0.287353515625,2.705078125,50,11,,1.1552734375,,0.43004229260162863,0.6042822019360016,0.6042822019360016,,,
12,train,-0.693892240524292,64.5,0.01654052734375,0.2998046875,2.794921875,51,11,,1.1943359375,,0.42418359352180046,0.5796309161389335,0.5796309161389335,,,
13,train,-0.7333151698112488,68.75,0.00862884521484375,0.2802734375,2.62109375,46,11,,0.97021484375,,0.45905272248462126,0.650690370226573,0.650690370226573,,,
14,train,-0.7466263771057129,69.875,0.0029201507568359375,0.281494140625,2.630859375,33,11,,1.0029296875,,0.4666606818460204,0.6647171293973144,0.6647171293973144,,,
15,train,-0.7560482621192932,70.625,0.0018110275268554688,0.301025390625,2.6015625,28,10,,1.005859375,,0.45531946880154817,0.6578361876883704,0.6432160580227633,,,
16,train,-0.7955232858657837,75.0625,0.0007596015930175781,0.276123046875,2.623046875,23,11,,0.982421875,,0.4533853033124764,0.6552050960857085,0.6552050960857085,,,
17,train,-0.802006185054779,76.0,9.930133819580078e-05,0.254150390625,2.625,19,10,,0.9833984375,,0.45231850238330706,0.6539393793396008,0.6391606056189298,,,
18,train,-0.8017600178718567,75.625,0.00017344951629638672,0.261962890625,2.625,19,10,,0.984375,,0.4520700939362329,0.653774709026654,0.6389887401586364,,,
19,train,-0.7125130295753479,65.375,0.0014028549194335938,0.265869140625,2.51953125,22,10,,0.9755859375,,0.5028653711463731,0.7039943099417867,0.6913481653351115,,,
20,train,-0.7338401079177856,67.75,0.0022563934326171875,0.269775390625,2.693359375,40,11,,1.0615234375,,0.42371334114328796,0.6120790173002264,0.6120790173002264,,,
21,train,-0.7535934448242188,69.375,0.00972747802734375,0.2783203125,2.837890625,61,11,,1.18359375,,0.415267084919304,0.5763185330045586,0.5763185330045586,,,
22,train,-0.8112503290176392,76.25,0.008331298828125,0.256103515625,2.625,30,10,,0.97802734375,,0.4441531729226893,0.6468784044063765,0.6317998675317114,,,
23,train,-0.7855140566825867,72.75,0.018310546875,0.266845703125,2.62890625,50,11,,0.98291015625,,0.3834140100318062,0.5923046958824957,0.5923046958824957,,,
24,train,-0.7947755455970764,73.9375,0.0245513916015625,0.25537109375,2.6171875,64,11,,1.1015625,,0.35307677880104693,0.5683097448889536,0.5683097448889536,,,
