epoch,phase,loss,accuracy,sender_entropy,receiver_entropy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,top_sim,pos_dis,bos_dis
1,train,-0.27222350239753723,28.921875,0.486572265625,1.1416015625,2.466796875,8527,11,,1.03515625,,0.7032421441416902,0.7065849820465604,0.7065849820465604,,,
2,train,-0.5721672177314758,57.53125,0.041900634765625,0.38232421875,3.42578125,401,11,,2.015625,,0.749545057518922,0.8615270238631274,0.8615270238631274,,,
3,train,-0.5863516926765442,52.5,0.08416748046875,0.389892578125,3.353515625,1006,11,,1.6650390625,,0.7134308229944806,0.8166325399034369,0.8166325399034369,,,
4,train,-0.608332097530365,58.46875,0.11041259765625,0.39013671875,3.640625,1201,11,,1.4814453125,,0.696139413987334,0.8106811831307339,0.8106811831307339,,,
5,train,-0.6306552290916443,59.03125,0.1009521484375,0.364990234375,3.62109375,1015,11,,1.6220703125,,0.6798929483866254,0.8080827515704814,0.8080827515704814,,,
6,train,-0.6781479120254517,64.1875,0.072021484375,0.281005859375,3.564453125,372,10,,1.6806640625,,0.7161209106519724,0.8189724849280415,0.8115004908222572,,,
7,train,-0.6900252103805542,65.3125,0.080322265625,0.253662109375,3.263671875,803,11,,1.572265625,,0.6879586419700835,0.7719501505552722,0.7719501505552722,,,
8,train,-0.7131245136260986,67.75,0.10845947265625,0.279052734375,3.44140625,970,11,,1.423828125,,0.6938858112297661,0.7913956515543035,0.7913956515543035,,,
9,train,-0.739840567111969,72.0625,0.06304931640625,0.273681640625,3.849609375,1221,11,,1.548828125,,0.6397067052584431,0.7662438933294087,0.7662438933294087,,,
10,train,-0.7851220965385437,75.4375,0.029266357421875,0.275634765625,3.92578125,637,9,,1.7412109375,,0.6545789192034086,0.7510222682874828,0.7281539870814839,,,
11,train,-0.7936423420906067,74.375,0.0067596435546875,0.289794921875,3.93359375,320,7,,1.845703125,,0.6845743461944258,0.7858110154834016,0.7340809323384818,,,
12,train,-0.7333998680114746,63.9375,0.008636474609375,0.404052734375,3.708984375,400,11,,1.51953125,,0.701263137134402,0.8282724402747811,0.8282724402747811,,,
13,train,-0.7506662011146545,67.5,0.00820159912109375,0.34130859375,3.791015625,413,10,,1.65625,,0.7016247290845296,0.7776508084096277,0.7685589643568835,,,
14,train,-0.7570031881332397,67.1875,0.01288604736328125,0.322265625,4.67578125,476,11,,2.060546875,,0.6631161638957472,0.7852380337927014,0.7852380337927014,,,
15,train,-0.7829946279525757,71.1875,0.046966552734375,0.3173828125,5.0234375,679,11,,2.126953125,,0.6040980507447591,0.7907665779014392,0.7907665779014392,,,
