epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,0.8987431526184082,51.625,2.138671875,99596,10,,1.0634765625,,0.6908632644935326,0.8031351031041738,0.8031351031041738,0.6908632644935326,,,
2,train,0.73246830701828,58.4375,2.19921875,99614,9,,1.13671875,,0.7035064082385374,0.8247366535747352,0.8148220128464172,0.6907377259853653,,,
3,train,0.8086596131324768,53.3125,2.201171875,99595,10,,1.0751953125,,0.7159338285725906,0.8431860154292574,0.8431860154292574,0.7159338285725906,,,
4,train,0.7737862467765808,54.625,2.19921875,99602,10,,1.0712890625,,0.6951702860111226,0.8124887448386795,0.8124887448386795,0.6951702860111226,,,
5,train,0.7260860204696655,57.34375,2.19921875,99566,6,,1.099609375,,0.7277875324964327,0.8564176691335035,0.8040307817159822,0.6576474640060701,,,
6,train,0.7927126288414001,54.03125,2.1953125,99594,8,,1.1435546875,,0.7211382975928977,0.8488779298277106,0.8293818430063682,0.6942362428273647,,,
7,train,0.8644479513168335,50.46875,2.19921875,99586,6,,1.1015625,,0.7468017800476919,0.8866279267519679,0.8452465365972355,0.6815606400807246,,,
8,train,0.9169592261314392,46.25,2.19921875,99607,6,,1.1728515625,,0.7799826691926279,0.9319495568289128,0.9071069448229756,0.7232912572211934,,,
9,train,0.8621995449066162,50.40625,2.19921875,99582,8,,1.0810546875,,0.7608397150440764,0.907032521436838,0.89503165074524,0.737766826009284,,,
10,train,1.048643946647644,39.375,2.197265625,99623,5,,1.185546875,,0.8206303065419969,0.9888245405160158,0.9822884464837967,0.7503735135199714,,,
11,train,1.0566458702087402,38.625,2.197265625,99597,2,,1.1982421875,,0.8293943131962125,0.9999999999999999,0.9999999999999999,0.4683266390332952,,,
12,train,1.056963324546814,38.75,2.197265625,99591,2,,1.197265625,,0.8293975606020128,1.0,1.0,0.468336762130508,,,
13,train,1.056151270866394,38.5625,2.201171875,99491,2,,1.201171875,,0.8296302005890885,0.9999999999999999,0.9999999999999999,0.46906173735329737,,,
14,train,1.0566648244857788,38.71875,2.201171875,97710,2,,1.201171875,,0.8296191071409802,1.0,1.0,0.4690271602124271,,,
15,train,1.0557947158813477,38.75,2.19921875,81812,2,,1.1982421875,,0.8294757089634756,1.0,1.0,0.46858029855910577,,,
16,train,1.0548850297927856,38.5625,2.19921875,58958,2,,1.2001953125,,0.8294487507531924,1.0,1.0,0.4684963016216753,,,
17,train,1.05514657497406,38.71875,2.19921875,47173,2,,1.19921875,,0.8294804299425018,1.0,1.0,0.4685950182893647,,,
18,train,1.0564672946929932,38.84375,2.19921875,29595,2,,1.1982421875,,0.8294690868618758,1.0,1.0,0.4685596547930201,,,
19,train,1.0547599792480469,38.84375,2.19921875,15198,2,,1.1982421875,,0.8293782222663983,1.0,1.0,0.46827651479607446,,,
