epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,0.6819177865982056,60.75,5.4765625,100000,11,,2.806640625,,0.7666721778805076,0.8899236067239269,0.8899236067239269,0.773885187013254,,,
2,train,0.6025433540344238,64.1875,5.89453125,100000,11,,2.947265625,,0.758817666225827,0.9003057486076491,0.9003057486076491,0.7662726511972817,,,
3,train,0.7065793871879578,57.96875,5.92578125,100000,3,,3.224609375,,0.7899998133016448,0.8980757641138895,0.6672389821062782,0.6507352897935978,,,
4,train,0.6816445589065552,58.78125,5.875,99998,3,,3.1953125,,0.7967455083963223,0.8944529479293204,0.6587164508124304,0.6619574211134903,,,
5,train,0.845496654510498,49.71875,5.8359375,100000,3,,3.208984375,,0.8063411069533366,0.8767736501871004,0.6186776446847351,0.6778850292514869,,,
6,train,1.04892897605896,42.0,4.7265625,100000,3,,2.576171875,,0.8459011461525597,0.8571160476579585,0.5995344982022359,0.7436393375003398,,,
7,train,1.614943027496338,19.90625,2.0,100000,3,,1.0,,0.9735288029305482,0.8216793696663423,0.5730251157550292,0.9559571217045957,,,
8,train,1.6140069961547852,20.25,2.0,100000,3,,1.0,,0.9736427239648724,0.8224467870711205,0.5748624171376577,0.9561466623942506,,,
9,train,1.6136358976364136,20.0625,2.0,100000,3,,1.0,,0.9733944528945601,0.8207743343772661,0.5708583428491429,0.9557335914079962,,,
10,train,1.6133382320404053,20.15625,2.0,100000,3,,1.0,,0.9732641081363574,0.8198962802298112,0.5687561708943948,0.9555167250142066,,,
11,train,1.612915277481079,20.25,2.0,100000,3,,1.0,,0.9734339819500633,0.8210406178207443,0.5714958597625077,0.9557993594742329,,,
12,train,1.6126734018325806,20.234375,2.0,100000,3,,1.0,,0.9735568399451956,0.8218682381502459,0.5734772922160154,0.9560037694146741,,,
13,train,1.6127723455429077,20.125,2.0,100000,3,,1.0,,0.9735258544566171,0.8216595075730206,0.5729775632538021,0.9559522160624795,,,
14,train,1.612809419631958,19.9375,2.0,100000,3,,1.0,,0.9734655277047538,0.8212531225738171,0.5720046238495763,0.9558518449980354,,,
15,train,1.612729787826538,20.171875,2.0,99885,3,,1.0,,0.9734743420906595,0.8213124997837734,0.5721467806791413,0.955866510288286,,,
16,train,1.6126831769943237,20.171875,2.0,89837,3,,1.0,,0.9734229919983397,0.8209665851338934,0.5713186159187801,0.9557810744975357,,,
17,train,1.6126530170440674,20.078125,2.0,46463,3,,1.0,,0.9735738330425271,0.8219827104137398,0.5737513542551784,0.9560320423625883,,,
18,train,1.6126291751861572,20.21875,2.0,13094,3,,1.0,,0.9734640591039239,0.8212432294943939,0.5719809385216769,0.9558494015541232,,,
19,train,1.6125541925430298,20.46875,2.0,3406,3,,1.0,,0.9733630448485235,0.8205627572841009,0.5703518002902817,0.9556813349974309,,,
20,train,1.6124669313430786,20.171875,2.0,942,3,,1.0,,0.9736241765491251,0.8223218443006404,0.5745632869644794,0.9561158033892989,,,
21,train,1.6126199960708618,19.984375,2.0,263,3,,1.0,,0.9735819663995409,0.8220374999420272,0.5738825278026747,0.9560455745616376,,,
22,train,1.6126153469085693,20.1875,2.0,96,3,,1.0,,0.9734736073763867,0.8213075504561518,0.5721349313387966,0.9558652878777721,,,
23,train,1.6126612424850464,19.953125,2.0,34,3,,1.0,,0.9735022857840896,0.8215007396190611,0.5725974516724448,0.9559130027347473,,,
24,train,1.612594485282898,20.15625,2.0,34,3,,1.0,,0.973562009894337,0.8219030649842778,0.573560672346273,0.9560123711251832,,,
25,train,1.6127289533615112,20.046875,2.0,41,3,,1.0,,0.9734699343017345,0.8212828071640906,0.5720756926500763,0.9558591766516094,,,
1,val,0.5356428027153015,66.4375,6.03515625,205,5,0.9116175202800811,3.037109375,0.4262113436727095,0.7762447144743488,0.8948822423421595,0.8440204504373661,0.713323394056746,0.3905323042253622,0.2251465618610382,0.09778299182653427
2,val,0.8388787508010864,49.90625,5.52734375,107,3,0.8136728958173827,2.998046875,0.5448527420941118,0.8236355583264722,0.9090085404691965,0.7199013558288698,0.7127074408220623,0.33494276989986765,0.5553280115127563,0.19907045364379883
