epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,0.5399243235588074,74.5,3.349609375,100000,10,,1.8095703125,,0.6525651642215865,0.6947170492402017,0.6947170492402017,0.6525651642215865,,,
2,train,0.19433796405792236,88.5625,3.416015625,100000,6,,1.849609375,,0.6752136130023314,0.6999319298086295,0.5904552985501283,0.5657408762503358,,,
3,train,0.2232947051525116,86.875,3.638671875,100000,7,,1.9833984375,,0.6748937395317598,0.7395172190061929,0.6806170993153927,0.6060303616542912,,,
4,train,0.27663639187812805,83.8125,3.578125,100000,10,,1.904296875,,0.6667373788730091,0.701933910878212,0.701933910878212,0.6667373788730091,,,
5,train,0.21708182990550995,86.375,3.50390625,100000,10,,1.9677734375,,0.6893002843645488,0.734165442026989,0.734165442026989,0.6893002843645488,,,
6,train,0.19127129018306732,88.125,3.453125,100000,7,,1.8935546875,,0.684352679728538,0.7289142582576438,0.6676182805042309,0.6174913828589634,,,
7,train,0.16237753629684448,89.0625,3.455078125,100000,5,,1.890625,,0.6848478786428613,0.7306225923002442,0.5731511425496085,0.5187623827460257,,,
8,train,0.28150248527526855,84.0,3.28515625,100000,6,,1.765625,,0.6831632482856138,0.7071512541112617,0.6002726726193423,0.5763670087162588,,,
9,train,0.26198866963386536,83.3125,3.333984375,100000,6,,1.7021484375,,0.6957230950650524,0.7121435002249117,0.6070776601376102,0.5931532734993116,,,
10,train,0.5112951397895813,68.5625,3.724609375,100000,6,,1.9677734375,,0.7617206904548263,0.8273101638181023,0.7642615000681668,0.6813850183966588,,,
11,train,0.33407944440841675,78.8125,3.59375,100000,8,,1.841796875,,0.7254416364570118,0.7767046947875937,0.7478788956683825,0.6919387356163285,,,
12,train,0.44012609124183655,73.875,4.234375,100000,8,,2.572265625,,0.7475489084918898,0.819910333120468,0.7966650562735199,0.7167407231893463,,,
13,train,0.8748272657394409,52.125,4.5625,100000,8,,2.69140625,,0.8349259462487291,0.9104270548373459,0.8988647716506415,0.8147781125960788,,,
14,train,0.6018090844154358,66.375,3.783203125,100000,9,,2.017578125,,0.7610986801979313,0.8619932995652835,0.8541846426510968,0.7482281014617316,,,
15,train,0.39585062861442566,75.0,4.25390625,100000,8,,2.630859375,,0.769789147367178,0.8290435864623862,0.8069747166139791,0.7416947744557392,,,
16,train,0.31157028675079346,82.0,3.4921875,100000,9,,1.76953125,,0.6839607632053758,0.7068682046063841,0.6902766637135545,0.6669380175443541,,,
17,train,0.591481626033783,65.4375,3.375,100000,8,,1.62109375,,0.774581259750131,0.795126837698517,0.7686786953272717,0.7470706276891586,,,
18,train,0.5878233909606934,70.625,4.50390625,99087,10,,2.359375,,0.6725283365185709,0.7195955067282134,0.7195955067282134,0.6725283365185709,,,
19,train,0.26685065031051636,84.6875,4.21875,99945,10,,2.607421875,,0.6737830422376649,0.7656639457348986,0.7656639457348986,0.6737830422376649,,,
20,train,0.40831828117370605,79.0625,3.783203125,99077,10,,2.224609375,,0.6278856344972814,0.7248054588573785,0.7248054588573785,0.6278856344972814,,,
21,train,0.49044787883758545,74.0,4.015625,97648,9,,2.23828125,,0.6912111788151589,0.8161066735141719,0.8056963628987649,0.6745783516092183,,,
22,train,0.44680583477020264,76.6875,4.12890625,94989,10,,2.083984375,,0.6476855368628816,0.7462217438549981,0.7462217438549981,0.6476855368628816,,,
23,train,0.5077663064002991,74.3125,4.8828125,98194,10,,1.802734375,,0.647063158481666,0.6691996515789835,0.6691996515789835,0.647063158481666,,,
24,train,0.46169787645339966,75.375,4.99609375,98091,10,,1.8388671875,,0.6602065664462232,0.6566873118344745,0.6566873118344745,0.6602065664462232,,,
25,train,0.4165709912776947,78.3125,5.0,97967,10,,2.33984375,,0.6429738339016366,0.6383937910867005,0.6383937910867005,0.6429738339016366,,,
1,val,0.2320665419101715,88.4375,3.384765625,17,5,0.9268128927219597,1.81640625,0.597006647014759,0.66859667689047,0.705840776570864,0.541964615316829,0.500959757682587,0.33562418203608974,0.22429901361465454,0.11237015575170517
2,val,0.17095763981342316,88.8125,3.4765625,16,5,0.9055132838349483,1.9072265625,0.5986625409014611,0.6694761008379841,0.7164110817321578,0.5587620188839681,0.5024208737921851,0.3797512553891168,0.21020109951496124,0.07884714007377625
3,val,0.17050844430923462,88.5,3.673828125,17,5,0.8803855187152505,2.10546875,0.5949334859341748,0.6663394452117068,0.7469001700356885,0.6064058663884884,0.4977690726478914,0.3498300396235397,0.3543073236942291,0.09280600398778915
4,val,0.24602970480918884,85.5625,3.556640625,16,4,0.873476456479918,2.05078125,0.615225123160678,0.6856670060502361,0.74432287989299,0.5070350977525147,0.42581365772511703,0.36188369089853367,0.3098733425140381,0.18319791555404663
