epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,0.7073412537574768,66.3125,3.751953125,99997,10,,2.15625,,0.6242912969180243,0.6841405994616845,0.6841405994616845,0.6242912969180243,,,
2,train,0.38599225878715515,81.125,4.05078125,99997,10,,2.4765625,,0.6559125305131662,0.7380030364698584,0.7380030364698584,0.6559125305131662,,,
3,train,0.3476942479610443,83.625,4.515625,99989,10,,2.666015625,,0.592594670209046,0.6481536477200638,0.6481536477200638,0.592594670209046,,,
4,train,0.20389382541179657,90.5625,5.078125,99989,9,,2.83203125,,0.5428111698541294,0.5552300839304936,0.5301478430797811,0.5221049904972197,,,
5,train,0.1623133271932602,91.6875,5.12109375,99995,9,,2.8515625,,0.558838896440045,0.5713890265300764,0.5472133423323657,0.5388576961968612,,,
6,train,0.20769080519676208,89.875,5.06640625,99994,10,,2.791015625,,0.5387548613972533,0.5500735477989139,0.5500735477989139,0.5387548613972533,,,
7,train,0.17535248398780823,90.9375,5.0078125,99992,9,,2.72265625,,0.560309720284812,0.5783836867361412,0.5546073178563922,0.5403878290443386,,,
8,train,0.200794517993927,90.125,5.23046875,99994,10,,2.912109375,,0.5415810124057141,0.541093440288961,0.541093440288961,0.5415810124057141,,,
9,train,0.22878794372081757,89.0625,5.25,99999,10,,3.046875,,0.5354695187462064,0.5334731352198748,0.5334731352198748,0.5354695187462064,,,
10,train,0.17239466309547424,91.3125,5.24609375,99992,9,,3.017578125,,0.5504101350526265,0.5501764384849168,0.524801753436628,0.5300518434519874,,,
11,train,0.2215481400489807,89.5625,5.25,99997,10,,3.017578125,,0.524940096200644,0.5201271537310479,0.5201271537310479,0.524940096200644,,,
12,train,0.22983773052692413,89.0625,5.25390625,99993,10,,2.900390625,,0.5142670459301693,0.5072263249310716,0.5072263249310716,0.5142670459301693,,,
13,train,0.18047723174095154,90.75,5.25,99993,10,,2.865234375,,0.5513753199554573,0.551226884442809,0.551226884442809,0.5513753199554573,,,
14,train,0.22486023604869843,88.75,5.25,99993,10,,2.849609375,,0.5388688934778376,0.5358626044639937,0.5358626044639937,0.5388688934778376,,,
