epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,0.7412346005439758,63.0625,2.423828125,94822,11,,1.072265625,,0.3491305911655467,0.6223801262418895,0.6223801262418895,0.3664602482064072,,,
2,train,0.4334191381931305,75.25,2.498046875,94357,9,,1.16015625,,0.3515773263580553,0.6178523384836725,0.5851198302793463,0.33141082502708985,,,
3,train,0.39634817838668823,76.25,2.49609375,94376,11,,1.130859375,,0.3420938070484023,0.6115015305320548,0.6115015305320548,0.35962359515084064,,,
4,train,0.3724731504917145,76.875,2.49609375,94466,10,,1.1015625,,0.3359431099040553,0.6072404363929871,0.592075158937909,0.3359431099040553,,,
5,train,0.3645913600921631,77.0625,2.498046875,94444,10,,1.07421875,,0.3307886688399425,0.6036940723740645,0.5883888236190083,0.3307886688399425,,,
6,train,0.6272538900375366,63.375,2.8203125,92254,10,,1.2431640625,,0.3570678536518517,0.5995176321351844,0.5838444706042039,0.3570678536518517,,,
7,train,0.7392663359642029,55.625,3.0,91034,6,,1.3349609375,,0.46676469238959384,0.6264489968929541,0.49899840826892916,0.3762298600658466,,,
8,train,0.737605094909668,55.65625,3.0,90960,6,,1.3349609375,,0.466432861716476,0.6262164616498253,0.4986848161062247,0.37584083294373394,,,
9,train,0.7353614568710327,56.03125,3.0,90894,6,,1.3359375,,0.4666768696117455,0.6263874743253337,0.4989158310818652,0.37612711402297083,,,
10,train,0.7468001842498779,55.625,3.0,90936,8,,1.333984375,,0.46563719902843625,0.6256605539768342,0.5700528250906751,0.4292407757962785,,,
11,train,0.7955957055091858,54.90625,2.9609375,91297,9,,1.3095703125,,0.4403479186829147,0.6276134971694203,0.595031863829807,0.4229378444332692,,,
12,train,0.7542421221733093,57.9375,2.85546875,92243,10,,1.2919921875,,0.3711279113538678,0.6044908905414608,0.5889895087128695,0.3711279113538678,,,
13,train,0.6151236891746521,64.875,2.748046875,93253,8,,1.224609375,,0.39551915431067675,0.6111791643179625,0.5545210520328897,0.35435555398840457,,,
14,train,0.5200790166854858,68.875,2.748046875,93258,9,,1.2080078125,,0.3644569520173623,0.5870178040258058,0.5514426625906764,0.34468957430468294,,,
15,train,0.4790882468223572,69.9375,2.75,93402,8,,1.1884765625,,0.3784606367521972,0.5969084006821037,0.5381708943129309,0.3361330714838576,,,
16,train,1.040886402130127,44.3125,2.376953125,94559,10,,1.1083984375,,0.5506246914624031,0.703940653671139,0.6926658811704937,0.5506246914624031,,,
17,train,0.5418428182601929,67.625,2.748046875,88507,10,,1.259765625,,0.36532102098312447,0.5883139270430601,0.5723397307336824,0.36532102098312447,,,
18,train,0.526843786239624,68.3125,2.7578125,89980,8,,1.2578125,,0.3721994347477232,0.5931099947094288,0.533764907656332,0.329447180333139,,,
19,train,0.6182337403297424,63.8125,2.8515625,76361,10,,1.2529296875,,0.3981726251968146,0.6159980775690952,0.6009845995866286,0.3981726251968146,,,
