epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,0.8148310780525208,54.75,2.2734375,100000,10,,1.1689453125,,0.7325565210306625,0.9076482397158632,0.9076482397158632,0.7325565210306625,,,
2,train,0.6794461607933044,59.8125,2.12109375,100000,10,,0.98291015625,,0.7453243657819331,0.8860560985067805,0.8860560985067805,0.7453243657819331,,,
3,train,0.5713174343109131,66.125,2.771484375,100000,10,,1.5869140625,,0.6783176090691022,0.8068940164048999,0.8068940164048999,0.6783176090691022,,,
4,train,0.4948023557662964,69.0,3.19921875,100000,8,,2.068359375,,0.723729780383418,0.8095096764192686,0.784918902098851,0.6906356479520539,,,
5,train,0.46011704206466675,69.8125,3.248046875,100000,4,,2.123046875,,0.7414270429452801,0.841585697815857,0.6832071082458979,0.5297444380387135,,,
6,train,0.49933144450187683,69.9375,3.24609375,100000,10,,1.90234375,,0.6407617662877073,0.7710318817638011,0.7710318817638011,0.6407617662877073,,,
7,train,0.39352208375930786,73.9375,3.24609375,100000,7,,1.619140625,,0.7154479747735932,0.7959480761068278,0.7497850384782488,0.6564438529734353,,,
8,train,0.7312895059585571,57.625,3.96875,100000,4,,1.689453125,,0.7790774230652593,0.7836897245071635,0.5674259011213076,0.5982181475572688,,,
9,train,0.5121204257011414,68.9375,4.0,100000,6,,1.97265625,,0.7053459667331776,0.7001095196244965,0.5906096351424593,0.6085377533711578,,,
10,train,0.6462432146072388,61.375,3.787109375,100000,5,,2.119140625,,0.7244302020886353,0.7977285453575467,0.679435717732266,0.5838601412284181,,,
11,train,0.686764121055603,58.75,3.71875,100000,5,,2.2265625,,0.7484705059280935,0.8332480540302041,0.7357268304157201,0.6201612885858043,,,
12,train,0.7653529644012451,56.78125,3.927734375,100000,5,,2.458984375,,0.6990343569260546,0.7328227815331768,0.5765734633760592,0.5455131296777086,,,
