epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,0.7527066469192505,57.03125,2.80078125,97707,10,,1.7763671875,,0.5927060929285815,0.6691317069769414,0.6691317069769414,0.5927060929285815,,,
2,train,0.6452416777610779,60.15625,3.1015625,97345,10,,2.087890625,,0.6027051383285091,0.6541110850485545,0.6541110850485545,0.6027051383285091,,,
3,train,0.8989883065223694,48.53125,3.103515625,97391,8,,2.072265625,,0.6119804056492556,0.6730329863108302,0.6308273417972732,0.5778555567803132,,,
4,train,0.9007435441017151,48.0,3.09765625,97368,5,,2.02734375,,0.6426238003116982,0.7272910237940173,0.5678220829004952,0.5179126355762946,,,
5,train,0.8714433312416077,48.625,3.099609375,97252,6,,1.9658203125,,0.6196139326325301,0.6969561037505891,0.5863310188264735,0.5313970627019109,,,
6,train,0.8350511193275452,50.40625,3.099609375,97218,5,,1.98046875,,0.6312978419771473,0.701217695078779,0.5265339273086214,0.5026376894224626,,,
7,train,0.7762454748153687,55.5625,3.1015625,97259,8,,1.9638671875,,0.5738483553911665,0.625216990989941,0.5768378131060211,0.5363739856828593,,,
8,train,0.7007545232772827,58.46875,3.1015625,97287,6,,1.9228515625,,0.5956999233795086,0.6662337117014011,0.5443834361883886,0.501937303621911,,,
9,train,0.6914708614349365,58.65625,3.099609375,97318,4,,1.921875,,0.5959042622551243,0.6659897128623036,0.332114666874839,0.38034276889979546,,,
10,train,0.740905225276947,56.875,3.099609375,97343,6,,1.9228515625,,0.584884573368396,0.6487845677633621,0.5205794651920976,0.48861645833799516,,,
11,train,0.6915296316146851,58.59375,3.099609375,97295,7,,1.9248046875,,0.5951515135172927,0.6652028243614656,0.5894688875362959,0.5345544306542418,,,
12,train,0.7259982228279114,57.59375,3.103515625,97319,9,,1.9169921875,,0.5821281806750258,0.6457471116629576,0.6256903791703357,0.5656527997148422,,,
13,train,0.6767613887786865,58.9375,3.1015625,97402,9,,1.8427734375,,0.5438960055934243,0.5780127194447692,0.5541258423201196,0.5259158359109339,,,
14,train,0.6286895871162415,60.25,3.099609375,97280,7,,1.9375,,0.5961831030425992,0.636967875227511,0.5548649494828908,0.5357406429794285,,,
15,train,0.627784788608551,60.15625,3.09765625,97349,7,,1.9384765625,,0.5917891586324981,0.630723191164236,0.5472085646945215,0.5306904314464298,,,
16,train,0.6244640350341797,60.03125,3.1015625,96814,7,,1.9404296875,,0.5985953861361941,0.6396027516030306,0.5580965251135801,0.5385124218291064,,,
17,train,0.6273381114006042,60.21875,3.1015625,94764,7,,1.9423828125,,0.5983874049446041,0.6384770053794109,0.5567168673505412,0.5382735374831797,,,
18,train,0.6226162910461426,60.09375,3.103515625,90123,7,,1.9443359375,,0.5987639451918085,0.6396294535275464,0.5581252903810918,0.5387048001380362,,,
19,train,0.6243739724159241,60.0625,3.099609375,84301,6,,1.9384765625,,0.598646880287522,0.6405101166800469,0.5093064583771991,0.5055625551326934,,,
20,train,0.6229375004768372,60.15625,3.099609375,71645,6,,1.9423828125,,0.5983011411056627,0.6386895148186966,0.5068218569174165,0.5051372708383592,,,
21,train,1.3272218704223633,32.3125,3.095703125,20123,6,,2.046875,,0.6993385383969508,0.8019922538774984,0.7296993605510975,0.6295936110403493,,,
22,train,1.6126114130020142,20.0,3.1015625,1025,2,,2.1015625,,0.8238388987324292,1.0,1.0,0.5116511764768079,,,
23,train,1.6125510931015015,20.265625,3.09765625,449,2,,2.09765625,,0.8230982470295478,1.0,1.0,0.5095980652317784,,,
24,train,1.612528920173645,20.15625,3.1015625,433,2,,2.1015625,,0.8234048960626859,1.0,1.0,0.5104480900317016,,,
25,train,1.6125298738479614,20.21875,3.09765625,469,2,,2.09765625,,0.8235795695674566,1.0,1.0,0.5109322945900532,,,
1,val,0.6367774605751038,60.6875,3.068359375,13,5,0.9209894700108479,2.068359375,0.6363290350878901,0.5947467180524508,0.6525381774943027,0.46325990863071637,0.4583257229302514,0.25178972238497926,0.0001683431473793462,0.007358447648584843
2,val,0.6204549670219421,60.46875,3.111328125,16,6,0.9454197810606608,2.072265625,0.6232259124550115,0.5800094250961259,0.6281033576429849,0.4974261591176907,0.4862131929479582,0.24210718393012964,0.00022729369811713696,0.00662787863984704
3,val,0.8601962924003601,47.6875,3.068359375,11,4,0.8944905858613821,2.06640625,0.6864934649511705,0.653904079972818,0.7399111779219731,0.4866354749570297,0.47422305299156897,0.2661142515813168,0.2083614319562912,0.17581498622894287
4,val,1.092147707939148,42.65625,3.087890625,11,3,0.9201112064097147,1.875,0.6881221528436097,0.6560814600235298,0.7614716603557212,0.2548791459396549,0.362180886460576,0.22325648733197578,0.3521669805049896,0.3297402262687683
5,val,0.8636624217033386,48.5,3.08984375,13,5,0.9182767317807627,2.013671875,0.6672462179845342,0.632544136065001,0.7075435166052605,0.541377654480402,0.5078920284381083,0.271928732226035,0.20098000764846802,0.13376908004283905
6,val,0.8502871990203857,49.6875,3.125,14,5,0.9412768384406955,2.091796875,0.6718964024027222,0.6381682793857058,0.7163763218846011,0.5553903954749384,0.5153351136012907,0.28648053115194333,0.1965378075838089,0.13571366667747498
7,val,0.8150054812431335,54.125,3.08984375,12,4,0.9557095176692643,1.935546875,0.6525814575519249,0.6140074607581978,0.6820011412567025,0.37302261156491695,0.4148656571683895,0.25841217266924216,0.13601712882518768,0.23148052394390106
8,val,0.7686179280281067,56.84375,3.1015625,13,4,0.9241746252362671,1.8642578125,0.6415852691230017,0.6014677284519221,0.6704203328382734,0.35618751759329004,0.3962284864443941,0.24921747388182502,0.08788145333528519,0.22535169124603271
9,val,0.7779700756072998,54.21875,3.03515625,12,4,0.9214003290920814,1.8720703125,0.6485033371062534,0.6090113735085161,0.6742336564528022,0.35995973547795546,0.40746633977255486,0.24340974219695843,0.12020158767700195,0.22659535706043243
10,val,0.7595347762107849,56.65625,3.060546875,13,4,0.9268516009965134,1.7998046875,0.6413877525190387,0.6012030549490085,0.6700680568023955,0.35218061847093607,0.39584341610454277,0.2449619783839735,0.0990254357457161,0.23667573928833008
11,val,0.7492022514343262,56.34375,3.111328125,13,4,0.9548019848400807,1.8623046875,0.6475864424069904,0.6087604203672267,0.6723555973593434,0.3542977124331318,0.40702826066256603,0.2400741875478197,0.09821800142526627,0.2334604114294052
12,val,0.7890328168869019,55.9375,3.080078125,12,4,0.9432370302847126,1.9248046875,0.6529525936212225,0.6147628177442707,0.6847564907631067,0.3851936824826825,0.4159028354466576,0.23343168280871018,0.1383979767560959,0.2244449257850647
13,val,0.6182504892349243,60.875,3.111328125,15,6,0.9299785133151854,1.9677734375,0.6268494903969937,0.5844027791799529,0.6269653126782617,0.4966708396862107,0.49147741121304633,0.222219027168574,0.00010189565364271402,0.008030930534005165
14,val,0.6277713179588318,57.65625,3.0859375,15,6,0.9531079579901304,1.9287109375,0.6226065358275783,0.5790948871526951,0.6175398217769796,0.48403090703915763,0.4851001334921774,0.23362548178054574,0.00029462468228302896,0.00807570107281208
15,val,0.617220401763916,59.78125,3.12890625,15,6,0.9175337303477326,1.97265625,0.6268789201313107,0.5844893531982204,0.6240838753171676,0.49469359793096784,0.491574917997759,0.22931289157112092,0.00017372645379509777,0.008126074448227882
16,val,0.6132239699363708,61.59375,3.091796875,15,6,0.8979102751993729,1.9345703125,0.6264659977466458,0.5840487614694854,0.6158434837359226,0.48496105468648454,0.4910339819290547,0.2313328931454013,0.00015563088527414948,0.008150177076458931
17,val,0.6170435547828674,60.09375,3.083984375,15,6,0.9563357693335199,1.9228515625,0.6241997139545178,0.5810220477364781,0.6146485005608231,0.47998699314955384,0.487425452339902,0.2207034728005892,0.0003869178763125092,0.008128982968628407
18,val,0.618137776851654,60.28125,3.099609375,15,6,0.9525485625160122,1.947265625,0.6247341263889692,0.5818480156906367,0.6159800093468462,0.483118999362228,0.4883949048834111,0.2250539539830425,0.0005270057008601725,0.008076543919742107
19,val,0.6208851337432861,59.0625,3.08203125,15,6,0.9508744715010637,1.9365234375,0.6231375080972652,0.5799285622133139,0.6119768167580699,0.47937117985646116,0.4860768196942793,0.23430814888712767,0.00013206391304265708,0.008031962439417839
