epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,0.6296589970588684,69.0625,4.86328125,100000,10,,2.841796875,,0.7893089865052376,0.8422957695157418,0.8422957695157418,0.7893089865052376,,,
2,train,0.33185604214668274,80.8125,4.875,100000,10,,2.787109375,,0.8190177036110429,0.9032454921452049,0.9032454921452049,0.8190177036110429,,,
3,train,0.32540950179100037,81.125,3.88671875,100000,10,,1.740234375,,0.8186140268065379,0.8757212664494333,0.8757212664494333,0.8186140268065379,,,
4,train,0.43913987278938293,75.875,3.70703125,100000,10,,1.8701171875,,0.8331788529275701,0.8565249341512527,0.8565249341512527,0.8331788529275701,,,
5,train,0.449452668428421,74.0625,3.234375,100000,9,,1.7470703125,,0.8425855795606914,0.8606590395682422,0.8527792688431668,0.8338915702289926,,,
6,train,0.44285738468170166,73.625,2.880859375,100000,9,,1.349609375,,0.860538264588073,0.8839340276876795,0.8773709108055806,0.8528354508942677,,,
7,train,0.3073241114616394,85.0625,5.0546875,100000,9,,2.8203125,,0.7947243597378663,0.8024867998199752,0.791316712251887,0.7833959183198796,,,
8,train,0.3089786469936371,82.75,3.921875,100000,9,,2.0859375,,0.8212205716122594,0.8115296199424158,0.8008702644912037,0.8113498111420798,,,
9,train,0.3948325514793396,76.5,3.439453125,100000,9,,1.7451171875,,0.8376797440898277,0.8813158790779508,0.8746052178624902,0.8287155445350562,,,
10,train,0.2839536666870117,83.4375,4.27734375,100000,9,,2.236328125,,0.8096354105688027,0.8517235737160638,0.8433411427318531,0.7991258344822275,,,
11,train,0.24912889301776886,86.1875,4.9921875,100000,9,,2.849609375,,0.7936335861251211,0.8175178614807297,0.8071975176606463,0.7822442531683439,,,
12,train,0.4637564718723297,74.0625,3.705078125,100000,10,,1.8349609375,,0.8348916544913434,0.7346113674639742,0.7346113674639742,0.8348916544913434,,,
13,train,0.23665443062782288,86.875,5.07421875,100000,9,,2.8125,,0.7830172310413435,0.7579603929520783,0.744277253462099,0.7710407511716701,,,
14,train,0.29814451932907104,84.9375,6.4453125,100000,9,,3.94140625,,0.769411521215501,0.8091643271929649,0.7983791299043712,0.7566852011347998,,,
15,train,0.26726117730140686,86.8125,7.203125,100000,10,,4.01171875,,0.7071377358342901,0.7556416204994563,0.7556416204994563,0.7071377358342901,,,
