epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,0.514719545841217,75.625,2.625,100000,10,,1.2041015625,,0.3264389657134409,0.43767927173892474,0.43767927173892474,0.3264389657134409,,,
2,train,0.3103456497192383,81.8125,2.671875,100000,9,,1.2568359375,,0.40160463486754927,0.44579972899164416,0.4144326617597581,0.3708847389093385,,,
3,train,0.25523126125335693,83.5625,2.658203125,100000,8,,1.2216796875,,0.4447544775856228,0.47205246924282074,0.403896821358702,0.3805315086543698,,,
4,train,0.24978458881378174,83.8125,2.6875,100000,7,,1.291015625,,0.4347636736537641,0.4665553424406506,0.34590736833072855,0.32215579788516846,,,
5,train,0.33181625604629517,80.0625,2.67578125,100000,9,,1.31640625,,0.44649653578913395,0.5337254567285253,0.5073295460335949,0.4180765764400779,,,
6,train,0.3812493681907654,77.875,2.763671875,100000,10,,1.1220703125,,0.44233120248034974,0.5289391388284473,0.5289391388284473,0.44233120248034974,,,
7,train,0.3631575107574463,77.9375,2.69140625,100000,9,,1.0810546875,,0.425289841342813,0.5334725608644727,0.5070607175819348,0.3957793808239407,,,
8,train,0.22922749817371368,85.375,2.57421875,100000,9,,1.0517578125,,0.4233563665495319,0.5492394395927575,0.5237184900851084,0.39374479349822844,,,
9,train,0.28416576981544495,83.25,2.76953125,100000,10,,1.2001953125,,0.3902012522461753,0.4762748568487528,0.4762748568487528,0.3902012522461753,,,
10,train,0.3474614918231964,79.0,3.0,100000,6,,1.2099609375,,0.5026851963067818,0.4896326857563014,0.30333183242963074,0.34678920074920017,,,
11,train,0.30491286516189575,81.0,2.880859375,100000,8,,1.189453125,,0.4204753460731958,0.47350368569919943,0.405541366801406,0.35345217109863114,,,
12,train,0.5061540007591248,71.6875,2.240234375,100000,10,,0.76806640625,,0.45632130124801207,0.6292621992016231,0.6292621992016231,0.45632130124801207,,,
13,train,0.23831556737422943,85.5625,2.75,100000,10,,1.1171875,,0.41318213891387134,0.48342713839609464,0.48342713839609464,0.41318213891387134,,,
14,train,0.346741646528244,79.125,2.56640625,100000,8,,1.0439453125,,0.4512604126643206,0.5555967129234969,0.4982427872994914,0.3877958510067412,,,
15,train,0.2709785997867584,82.125,2.505859375,100000,8,,1.0576171875,,0.45431342478197956,0.5669702478789871,0.5110722516263693,0.3911950943910977,,,
16,train,0.2838645577430725,81.4375,2.505859375,100000,8,,0.984375,,0.4528715379112209,0.5654298286245871,0.5093351117515009,0.3895870539535713,,,
17,train,0.2970251739025116,81.1875,2.533203125,99982,8,,0.9638671875,,0.4613083887470635,0.5706679971131629,0.515245699269624,0.3989984577343684,,,
18,train,0.3989388346672058,76.125,2.55078125,95142,6,,0.9638671875,,0.459103577289118,0.5822886579405966,0.42984880583628116,0.28956652456625187,,,
19,train,0.31619179248809814,80.1875,2.482421875,84797,6,,0.99853515625,,0.45085117305639344,0.5853970318871627,0.434105715839394,0.27873141793762624,,,
20,train,0.2880854606628418,80.875,2.5,63450,7,,0.9990234375,,0.4756164944953869,0.5967928001530901,0.5055852977356066,0.3711317143727133,,,
21,train,0.3515227735042572,79.0625,2.50390625,57497,7,,0.9833984375,,0.44865758214558427,0.5629129618499943,0.46408904342904955,0.33882106400166434,,,
