epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,alignment,max_rep,redund_msg,redund_smb,redund_smb_adj,redund_smb_adj2,redund_smb_adj3,top_sim,pos_dis,bos_dis
1,train,0.6949467062950134,63.25,3.40234375,100000,10,,1.9140625,,0.5757410705773334,0.6411805206362564,0.6411805206362564,0.5757410705773334,,,
2,train,0.53094482421875,70.125,3.2734375,100000,10,,1.71875,,0.5733842380802051,0.581572305864419,0.581572305864419,0.5733842380802051,,,
3,train,0.4772874712944031,72.25,3.12890625,100000,10,,1.4462890625,,0.596414468493292,0.56177263537648,0.56177263537648,0.596414468493292,,,
4,train,0.5551024079322815,68.4375,4.5,100000,10,,2.564453125,,0.4864941980626418,0.5340307742808298,0.5340307742808298,0.4864941980626418,,,
5,train,0.5165272951126099,70.375,4.625,100000,10,,2.576171875,,0.46853370724288934,0.49803594669000995,0.49803594669000995,0.46853370724288934,,,
6,train,0.41259390115737915,75.8125,4.625,100000,10,,2.458984375,,0.46919936207364055,0.4985635903822896,0.4985635903822896,0.46919936207364055,,,
7,train,0.3890107274055481,77.4375,4.08203125,100000,10,,2.0703125,,0.4827394009576863,0.5374686231308673,0.5374686231308673,0.4827394009576863,,,
8,train,0.4005354940891266,77.5625,3.296875,100000,10,,1.57421875,,0.5359999942486151,0.5533508022225018,0.5533508022225018,0.5359999942486151,,,
9,train,0.3835563659667969,77.75,3.326171875,100000,10,,1.4970703125,,0.5483860445943598,0.5705793823050177,0.5705793823050177,0.5483860445943598,,,
10,train,0.37740302085876465,77.75,3.396484375,100000,10,,1.564453125,,0.5374155485948268,0.5744552552052847,0.5744552552052847,0.5374155485948268,,,
11,train,0.472139447927475,75.0625,3.875,100000,10,,1.771484375,,0.4725467728945597,0.46549231705259886,0.46549231705259886,0.4725467728945597,,,
12,train,0.42043399810791016,76.4375,4.24609375,100000,10,,1.7177734375,,0.46096711561100767,0.470418358172194,0.470418358172194,0.46096711561100767,,,
13,train,0.5957170128822327,65.8125,4.21875,100000,10,,1.521484375,,0.502555773229201,0.5240039724401251,0.5240039724401251,0.502555773229201,,,
14,train,0.48764511942863464,69.9375,4.25,100000,10,,1.458984375,,0.5250695933322264,0.5519234859523536,0.5519234859523536,0.5250695933322264,,,
15,train,0.4467456638813019,71.8125,4.24609375,100000,10,,1.384765625,,0.5274200740796022,0.5542164972860101,0.5542164972860101,0.5274200740796022,,,
16,train,1.4012101888656616,30.515625,3.10546875,97651,10,,1.0625,,0.7453506533160432,0.5751561528105261,0.5751561528105261,0.7453506533160432,,,
17,train,1.0958611965179443,37.8125,3.0,97249,10,,1.0341796875,,0.7642469154357743,0.5221874871659019,0.5221874871659019,0.7642469154357743,,,
18,train,1.0934526920318604,37.59375,3.0,94680,10,,1.0341796875,,0.7640375373087817,0.5217631346979481,0.5217631346979481,0.7640375373087817,,,
19,train,1.0912880897521973,37.5625,3.0,83190,10,,1.0341796875,,0.7647517686697674,0.5233045589118509,0.5233045589118509,0.7647517686697674,,,
20,train,1.0908877849578857,37.71875,3.0,46699,10,,1.0341796875,,0.765009175492317,0.523732349271364,0.523732349271364,0.765009175492317,,,
21,train,1.089887261390686,37.90625,3.0,27493,10,,1.03515625,,0.7643069450506179,0.5223091453088589,0.5223091453088589,0.7643069450506179,,,
22,train,1.0909090042114258,38.03125,3.056640625,19024,10,,1.0478515625,,0.7442019270756609,0.5232616024697803,0.5232616024697803,0.7442019270756609,,,
23,train,0.778458833694458,61.125,3.697265625,84486,10,,1.4599609375,,0.49084073546168827,0.43549748929767707,0.43549748929767707,0.49084073546168827,,,
24,train,0.5180660486221313,69.5,4.21484375,79377,10,,2.22265625,,0.5036394343612249,0.5377860221245394,0.5377860221245394,0.5036394343612249,,,
25,train,0.47822895646095276,71.875,4.3203125,79031,10,,2.0703125,,0.47299627162798186,0.4943063996058841,0.4943063996058841,0.47299627162798186,,,
1,val,0.48774823546409607,67.9375,3.54296875,143,10,0.9379309076456961,2.125,0.525185482833733,0.6188126015658386,0.7057218706076861,0.7057218706076861,0.6188126015658386,0.2582392141631774,0.006399592850357294,0.017087377607822418
2,val,0.5116268992424011,70.875,3.15234375,138,10,0.962809702164088,1.5009765625,0.5363071393731317,0.6284977506206293,0.6121652651850891,0.6121652651850891,0.6284977506206293,0.23151176159015546,0.07254423946142197,0.055174704641103745
3,val,0.6581032872200012,65.8125,3.64453125,176,10,0.9422823705372447,1.8330078125,0.4912956699117661,0.5909572246379504,0.5874599441930235,0.5874599441930235,0.5909572246379504,0.2417537897778975,0.04153106361627579,0.046090200543403625
4,val,0.5723333954811096,69.25,4.1640625,219,10,0.9176001104736325,2.08203125,0.43528610902126796,0.5457859295940413,0.5550865435705109,0.5550865435705109,0.5457859295940413,0.33313404552601833,0.16043607890605927,0.069269560277462
5,val,0.4362301528453827,76.625,4.62890625,256,10,0.9419466071130389,2.466796875,0.38486710552946224,0.4974184998033243,0.5371319596841623,0.5371319596841623,0.4974184998033243,0.3449652769792241,0.1812412142753601,0.040780726820230484
6,val,0.4043964743614197,77.125,4.62890625,250,10,0.8737672858315991,2.466796875,0.3807008547931374,0.4929976704963508,0.5290784968570752,0.5290784968570752,0.4929976704963508,0.35775642714745287,0.17237935960292816,0.03856489807367325
7,val,0.3452453911304474,79.75,3.41015625,186,10,0.9155180117789666,1.599609375,0.46001486108652456,0.5618283083590591,0.6169375297472711,0.6169375297472711,0.5618283083590591,0.2991985164549817,0.07620401680469513,0.02294081076979637
8,val,0.8575382828712463,62.8125,3.291015625,173,10,0.8991579656573223,1.5673828125,0.4747696735494712,0.5811242976233288,0.6202070495139972,0.6202070495139972,0.5811242976233288,0.2759062240346735,0.05216991528868675,0.024775858968496323
9,val,0.3516169786453247,79.0625,3.52734375,197,10,0.9242088954006152,1.6875,0.4677037489107464,0.568703795640316,0.6456413995217368,0.6456413995217368,0.568703795640316,0.30399050753894485,0.05323920398950577,0.031428828835487366
10,val,0.5625152587890625,66.625,2.87890625,95,10,0.8947774819511711,1.0947265625,0.5615324808345172,0.6476940758459087,0.5378941568204942,0.5378941568204942,0.6476940758459087,0.2237373175808173,0.007905257865786552,0.07562743872404099
11,val,0.4375918507575989,74.625,4.44140625,251,10,0.9318827514490657,1.9833984375,0.3969632338260287,0.508212330388628,0.5375702760708266,0.5375702760708266,0.508212330388628,0.3565233795061178,0.16192980110645294,0.05577933043241501
12,val,0.5316489934921265,66.9375,4.01171875,187,10,0.9018413211623757,1.4228515625,0.46677679020743124,0.5704767007113616,0.5779187258745575,0.5779187258745575,0.5704767007113616,0.2732609445446579,0.12233060598373413,0.1316247582435608
13,val,0.49454906582832336,70.1875,4.2421875,213,10,0.9466130317070867,1.5048828125,0.4487025661647912,0.5560775592244012,0.5913347493781342,0.5913347493781342,0.5560775592244012,0.25658561165474686,0.13858067989349365,0.13056837022304535
14,val,0.4982856214046478,69.6875,4.2421875,210,10,0.9650722259793758,1.3251953125,0.45523539065619134,0.5615402410208385,0.6016057733501068,0.6016057733501068,0.5615402410208385,0.22375700150369046,0.14876028895378113,0.15264618396759033
15,val,0.5081474781036377,67.75,4.2421875,206,10,0.9570705000340857,1.32421875,0.4577966344444202,0.5634248629685625,0.6016204573700237,0.6016204573700237,0.5634248629685625,0.2607018709996007,0.15725652873516083,0.12056633085012436
16,val,1.1596325635910034,37.6875,3.0,39,10,0.8410285051321926,1.0419921875,0.7115481254603264,0.7743676720215601,0.5431013250093104,0.5431013250093104,0.7743676720215601,0.25341333904238056,0.43093395233154297,0.2530335783958435
17,val,1.1007623672485352,37.59375,3.0,49,10,0.8878297295482093,1.037109375,0.6868428915634037,0.7551821713964476,0.5043353786263918,0.5043353786263918,0.7551821713964476,0.23915301345185075,0.3810749053955078,0.23115947842597961
18,val,1.0962859392166138,36.59375,3.0,47,10,0.8523668447130242,1.041015625,0.6994015029802492,0.7649848162671049,0.5241518383622962,0.5241518383622962,0.7649848162671049,0.25000590753594626,0.40632855892181396,0.24233314394950867
19,val,1.0818651914596558,37.3125,3.0,49,10,0.8615721343987791,1.03125,0.6939113360040163,0.7607371827166047,0.5155684989302907,0.5155684989302907,0.7607371827166047,0.2500776594774401,0.41390344500541687,0.2445138841867447
20,val,1.1146435737609863,36.90625,3.0,47,10,0.8629253552807623,1.0361328125,0.6950481966054891,0.7615818110365011,0.5172677958835312,0.5172677958835312,0.7615818110365011,0.24912722214003252,0.3981727659702301,0.2344927042722702
21,val,1.0989311933517456,37.6875,3.0,51,10,0.866680127373185,1.037109375,0.6922775678594655,0.7595098029467219,0.5130950332878312,0.5130950332878312,0.7595098029467219,0.2478263717067409,0.3960329294204712,0.24145187437534332
22,val,1.2229522466659546,42.25,3.5,108,10,0.8683758336997334,1.20703125,0.5974969578212943,0.6811920355925396,0.5942685629184873,0.5942685629184873,0.6811920355925396,0.18124819720256144,0.1775464415550232,0.126862034201622
