epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.5155013203620911,75.3125,75.3125,2.21484375,2.21484375,1.263671875,1.263671875,91,10,4.205269712293718,4.91015625,5.77734375,0.88623046875,0.1502685546875,,,0.34222912786574183,8.610419929572966,1.728515625,10.0625,0.20068359375,0.1278076171875,3.4780854333662012,1.162109375,6.0625,0.334228515625,0.1385498046875
2,train,baseline,0.29600486159324646,86.1875,86.1875,2.333984375,2.333984375,1.39453125,1.39453125,85,10,4.27171654123186,4.93359375,5.859375,1.0146484375,0.158203125,,,0.3889092187412998,8.609677684721234,1.9453125,9.6484375,0.2259521484375,0.1436767578125,3.478958690275234,1.2314453125,5.94921875,0.35400390625,0.146484375
3,train,baseline,0.23697444796562195,89.25,89.25,2.404296875,2.404296875,1.4423828125,1.4423828125,83,10,4.440420026240485,5.0390625,5.984375,1.037109375,0.1580810546875,,,0.3523860807902869,8.608734506934535,2.060546875,9.5234375,0.2392578125,0.1510009765625,3.4807841289942876,1.2578125,6.00390625,0.361328125,0.1475830078125
4,train,baseline,0.19363394379615784,91.75,91.75,2.48046875,2.48046875,1.498046875,1.498046875,83,10,4.693575866852779,5.17578125,6.078125,1.083984375,0.1484375,,,0.3606847528922643,8.612105090522132,2.232421875,9.3203125,0.25927734375,0.161865234375,3.4748443999785916,1.3173828125,6.015625,0.379150390625,0.1522216796875
5,train,baseline,0.1563517153263092,93.8125,93.8125,2.52734375,2.52734375,1.52734375,1.52734375,84,10,4.856285238376703,5.36328125,6.15234375,1.0859375,0.1280517578125,,,0.33155526626682785,8.610294068623837,2.404296875,9.171875,0.279052734375,0.1719970703125,3.46688184774597,1.380859375,6.0703125,0.398193359375,0.1563720703125
6,train,baseline,0.1312979757785797,95.0,95.0,2.544921875,2.544921875,1.5400390625,1.5400390625,84,10,4.997674063791704,5.39453125,6.12890625,1.08203125,0.1199951171875,,,0.32115324419715047,8.610082602574904,2.556640625,8.890625,0.296875,0.1826171875,3.4753281723091907,1.42578125,6.015625,0.41015625,0.1607666015625
7,train,baseline,0.11540517210960388,95.8125,95.8125,2.5703125,2.5703125,1.55078125,1.55078125,84,10,5.047310161604191,5.4375,6.1484375,1.087890625,0.1153564453125,,,0.30825918602417046,8.609401582181974,2.681640625,8.6875,0.3115234375,0.19091796875,3.4739259087759744,1.4560546875,6.0,0.419189453125,0.163330078125
8,train,baseline,0.10449075698852539,96.375,96.375,2.583984375,2.583984375,1.5634765625,1.5634765625,82,10,5.124175461264274,5.49609375,6.17578125,1.0908203125,0.110107421875,,,0.3224314574846472,8.60898995917021,2.7734375,8.5546875,0.322265625,0.1966552734375,3.475756621428139,1.4833984375,6.00390625,0.4267578125,0.1654052734375
9,train,baseline,0.0965074822306633,96.6875,96.6875,2.591796875,2.591796875,1.578125,1.578125,84,10,5.201709305258693,5.546875,6.21875,1.1044921875,0.1075439453125,,,0.2985558736314209,8.610937418607055,2.87109375,8.4140625,0.33349609375,0.202880859375,3.488013634834448,1.509765625,6.01953125,0.4326171875,0.1669921875
10,train,baseline,0.08916793763637543,97.125,97.125,2.603515625,2.603515625,1.587890625,1.587890625,82,10,5.251928337561579,5.55859375,6.2109375,1.111328125,0.10467529296875,,,0.3342475891605155,8.609528029863624,2.953125,8.265625,0.343017578125,0.2083740234375,3.477225311920421,1.5234375,5.98828125,0.438232421875,0.1685791015625
11,train,baseline,0.0853070467710495,97.25,97.25,2.611328125,2.611328125,1.5966796875,1.5966796875,83,10,5.298719384664394,5.5703125,6.22265625,1.1123046875,0.1051025390625,,,0.3325851728527421,8.60844740778229,3.021484375,8.1328125,0.35107421875,0.213134765625,3.4806561685216155,1.5634765625,5.921875,0.44921875,0.1728515625
12,train,baseline,0.08116906136274338,97.5,97.5,2.615234375,2.615234375,1.6005859375,1.6005859375,85,10,5.3054554697873835,5.58984375,6.23046875,1.1162109375,0.1025390625,,,0.2969397210780385,8.610387575210575,3.060546875,8.078125,0.35546875,0.215576171875,3.481050196676658,1.5615234375,5.94921875,0.448486328125,0.172119140625
13,train,baseline,0.07752050459384918,97.6875,97.6875,2.630859375,2.630859375,1.6025390625,1.6025390625,82,10,5.344672595287256,5.62109375,6.2421875,1.1123046875,0.09954833984375,,,0.28317471320230375,8.613120489431155,3.13671875,7.96484375,0.364013671875,0.2203369140625,3.4831576463077596,1.5966796875,5.9140625,0.458251953125,0.17529296875
14,train,baseline,0.07540115714073181,97.75,97.75,2.626953125,2.626953125,1.6044921875,1.6044921875,82,10,5.38770318113031,5.6640625,6.2421875,1.11328125,0.09271240234375,,,0.2878034934938003,8.60917755066599,3.16796875,7.93359375,0.367919921875,0.2220458984375,3.4704284575294975,1.580078125,5.97265625,0.455322265625,0.1729736328125
15,train,baseline,0.07288754731416702,97.875,97.875,2.6328125,2.6328125,1.603515625,1.603515625,83,10,5.436435667698143,5.66015625,6.2421875,1.1064453125,0.09326171875,,,0.299463229560036,8.6096199413913,3.2265625,7.8203125,0.374755859375,0.22607421875,3.48285651404951,1.6015625,5.94140625,0.4599609375,0.1751708984375
