epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.5373822450637817,74.25,74.25,2.185546875,2.185546875,1.2109375,1.2109375,91,10,4.331400434272565,5.03515625,5.578125,0.85546875,0.09747314453125,,,0.3027286523781043,8.610559252888109,1.6513671875,10.34375,0.1917724609375,0.12103271484375,3.4668719895991216,1.083984375,6.33203125,0.3125,0.12744140625
2,train,baseline,0.28184348344802856,87.125,87.125,2.3671875,2.3671875,1.326171875,1.326171875,90,10,4.34906751843515,5.18359375,5.6796875,0.97705078125,0.08746337890625,,,0.2503842063074205,8.610217134528519,1.8818359375,10.03125,0.2186279296875,0.136474609375,3.4732821939501113,1.216796875,6.22265625,0.35009765625,0.1405029296875
3,train,baseline,0.18552212417125702,92.3125,92.3125,2.451171875,2.451171875,1.3857421875,1.3857421875,91,10,4.982041306058164,5.53515625,5.84765625,0.97607421875,0.0535888671875,,,0.24222616528657734,8.611209125499792,2.14453125,9.8515625,0.2491455078125,0.151611328125,3.474465142020374,1.2822265625,6.4453125,0.368896484375,0.1422119140625
4,train,baseline,0.1414339542388916,94.5,94.5,2.490234375,2.490234375,1.44140625,1.44140625,91,10,5.288629034494304,5.68359375,5.96484375,0.97998046875,0.04742431640625,,,0.234901901707165,8.609558503964818,2.369140625,9.5546875,0.275146484375,0.165771484375,3.475871784428198,1.3330078125,6.4921875,0.383544921875,0.1455078125
5,train,baseline,0.11845602840185165,95.6875,95.6875,2.5234375,2.5234375,1.486328125,1.486328125,91,10,5.389099140276351,5.8046875,6.0390625,0.99755859375,0.03900146484375,,,0.24698024105513142,8.610252101263175,2.541015625,9.328125,0.295166015625,0.17626953125,3.4736723801866196,1.3955078125,6.484375,0.40185546875,0.1505126953125
6,train,baseline,0.1035301610827446,96.375,96.375,2.54296875,2.54296875,1.517578125,1.517578125,91,10,5.52158679951706,5.8671875,6.08203125,1.021484375,0.035186767578125,,,0.21767981687758434,8.611435656255596,2.662109375,9.15625,0.309326171875,0.1839599609375,3.4625940692909327,1.4228515625,6.484375,0.410888671875,0.1524658203125
7,train,baseline,0.0943356528878212,96.8125,96.8125,2.5625,2.5625,1.53125,1.53125,91,10,5.583629147524137,5.90625,6.12890625,1.02734375,0.036376953125,,,0.19697210654576033,8.609998214153709,2.78125,8.953125,0.322998046875,0.1915283203125,3.4891362811235456,1.4580078125,6.48046875,0.41796875,0.1551513671875
8,train,baseline,0.08683974295854568,97.1875,97.1875,2.568359375,2.568359375,1.5458984375,1.5458984375,91,10,5.492579984820884,5.90625,6.140625,1.04296875,0.03863525390625,,,0.19006681329365532,8.610448414649012,2.890625,8.734375,0.335693359375,0.1990966796875,3.4786130884043365,1.5029296875,6.37890625,0.43212890625,0.16015625
9,train,baseline,0.08104906976222992,97.375,97.375,2.580078125,2.580078125,1.5517578125,1.5517578125,91,10,5.58348605147341,5.9140625,6.14453125,1.0400390625,0.03753662109375,,,0.2225749850440823,8.609316181081883,2.97265625,8.578125,0.345458984375,0.2047119140625,3.4822938633511926,1.5458984375,6.3046875,0.44384765625,0.16455078125
10,train,baseline,0.07734493166208267,97.5625,97.5625,2.587890625,2.587890625,1.55859375,1.55859375,91,10,5.582085098609047,5.94921875,6.16015625,1.046875,0.034332275390625,,,0.20684303986293884,8.610083660355365,3.046875,8.46875,0.35400390625,0.209228515625,3.4857696994700538,1.568359375,6.296875,0.449951171875,0.166259765625
11,train,baseline,0.07430611550807953,97.75,97.75,2.595703125,2.595703125,1.5673828125,1.5673828125,91,10,5.635979618337572,5.96875,6.1796875,1.04296875,0.03448486328125,,,0.19805900169669866,8.607736901455056,3.15234375,8.2734375,0.3662109375,0.2161865234375,3.4887867572152564,1.6005859375,6.25390625,0.458740234375,0.1693115234375
12,train,baseline,0.07106322050094604,97.9375,97.9375,2.603515625,2.603515625,1.57421875,1.57421875,91,10,5.658819776143639,5.98828125,6.1953125,1.0439453125,0.033599853515625,,,0.2249996502940876,8.60896662804061,3.216796875,8.1640625,0.37353515625,0.2203369140625,3.48028414291946,1.6142578125,6.23828125,0.4638671875,0.1705322265625
13,train,baseline,0.06861133873462677,98.0,98.0,2.60546875,2.60546875,1.5751953125,1.5751953125,91,10,5.702574086878335,5.98828125,6.1953125,1.0439453125,0.033172607421875,,,0.19260450089025546,8.60918240968968,3.2734375,8.0546875,0.380126953125,0.2242431640625,3.476187933665074,1.6328125,6.19921875,0.4697265625,0.1724853515625
14,train,baseline,0.06713180243968964,98.0625,98.0625,2.603515625,2.603515625,1.5791015625,1.5791015625,91,10,5.743015456794035,6.015625,6.203125,1.044921875,0.0305938720703125,,,0.22937666654253225,8.611971065769035,3.353515625,7.91796875,0.389404296875,0.229248046875,3.479983880478001,1.6494140625,6.1953125,0.47412109375,0.1737060546875
15,train,baseline,0.0645720437169075,98.1875,98.1875,2.607421875,2.607421875,1.5791015625,1.5791015625,91,10,5.806809800844287,6.0,6.19921875,1.0390625,0.03179931640625,,,0.18522702455073642,8.60865007339176,3.400390625,7.80859375,0.39501953125,0.2327880859375,3.4768766974846645,1.6845703125,6.109375,0.484619140625,0.177734375
1,test,,1.7913669347763062,59.21875,59.21875,2.27734375,2.27734375,1.2470703125,1.2470703125,88,10,4.946488653718528,4.921875,5.47265625,0.89599609375,0.1005859375,3.1796875,3.13671875,0.35120008185606394,6.65821148275179,1.755859375,8.0703125,0.263671875,0.151611328125,3.1852953424983985,1.1572265625,5.79296875,0.36328125,0.1427001953125
2,test,,1.9246957302093506,60.40625,60.40625,2.375,2.375,1.2900390625,1.2900390625,87,10,5.158078853440146,5.1015625,5.5703125,0.90283203125,0.0843505859375,3.203125,3.146484375,0.3499137381549521,6.65821148275179,1.962890625,7.8359375,0.294677734375,0.1668701171875,3.1852953424983985,1.3271484375,5.6328125,0.416748046875,0.16015625
3,test,,2.1166179180145264,61.5,61.5,2.427734375,2.427734375,1.3134765625,1.3134765625,89,10,5.32960837110989,5.33203125,5.65234375,0.90234375,0.05706787109375,3.25,3.197265625,0.3301983166594251,6.65821148275179,2.15625,7.67578125,0.32373046875,0.1798095703125,3.1852953424983985,1.400390625,5.71484375,0.439697265625,0.1644287109375
4,test,,1.7225040197372437,68.4375,68.4375,2.486328125,2.486328125,1.375,1.375,90,10,5.523269587175452,5.5234375,5.78515625,0.912109375,0.04510498046875,3.271484375,3.23046875,0.3041225062882419,6.65821148275179,2.28125,7.62109375,0.342529296875,0.1871337890625,3.1852953424983985,1.423828125,5.86328125,0.447021484375,0.1634521484375
5,test,,1.796614646911621,68.5625,68.5625,2.517578125,2.517578125,1.404296875,1.404296875,89,10,5.561438022335113,5.58984375,5.86328125,0.93359375,0.046539306640625,3.298828125,3.232421875,0.2961453085361487,6.65821148275179,2.416015625,7.41796875,0.36279296875,0.1971435546875,3.1852953424983985,1.4697265625,5.8359375,0.46142578125,0.16748046875
6,test,,1.7290923595428467,71.0,71.0,2.515625,2.515625,1.4296875,1.4296875,90,10,5.645718543859816,5.65625,5.91015625,0.94873046875,0.042938232421875,3.30859375,3.255859375,0.2951250814910181,6.65821148275179,2.498046875,7.3203125,0.375244140625,0.202880859375,3.1852953424983985,1.505859375,5.83203125,0.47265625,0.1702880859375
7,test,,1.5362975597381592,74.1875,74.1875,2.552734375,2.552734375,1.4560546875,1.4560546875,87,10,5.6607183709835915,5.69921875,5.96875,0.9443359375,0.044769287109375,3.306640625,3.259765625,0.2777713478208257,6.65821148275179,2.583984375,7.19140625,0.38818359375,0.2091064453125,3.1852953424983985,1.5390625,5.8046875,0.4833984375,0.1732177734375
8,test,,1.467562198638916,75.1875,75.1875,2.529296875,2.529296875,1.458984375,1.458984375,86,10,5.6533132938904185,5.65625,5.9453125,0.9658203125,0.048431396484375,3.3125,3.2578125,0.28602551674909005,6.65821148275179,2.70703125,6.90234375,0.406494140625,0.2198486328125,3.1852953424983985,1.6044921875,5.6328125,0.50390625,0.1815185546875
9,test,,1.4113157987594604,75.875,75.875,2.5390625,2.5390625,1.44921875,1.44921875,88,10,5.668870566133782,5.65234375,5.9296875,0.96728515625,0.046875,3.31640625,3.26171875,0.2842580532770957,6.65821148275179,2.767578125,6.77734375,0.41552734375,0.2247314453125,3.1852953424983985,1.63671875,5.5625,0.51416015625,0.185302734375
10,test,,1.4637343883514404,75.75,75.75,2.572265625,2.572265625,1.4482421875,1.4482421875,86,10,5.616321162246957,5.65625,5.94921875,0.951171875,0.0489501953125,3.328125,3.25,0.2890544846988183,6.65821148275179,2.8203125,6.671875,0.423583984375,0.2291259765625,3.1852953424983985,1.6669921875,5.5078125,0.5234375,0.1884765625
11,test,,1.5067620277404785,75.8125,75.8125,2.5859375,2.5859375,1.453125,1.453125,86,10,5.646583169652084,5.66796875,5.98828125,0.9521484375,0.053131103515625,3.34765625,3.2734375,0.28203335314909045,6.65821148275179,2.869140625,6.58984375,0.430908203125,0.232666015625,3.1852953424983985,1.6826171875,5.4921875,0.5283203125,0.18994140625
12,test,,1.3507930040359497,76.75,76.75,2.576171875,2.576171875,1.46484375,1.46484375,85,10,5.63218800129413,5.67578125,5.98046875,0.9599609375,0.05084228515625,3.345703125,3.275390625,0.2843529798708866,6.65821148275179,2.974609375,6.3828125,0.44677734375,0.2412109375,3.1852953424983985,1.716796875,5.42578125,0.5390625,0.1937255859375
13,test,,1.261426568031311,77.375,77.375,2.603515625,2.603515625,1.5009765625,1.5009765625,86,10,5.666728368591004,5.71875,6.04296875,0.96826171875,0.05389404296875,3.359375,3.287109375,0.26912738487723364,6.65821148275179,3.009765625,6.359375,0.4521484375,0.2431640625,3.1852953424983985,1.7333984375,5.4375,0.5439453125,0.194580078125
14,test,,1.279278039932251,77.25,77.25,2.599609375,2.599609375,1.5068359375,1.5068359375,87,10,5.724663493124734,5.75,6.046875,0.9658203125,0.049468994140625,3.373046875,3.30078125,0.2743364762070888,6.65821148275179,3.05859375,6.2890625,0.45947265625,0.24658203125,3.1852953424983985,1.7421875,5.44921875,0.546875,0.1949462890625
15,test,,1.159016489982605,78.3125,78.3125,2.58984375,2.58984375,1.48828125,1.48828125,84,10,5.668422464442527,5.703125,6.01953125,0.98388671875,0.052825927734375,3.37890625,3.294921875,0.27953528685449097,6.65821148275179,3.130859375,6.1015625,0.47021484375,0.253173828125,3.1852953424983985,1.779296875,5.328125,0.55859375,0.2001953125
