epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.5193244814872742,75.3125,75.3125,2.09765625,2.09765625,1.3564453125,1.3564453125,91,10,4.71120562186701,5.2109375,5.9296875,0.9326171875,0.12115478515625,,,0.3049631490713397,8.612317998553916,1.701171875,10.421875,0.197509765625,0.12310791015625,3.4784386205282303,1.13671875,6.4140625,0.326904296875,0.130859375
2,train,baseline,0.30191946029663086,86.125,86.125,2.33984375,2.33984375,1.466796875,1.466796875,81,10,4.571064184445,5.17578125,6.0078125,1.015625,0.1383056640625,,,0.27917287675220515,8.6094089621687,1.888671875,10.0078125,0.2193603515625,0.136962890625,3.4814120901784436,1.228515625,6.203125,0.352783203125,0.141845703125
3,train,baseline,0.2207595705986023,90.1875,90.1875,2.380859375,2.380859375,1.4912109375,1.4912109375,77,10,4.829461875141984,5.296875,6.05078125,0.98828125,0.1246337890625,,,0.2932736790020701,8.609504393129447,2.115234375,9.671875,0.2457275390625,0.1522216796875,3.4806211987880085,1.3525390625,6.0703125,0.388671875,0.154052734375
4,train,baseline,0.16969169676303864,92.9375,92.9375,2.4375,2.4375,1.513671875,1.513671875,77,10,5.14366405074847,5.46875,6.0859375,1.0068359375,0.1019287109375,,,0.2969342861873972,8.611011367079648,2.310546875,9.4609375,0.268310546875,0.1640625,3.480214779268636,1.4287109375,6.08984375,0.41064453125,0.15966796875
5,train,baseline,0.1411801129579544,94.4375,94.4375,2.498046875,2.498046875,1.5341796875,1.5341796875,81,10,5.257170217377298,5.60546875,6.125,1.0244140625,0.0849609375,,,0.2687006312913932,8.60709230390501,2.431640625,9.3515625,0.282470703125,0.1710205078125,3.47955662604585,1.4580078125,6.16796875,0.419189453125,0.1605224609375
6,train,baseline,0.1211572214961052,95.5,95.5,2.533203125,2.533203125,1.548828125,1.548828125,82,10,5.405919245496045,5.7109375,6.15234375,1.033203125,0.0718994140625,,,0.2850633028680671,8.607993939463418,2.568359375,9.1796875,0.29833984375,0.179443359375,3.4789793849773782,1.4853515625,6.21875,0.427001953125,0.16162109375
7,train,baseline,0.10785970091819763,96.125,96.125,2.548828125,2.548828125,1.5654296875,1.5654296875,82,10,5.529739834933797,5.7578125,6.1875,1.0322265625,0.06915283203125,,,0.29062493688704716,8.608693978853717,2.6953125,8.9765625,0.31298828125,0.1875,3.4865577988970444,1.5146484375,6.21484375,0.434326171875,0.163818359375
8,train,baseline,0.0998840406537056,96.5,96.5,2.564453125,2.564453125,1.5751953125,1.5751953125,82,10,5.541366785680782,5.8046875,6.20703125,1.0380859375,0.0650634765625,,,0.28140271017379287,8.609913293586677,2.79296875,8.828125,0.324462890625,0.1937255859375,3.482713814169711,1.53515625,6.21484375,0.44091796875,0.165283203125
9,train,baseline,0.09209458529949188,96.9375,96.9375,2.578125,2.578125,1.5869140625,1.5869140625,82,10,5.6016764238117105,5.8359375,6.21484375,1.0400390625,0.060821533203125,,,0.28331127071576884,8.60941843092131,2.880859375,8.6796875,0.334716796875,0.199462890625,3.482564307512655,1.5556640625,6.20703125,0.44677734375,0.1669921875
10,train,baseline,0.08800391852855682,97.125,97.125,2.591796875,2.591796875,1.58984375,1.58984375,86,10,5.623281319480144,5.84765625,6.203125,1.0419921875,0.05682373046875,,,0.2811085934516665,8.609309573235775,2.958984375,8.5390625,0.343505859375,0.20458984375,3.465757372034992,1.5673828125,6.1796875,0.452392578125,0.1683349609375
11,train,baseline,0.08363604545593262,97.3125,97.3125,2.61328125,2.61328125,1.5947265625,1.5947265625,85,10,5.690396687836304,5.875,6.21875,1.0380859375,0.055267333984375,,,0.2633978149268798,8.610507565546712,3.025390625,8.4375,0.351318359375,0.2088623046875,3.481708430276656,1.6103515625,6.13671875,0.46240234375,0.172119140625
12,train,baseline,0.0800945982336998,97.4375,97.4375,2.630859375,2.630859375,1.603515625,1.603515625,84,10,5.697387577760325,5.90234375,6.24609375,1.04296875,0.05511474609375,,,0.2787229702818779,8.608708892402568,3.109375,8.296875,0.361083984375,0.2142333984375,3.4905825573359612,1.626953125,6.13671875,0.466064453125,0.1732177734375
13,train,baseline,0.07707216590642929,97.625,97.625,2.63671875,2.63671875,1.6083984375,1.6083984375,85,10,5.709206834712185,5.89453125,6.23046875,1.0419921875,0.053497314453125,,,0.2886772207585917,8.609491888310522,3.1640625,8.1796875,0.367431640625,0.2181396484375,3.4740592471845395,1.650390625,6.0703125,0.47509765625,0.1761474609375
14,train,baseline,0.07391741126775742,97.75,97.75,2.64453125,2.64453125,1.6162109375,1.6162109375,85,10,5.754167040457805,5.9375,6.26171875,1.046875,0.05181884765625,,,0.2662913989351372,8.607372309061146,3.228515625,8.0859375,0.375244140625,0.2220458984375,3.482189169612842,1.6572265625,6.1015625,0.47607421875,0.176025390625
15,train,baseline,0.07110767066478729,97.9375,97.9375,2.65234375,2.65234375,1.62109375,1.62109375,85,10,5.760836691824788,5.94921875,6.2734375,1.046875,0.051513671875,,,0.27256274466424896,8.609571220647702,3.29296875,7.97265625,0.382568359375,0.2261962890625,3.4845901177307996,1.6845703125,6.06640625,0.4833984375,0.178466796875
1,test,,1.6044576168060303,61.1875,61.1875,2.25,2.25,1.3505859375,1.3505859375,85,10,5.069916696901133,5.02734375,5.70703125,0.92138671875,0.11920166015625,3.169921875,3.115234375,0.3922362927442016,6.65821148275179,1.7763671875,8.1328125,0.266845703125,0.1519775390625,3.1852953424983985,1.201171875,5.80859375,0.377197265625,0.146240234375
2,test,,1.7686902284622192,62.625,62.625,2.32421875,2.32421875,1.4140625,1.4140625,79,10,5.104764979529992,5.03515625,5.828125,0.96044921875,0.13623046875,3.158203125,3.08984375,0.4213488118966276,6.65821148275179,1.9169921875,7.859375,0.287841796875,0.1639404296875,3.1852953424983985,1.267578125,5.68359375,0.39794921875,0.154296875
3,test,,1.795426368713379,64.625,64.625,2.35546875,2.35546875,1.4150390625,1.4150390625,84,10,5.221405627635588,5.13671875,5.84375,0.94189453125,0.1209716796875,3.1953125,3.140625,0.41953629995528546,6.65821148275179,2.015625,7.76171875,0.302734375,0.1710205078125,3.1852953424983985,1.310546875,5.69921875,0.411376953125,0.157470703125
4,test,,1.6183197498321533,68.3125,68.3125,2.451171875,2.451171875,1.4384765625,1.4384765625,83,10,5.336629306127783,5.27734375,5.88671875,0.95654296875,0.10369873046875,3.26953125,3.208984375,0.4108106333116221,6.65821148275179,2.130859375,7.671875,0.320068359375,0.178466796875,3.1852953424983985,1.36328125,5.734375,0.427978515625,0.1610107421875
5,test,,1.5588994026184082,69.875,69.875,2.515625,2.515625,1.4833984375,1.4833984375,85,10,5.497744660575153,5.44921875,5.95703125,0.96142578125,0.08502197265625,3.314453125,3.265625,0.3700278673009523,6.65821148275179,2.236328125,7.63671875,0.3359375,0.1846923828125,3.1852953424983985,1.3935546875,5.84765625,0.4375,0.161376953125
6,test,,1.4466358423233032,71.25,71.25,2.51953125,2.51953125,1.453125,1.453125,84,10,5.493909135990767,5.47265625,5.93359375,0.9326171875,0.07745361328125,3.34375,3.283203125,0.38161218797078145,6.65821148275179,2.337890625,7.45703125,0.35107421875,0.192626953125,3.1852953424983985,1.4580078125,5.7421875,0.457763671875,0.1683349609375
7,test,,1.4330384731292725,71.875,71.875,2.5390625,2.5390625,1.484375,1.484375,83,10,5.534466230598823,5.53515625,5.9765625,0.94482421875,0.0738525390625,3.365234375,3.306640625,0.37257077332658933,6.65821148275179,2.41796875,7.35546875,0.36328125,0.1983642578125,3.1852953424983985,1.4912109375,5.73828125,0.468017578125,0.1710205078125
8,test,,1.4017082452774048,72.6875,72.6875,2.541015625,2.541015625,1.4775390625,1.4775390625,84,10,5.541450244450758,5.546875,5.9765625,0.947265625,0.07147216796875,3.361328125,3.306640625,0.3812755020276765,6.65821148275179,2.515625,7.17578125,0.377685546875,0.2060546875,3.1852953424983985,1.5400390625,5.65234375,0.4833984375,0.17626953125
9,test,,1.4246658086776733,73.125,73.125,2.552734375,2.552734375,1.5029296875,1.5029296875,82,10,5.6060415747879615,5.58984375,6.0078125,0.9404296875,0.0699462890625,3.375,3.3203125,0.3784424482416574,6.65821148275179,2.5859375,7.07421875,0.388427734375,0.2110595703125,3.1852953424983985,1.5673828125,5.63671875,0.4921875,0.1787109375
10,test,,1.220625877380371,75.125,75.125,2.591796875,2.591796875,1.4970703125,1.4970703125,83,10,5.568975211487897,5.58984375,6.0078125,0.95166015625,0.069580078125,3.4140625,3.34765625,0.38285998452677666,6.65821148275179,2.62109375,7.00390625,0.393798828125,0.2139892578125,3.1852953424983985,1.5908203125,5.59375,0.49951171875,0.1812744140625
11,test,,1.3945568799972534,73.5,73.5,2.56640625,2.56640625,1.4892578125,1.4892578125,83,10,5.558073755640826,5.55859375,5.984375,0.9462890625,0.0711669921875,3.427734375,3.361328125,0.38728852698680505,6.65821148275179,2.70703125,6.8046875,0.406494140625,0.2215576171875,3.1852953424983985,1.62890625,5.48828125,0.51123046875,0.186279296875
12,test,,1.272170901298523,75.125,75.125,2.576171875,2.576171875,1.51953125,1.51953125,83,10,5.590150779331797,5.6015625,6.03125,0.94921875,0.0711669921875,3.416015625,3.357421875,0.3698393306568288,6.65821148275179,2.775390625,6.70703125,0.416748046875,0.226318359375,3.1852953424983985,1.669921875,5.4453125,0.5244140625,0.1900634765625
13,test,,1.309648871421814,75.0625,75.0625,2.6015625,2.6015625,1.5234375,1.5234375,82,10,5.6005385906524765,5.609375,6.0390625,0.9599609375,0.0716552734375,3.4296875,3.365234375,0.36911802799463045,6.65821148275179,2.794921875,6.67578125,0.419921875,0.2279052734375,3.1852953424983985,1.6748046875,5.44140625,0.52587890625,0.1904296875
14,test,,1.138472318649292,76.625,76.625,2.615234375,2.615234375,1.5263671875,1.5263671875,85,10,5.600624358059677,5.59765625,6.046875,0.9599609375,0.07415771484375,3.451171875,3.376953125,0.36607462816832265,6.65821148275179,2.849609375,6.5546875,0.427978515625,0.2325439453125,3.1852953424983985,1.7001953125,5.3828125,0.53369140625,0.193603515625
