epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.5125413537025452,75.875,75.875,1.904296875,1.904296875,1.8369140625,1.8369140625,3973,10,6.648157759178944,7.44140625,8.4375,0.97265625,0.11773681640625,,,0.23989966534706764,8.610559252888109,2.125,11.8046875,0.246826171875,0.13232421875,3.4668719895991216,1.185546875,8.5390625,0.341796875,0.108642578125
2,train,baseline,0.26415354013442993,88.5625,88.5625,2.09765625,2.09765625,2.005859375,2.005859375,1075,10,6.1069310090237146,7.1796875,8.7890625,1.251953125,0.182861328125,,,0.2722233213483284,8.610862145051952,2.490234375,10.8125,0.2890625,0.15771484375,3.4963395675612516,1.3662109375,7.9453125,0.390625,0.1279296875
3,train,baseline,0.1740889847278595,93.25,93.25,2.236328125,2.236328125,2.080078125,2.080078125,1167,10,6.11331987489719,7.203125,8.84375,1.3671875,0.1851806640625,,,0.30836598110127517,8.610937193351104,2.74609375,10.3203125,0.31884765625,0.173583984375,3.472274741532801,1.5048828125,7.66796875,0.433349609375,0.1409912109375
4,train,baseline,0.13761331140995026,94.9375,94.9375,2.3046875,2.3046875,2.09375,2.09375,1592,10,6.4332128742857515,7.4453125,8.8984375,1.3662109375,0.1636962890625,,,0.2811183527194494,8.60848043807348,2.955078125,10.140625,0.34326171875,0.18408203125,3.4883608064519773,1.6015625,7.73046875,0.459228515625,0.146484375
5,train,baseline,0.11926516890525818,95.8125,95.8125,2.34765625,2.34765625,2.11328125,2.11328125,1657,10,6.795458816782005,7.59765625,8.9765625,1.3232421875,0.15380859375,,,0.27731845931459903,8.611796495525411,3.09765625,10.015625,0.359619140625,0.1910400390625,3.479667859828114,1.6708984375,7.734375,0.480224609375,0.15087890625
6,train,baseline,0.10751020908355713,96.3125,96.3125,2.376953125,2.376953125,2.134765625,2.134765625,1684,10,6.985071889354628,7.6796875,9.046875,1.2919921875,0.15087890625,,,0.2977496833337025,8.610419588856798,3.2265625,9.8359375,0.374755859375,0.1981201171875,3.469884167491999,1.69921875,7.75,0.48974609375,0.15234375
7,train,baseline,0.09821750223636627,96.8125,96.8125,2.408203125,2.408203125,2.15234375,2.15234375,1622,10,7.087886914834076,7.76953125,9.0859375,1.2861328125,0.1451416015625,,,0.2853524872796164,8.609553984634587,3.29296875,9.7890625,0.382568359375,0.2010498046875,3.4874449101496814,1.7021484375,7.8515625,0.488037109375,0.1512451171875
8,train,baseline,0.09309962391853333,97.125,97.125,2.419921875,2.419921875,2.1640625,2.1640625,1569,10,7.062591111084881,7.828125,9.15625,1.291015625,0.1446533203125,,,0.24856059531192873,8.607054639946996,3.376953125,9.6796875,0.392333984375,0.2054443359375,3.4903821570188587,1.72265625,7.875,0.49365234375,0.1522216796875
9,train,baseline,0.08724035322666168,97.4375,97.4375,2.41796875,2.41796875,2.189453125,2.189453125,1504,10,7.137120141008498,7.8125,9.2109375,1.2880859375,0.15185546875,,,0.28994201342126263,8.609462469044244,3.47265625,9.4765625,0.4033203125,0.2115478515625,3.48643736490883,1.759765625,7.77734375,0.5048828125,0.15576171875
10,train,baseline,0.082486592233181,97.625,97.625,2.4375,2.4375,2.197265625,2.197265625,1406,10,7.176784632442726,7.8515625,9.171875,1.2802734375,0.1436767578125,,,0.25435928121003326,8.611534309902165,3.515625,9.4296875,0.408203125,0.2135009765625,3.470135501889077,1.7607421875,7.80078125,0.50732421875,0.155517578125
