epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.4939006567001343,77.1875,77.1875,1.7822265625,1.7822265625,2.328125,2.328125,8090,10,7.581872798087201,8.8515625,10.53125,1.2041015625,0.159912109375,,,0.21789462358336673,8.612317998553916,2.376953125,12.7109375,0.276123046875,0.1361083984375,3.4784386205282303,1.373046875,9.5859375,0.394775390625,0.11138916015625
2,train,baseline,0.2621210813522339,89.0,89.0,2.017578125,2.017578125,2.560546875,2.560546875,2823,10,6.962237862054573,8.4921875,10.84375,1.466796875,0.217041015625,,,0.3237760356242609,8.605436923528426,2.740234375,11.6171875,0.318359375,0.1602783203125,3.4826390103398173,1.5537109375,8.8671875,0.4462890625,0.1297607421875
3,train,baseline,0.17321136593818665,93.5625,93.5625,2.140625,2.140625,2.671875,2.671875,2432,10,6.80107224737945,8.640625,11.09375,1.5595703125,0.22119140625,,,0.29389988225952396,8.611343868921427,3.06640625,11.1171875,0.35595703125,0.177734375,3.4725107535285646,1.6396484375,8.8359375,0.47216796875,0.1353759765625
4,train,baseline,0.14006593823432922,95.1875,95.1875,2.1875,2.1875,2.70703125,2.70703125,3181,10,7.2217801053166655,8.921875,11.171875,1.525390625,0.200927734375,,,0.2607783650962582,8.608860721698347,3.27734375,10.9765625,0.380859375,0.18701171875,3.4954621949132636,1.703125,9.015625,0.4873046875,0.1370849609375
5,train,baseline,0.11997083574533463,96.1875,96.1875,2.220703125,2.220703125,2.716796875,2.716796875,3621,10,7.503982001430332,9.0546875,11.109375,1.490234375,0.184814453125,,,0.2788305908370767,8.607484615626335,3.408203125,10.84375,0.39599609375,0.1929931640625,3.479863563312156,1.740234375,9.0546875,0.5,0.1387939453125
6,train,baseline,0.1073761060833931,96.8125,96.8125,2.26953125,2.26953125,2.732421875,2.732421875,3774,10,7.795305327574692,9.1640625,11.1484375,1.4755859375,0.177734375,,,0.24455622603036317,8.611593540795209,3.482421875,10.8125,0.404541015625,0.1959228515625,3.46617205491587,1.7607421875,9.109375,0.5078125,0.139404296875
7,train,baseline,0.09780817478895187,97.25,97.25,2.31640625,2.31640625,2.748046875,2.748046875,3708,10,7.967074136214558,9.28125,11.265625,1.4638671875,0.1766357421875,,,0.22875604992072393,8.608659417255472,3.580078125,10.7265625,0.415771484375,0.2000732421875,3.4803295262647813,1.7880859375,9.1796875,0.513671875,0.14013671875
8,train,baseline,0.09134851396083832,97.5625,97.5625,2.3515625,2.3515625,2.763671875,2.763671875,3869,10,8.169199643535107,9.3125,11.2578125,1.455078125,0.1727294921875,,,0.24105305013784115,8.609407524414877,3.6484375,10.625,0.423828125,0.2034912109375,3.4823264122393685,1.806640625,9.1796875,0.5185546875,0.14111328125
9,train,baseline,0.08631055057048798,97.8125,97.8125,2.37109375,2.37109375,2.7734375,2.7734375,3541,10,8.139430556063598,9.3046875,11.2890625,1.4697265625,0.17578125,,,0.2638644752966269,8.60950653142615,3.70703125,10.4921875,0.4306640625,0.20703125,3.4715445335637725,1.806640625,9.1640625,0.5205078125,0.141357421875
10,train,baseline,0.08211466670036316,98.0,98.0,2.38671875,2.38671875,2.7734375,2.7734375,3517,10,8.179794816532802,9.2734375,11.2578125,1.4716796875,0.17626953125,,,0.24057763302885263,8.606486617381865,3.78515625,10.3046875,0.43994140625,0.2117919921875,3.481814218838646,1.849609375,9.0546875,0.53125,0.14501953125
11,train,baseline,0.07773719727993011,98.1875,98.1875,2.412109375,2.412109375,2.771484375,2.771484375,3808,10,8.313749470201266,9.3828125,11.3203125,1.458984375,0.17138671875,,,0.2374970012133406,8.609392058265772,3.818359375,10.359375,0.443603515625,0.212158203125,3.480992148549785,1.8515625,9.1640625,0.53173828125,0.1439208984375
12,train,baseline,0.0751958116889,98.3125,98.3125,2.423828125,2.423828125,2.779296875,2.779296875,3779,10,8.352972117921812,9.3515625,11.2890625,1.4638671875,0.1717529296875,,,0.2532597672001565,8.612072824461922,3.873046875,10.21875,0.44970703125,0.215576171875,3.4795171318620017,1.8759765625,9.078125,0.5390625,0.146240234375
13,train,baseline,0.07239551097154617,98.375,98.375,2.43359375,2.43359375,2.78515625,2.78515625,3561,10,8.31142258358856,9.421875,11.3125,1.4716796875,0.166748046875,,,0.23398147756109483,8.609767609379531,3.9296875,10.171875,0.45654296875,0.2178955078125,3.481299674346997,1.89453125,9.1171875,0.5439453125,0.146728515625
14,train,baseline,0.07031131535768509,98.5625,98.5625,2.43359375,2.43359375,2.7890625,2.7890625,3611,10,8.406547618206176,9.3671875,11.3203125,1.4501953125,0.1729736328125,,,0.24044206221055017,8.607661877358705,4.01953125,9.9375,0.466796875,0.2235107421875,3.473786700332427,1.9111328125,9.015625,0.55029296875,0.1488037109375
