epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat,lexicon_size_nn,actual_vocab_size_nn,max_rep_nn,entropy_whole_msg_nn,entropy_msg_nn,entropy_max_nn,redundancy_nn,KLD_train_test_nn,KLD_test_train_nn,entropy_input_nn,mutual_info_msg_input_nn,variation_of_info_msg_input_nn,proficiency_msg_input_nn,redundancy_msg_input_nn,entropy_cat_nn,mutual_info_msg_cat_nn,variation_of_info_msg_cat_nn,proficiency_msg_cat_nn,redundancy_msg_cat_nn,topsim_nn
1,train,noise,0.5224852561950684,75.1875,75.3125,2.15625,2.15625,1.6650390625,1.6650390625,4242,10,6.377998289263846,7.61328125,7.94140625,0.7783203125,0.041534423828125,,,0.18500587471024782,8.610419929572966,1.783203125,12.65625,0.20703125,0.10992431640625,3.4780854333662012,1.2080078125,8.671875,0.34716796875,0.10888671875,3950,10,0.82275390625,6.367155310196187,7.56640625,7.94140625,0.046966552734375,,,8.610419929572966,1.7919921875,12.59375,0.2081298828125,0.11077880859375,3.4780854333662012,1.2109375,8.625,0.34814453125,0.10955810546875,0.22205955968796265
2,train,noise,0.3028518557548523,86.0,86.1875,2.421875,2.421875,1.8291015625,1.8291015625,2064,10,6.474063144758054,7.4765625,8.0546875,0.955078125,0.0716552734375,,,0.24364844967474864,8.60608805875651,1.8828125,12.3125,0.2188720703125,0.11712646484375,3.4858999447534944,1.255859375,8.453125,0.360107421875,0.11456298828125,1517,10,1.0390625,6.22138734865957,7.3984375,8.0546875,0.08111572265625,,,8.60608805875651,1.896484375,12.2109375,0.2203369140625,0.11846923828125,3.4858999447534944,1.259765625,8.3671875,0.361572265625,0.11578369140625,0.280770143478502
3,train,noise,0.2548478841781616,88.5,88.75,2.513671875,2.513671875,1.8505859375,1.8505859375,1659,10,6.293820833616236,7.33984375,8.125,1.0048828125,0.0965576171875,,,0.2701413033833244,8.608894485534831,1.9326171875,12.0859375,0.2244873046875,0.12115478515625,3.481668153628495,1.2685546875,8.28125,0.3642578125,0.11724853515625,998,10,1.123046875,5.924395734416062,7.234375,8.125,0.1092529296875,,,8.608894485534831,1.94921875,11.9453125,0.2264404296875,0.123046875,3.481668153628495,1.2744140625,8.171875,0.365966796875,0.118896484375,0.30718134919047274
4,train,noise,0.23130173981189728,89.75,90.0,2.544921875,2.544921875,1.8564453125,1.8564453125,1474,10,6.116357631699489,7.22265625,8.140625,1.046875,0.11273193359375,,,0.2959230170893935,8.607333192051945,1.9775390625,11.875,0.229736328125,0.12493896484375,3.4812319815196227,1.28125,8.140625,0.367919921875,0.11968994140625,772,10,1.2236328125,5.525516128805483,7.10546875,8.140625,0.1270751953125,,,8.607333192051945,1.9990234375,11.7109375,0.232177734375,0.127197265625,3.4812319815196227,1.2880859375,8.0078125,0.3701171875,0.1217041015625,0.33962820468434624
5,train,noise,0.2152913361787796,90.6875,90.875,2.568359375,2.568359375,1.86328125,1.86328125,1328,10,5.892890395260704,6.94921875,8.1953125,1.08984375,0.152099609375,,,0.2744944127100198,8.610505573212956,2.015625,11.5234375,0.234130859375,0.129638671875,3.4763892398414615,1.2919921875,7.83984375,0.37158203125,0.1239013671875,541,10,1.3525390625,4.943574673139497,6.796875,8.1953125,0.170654296875,,,8.610505573212956,2.041015625,11.328125,0.2369384765625,0.1324462890625,3.4763892398414615,1.2998046875,7.671875,0.373779296875,0.1265869140625,0.34083349549152464
6,train,noise,0.2062646597623825,91.0625,91.3125,2.58984375,2.58984375,1.8642578125,1.8642578125,1120,10,5.699009031423619,6.6015625,8.171875,1.1201171875,0.19189453125,,,0.27626463587223515,8.609921485626753,2.083984375,11.0390625,0.2421875,0.1370849609375,3.472154046309981,1.3095703125,7.453125,0.376953125,0.1300048828125,384,10,1.4423828125,4.447903974281369,6.4140625,8.171875,0.2149658203125,,,8.609921485626753,2.115234375,10.796875,0.24560546875,0.1407470703125,3.472154046309981,1.318359375,7.25,0.379638671875,0.13330078125,0.3367807194458448
7,train,noise,0.19743934273719788,91.4375,91.625,2.60546875,2.60546875,1.8623046875,1.8623046875,1210,10,5.681705519096052,6.46875,8.140625,1.1240234375,0.2049560546875,,,0.2630972943756873,8.608387163685482,2.08984375,10.8984375,0.2427978515625,0.138671875,3.484033427705082,1.306640625,7.33984375,0.375,0.13134765625,310,10,1.4599609375,4.291059121836124,6.26953125,8.140625,0.2293701171875,,,8.608387163685482,2.12109375,10.640625,0.246337890625,0.1424560546875,3.484033427705082,1.31640625,7.12109375,0.377685546875,0.1348876953125,0.34051507321907465
8,train,noise,0.19148863852024078,91.6875,91.9375,2.62109375,2.62109375,1.86328125,1.86328125,1277,10,5.752227108414195,6.37890625,8.171875,1.1142578125,0.2193603515625,,,0.27179519035698535,8.607069913583091,2.13671875,10.7109375,0.248291015625,0.142578125,3.47588655216166,1.3203125,7.21484375,0.3798828125,0.134033203125,288,10,1.4560546875,4.312976355602535,6.1640625,8.171875,0.2457275390625,,,8.607069913583091,2.171875,10.4296875,0.252197265625,0.14697265625,3.47588655216166,1.3310546875,6.98046875,0.3828125,0.1380615234375,0.3561111117028461
9,train,noise,0.18609312176704407,92.0,92.25,2.63671875,2.63671875,1.8603515625,1.8603515625,1309,10,5.7722379746136605,6.24609375,8.1484375,1.1083984375,0.2335205078125,,,0.23752067956995046,8.61016473693938,2.162109375,10.53125,0.251220703125,0.1456298828125,3.4805253666057343,1.3388671875,7.046875,0.384765625,0.1376953125,280,10,1.447265625,4.319387005300492,6.015625,8.1484375,0.261962890625,,,8.61016473693938,2.19921875,10.2265625,0.25537109375,0.150390625,3.4805253666057343,1.349609375,6.796875,0.3876953125,0.14208984375,0.32201482120829034
10,train,noise,0.18150508403778076,92.25,92.5,2.650390625,2.650390625,1.857421875,1.857421875,1379,10,5.77507219289857,6.25390625,8.1640625,1.1064453125,0.2342529296875,,,0.2486095408834653,8.610405776445658,2.169921875,10.5234375,0.251953125,0.14599609375,3.481132540504322,1.3291015625,7.07421875,0.381591796875,0.136474609375,266,10,1.439453125,4.293773747546799,6.01953125,8.1640625,0.262939453125,,,8.610405776445658,2.205078125,10.21875,0.256103515625,0.1507568359375,3.481132540504322,1.33984375,6.8203125,0.384765625,0.1409912109375,0.3361720805201978
