epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.4968397617340088,76.6875,76.6875,2.14453125,2.14453125,1.7578125,1.7578125,812,10,5.505499131429876,6.46875,7.99609375,1.0712890625,0.191162109375,,,0.293918337679928,8.610419929572966,2.033203125,11.015625,0.236083984375,0.134765625,3.4780854333662012,1.3046875,7.3359375,0.375244140625,0.1312255859375
2,train,baseline,0.27128350734710693,87.9375,87.9375,2.3203125,2.3203125,1.96875,1.96875,523,10,5.3624329698691975,6.375,8.109375,1.220703125,0.21337890625,,,0.3402671714245182,8.609164556579112,2.265625,10.453125,0.26318359375,0.1512451171875,3.480335431759867,1.419921875,7.015625,0.407958984375,0.14404296875
3,train,baseline,0.18863561749458313,92.5,92.5,2.40625,2.40625,2.025390625,2.025390625,520,10,5.714351129638636,6.65234375,8.359375,1.2734375,0.2039794921875,,,0.3287168791437543,8.608233339447802,2.625,10.0078125,0.304931640625,0.1719970703125,3.4804312417554,1.5224609375,7.08984375,0.4375,0.1502685546875
4,train,baseline,0.14879949390888214,94.5,94.5,2.47265625,2.47265625,2.08984375,2.08984375,523,10,6.039743645419153,6.78515625,8.40625,1.314453125,0.193115234375,,,0.3551709669498326,8.611453871434524,2.802734375,9.7890625,0.325439453125,0.18212890625,3.5009747459741773,1.576171875,7.1328125,0.4501953125,0.1533203125
5,train,baseline,0.12846001982688904,95.4375,95.4375,2.509765625,2.509765625,2.099609375,2.099609375,520,10,6.186714737454211,6.828125,8.421875,1.3095703125,0.1888427734375,,,0.35086537796995226,8.60920322664194,2.947265625,9.546875,0.34228515625,0.19091796875,3.4768773526515746,1.6064453125,7.09375,0.4619140625,0.1558837890625
6,train,baseline,0.1166120246052742,96.0,96.0,2.548828125,2.548828125,2.1015625,2.1015625,509,10,6.211704307657494,6.7890625,8.4296875,1.3095703125,0.1947021484375,,,0.3157874778906879,8.609749000664612,3.013671875,9.3671875,0.35009765625,0.19580078125,3.480118384913488,1.615234375,7.0390625,0.464111328125,0.1573486328125
7,train,baseline,0.10623609274625778,96.5,96.5,2.57421875,2.57421875,2.115234375,2.115234375,501,10,6.246779486242611,6.90625,8.4453125,1.3017578125,0.1824951171875,,,0.2910906498143384,8.610983978418917,3.06640625,9.3828125,0.35595703125,0.1976318359375,3.4939692550831736,1.6201171875,7.16015625,0.463623046875,0.15576171875
8,train,baseline,0.09995707869529724,96.8125,96.8125,2.580078125,2.580078125,2.1171875,2.1171875,485,10,6.2115126491118335,6.95703125,8.5,1.298828125,0.181640625,,,0.33320303492227576,8.608957590270979,3.146484375,9.2734375,0.365478515625,0.2021484375,3.483160079051176,1.65234375,7.1328125,0.474365234375,0.158203125
9,train,baseline,0.09368487447500229,97.1875,97.1875,2.5859375,2.5859375,2.123046875,2.123046875,479,10,6.232099398733111,6.94140625,8.4765625,1.3046875,0.1812744140625,,,0.3315513140189166,8.60848457323624,3.20703125,9.1328125,0.37255859375,0.206298828125,3.4760785844504536,1.6611328125,7.09375,0.477783203125,0.159423828125
10,train,baseline,0.08996931463479996,97.25,97.25,2.587890625,2.587890625,2.130859375,2.130859375,482,10,6.301811707989462,6.98046875,8.515625,1.296875,0.180419921875,,,0.3195719881781289,8.608486567622602,3.2578125,9.0703125,0.37841796875,0.208984375,3.4931043802020576,1.6708984375,7.1328125,0.478271484375,0.1595458984375
11,train,baseline,0.08403810113668442,97.625,97.625,2.595703125,2.595703125,2.13671875,2.13671875,486,10,6.397526940090703,7.05078125,8.5390625,1.2939453125,0.174072265625,,,0.31542277307959093,8.610230462774867,3.2890625,9.0859375,0.382080078125,0.2099609375,3.470411143222361,1.669921875,7.1796875,0.481201171875,0.15869140625
12,train,baseline,0.08095631003379822,97.75,97.75,2.591796875,2.591796875,2.140625,2.140625,491,10,6.376583040133473,7.05078125,8.53125,1.2939453125,0.1734619140625,,,0.3230044384098788,8.607789556085034,3.35546875,8.9453125,0.389892578125,0.21435546875,3.4848768623274378,1.68359375,7.16796875,0.483154296875,0.1597900390625
13,train,baseline,0.07842029631137848,97.8125,97.8125,2.587890625,2.587890625,2.138671875,2.138671875,483,10,6.412135661842968,7.10546875,8.53125,1.2841796875,0.166748046875,,,0.30427056070845643,8.609807154004773,3.361328125,8.9921875,0.390380859375,0.2138671875,3.469598379226798,1.685546875,7.20703125,0.48583984375,0.1593017578125
14,train,baseline,0.07547395676374435,98.0,98.0,2.59765625,2.59765625,2.138671875,2.138671875,493,10,6.4295721354678355,7.18359375,8.546875,1.275390625,0.1590576171875,,,0.29048913441765484,8.609284648476736,3.388671875,9.015625,0.3935546875,0.214599609375,3.478679784191908,1.681640625,7.30078125,0.4833984375,0.15771484375
15,train,baseline,0.07424572110176086,98.0625,98.0625,2.6015625,2.6015625,2.140625,2.140625,475,10,6.377464912747223,7.1796875,8.53125,1.2822265625,0.1585693359375,,,0.28406183805442137,8.610713680894012,3.43359375,8.921875,0.39892578125,0.217529296875,3.4848819941476585,1.6884765625,7.28515625,0.484619140625,0.1583251953125
1,test,,1.4810211658477783,64.1875,64.1875,2.26171875,2.26171875,2.02734375,2.02734375,303,10,6.358951630096043,6.49609375,8.21875,1.203125,0.20947265625,3.130859375,3.162109375,0.30115998326810645,6.65821148275179,2.080078125,9.0,0.312255859375,0.1580810546875,3.1852953424983985,1.4033203125,6.875,0.4404296875,0.1448974609375
2,test,,1.5119340419769287,66.125,66.125,2.380859375,2.380859375,2.072265625,2.072265625,276,10,6.279396529171182,6.43359375,8.359375,1.236328125,0.2301025390625,3.13671875,3.146484375,0.31481507198761904,6.65821148275179,2.203125,8.6875,0.330810546875,0.168212890625,3.1852953424983985,1.501953125,6.6171875,0.4716796875,0.1561279296875
3,test,,1.4717992544174194,68.9375,68.9375,2.455078125,2.455078125,2.1484375,2.1484375,281,10,6.541468364658295,6.65234375,8.5390625,1.3271484375,0.2208251953125,3.14453125,3.162109375,0.320495720945153,6.65821148275179,2.43359375,8.4453125,0.365478515625,0.182861328125,3.1852953424983985,1.5751953125,6.6875,0.494384765625,0.16015625
4,test,,1.1998313665390015,72.875,72.875,2.494140625,2.494140625,2.119140625,2.119140625,267,10,6.5895632871190255,6.7578125,8.46875,1.2666015625,0.2020263671875,3.185546875,3.201171875,0.31927911103357576,6.65821148275179,2.546875,8.3203125,0.382568359375,0.1898193359375,3.1852953424983985,1.6123046875,6.71484375,0.50634765625,0.1622314453125
5,test,,1.220893144607544,74.0,74.0,2.521484375,2.521484375,2.099609375,2.099609375,281,10,6.597243886791354,6.70703125,8.4375,1.291015625,0.205078125,3.197265625,3.20703125,0.3538186128378648,6.65821148275179,2.669921875,8.03125,0.40087890625,0.19970703125,3.1852953424983985,1.6669921875,6.5625,0.5234375,0.16845703125
6,test,,1.1825484037399292,74.375,74.375,2.544921875,2.544921875,2.130859375,2.130859375,269,10,6.535263110851813,6.6875,8.4921875,1.3271484375,0.2125244140625,3.23046875,3.23828125,0.3436347585206289,6.65821148275179,2.71484375,7.91796875,0.40771484375,0.203369140625,3.1852953424983985,1.6474609375,6.578125,0.51708984375,0.1668701171875
7,test,,1.290425181388855,73.9375,73.9375,2.578125,2.578125,2.125,2.125,273,10,6.616444290462662,6.7578125,8.484375,1.2900390625,0.2034912109375,3.275390625,3.275390625,0.33927210775498895,6.65821148275179,2.763671875,7.890625,0.4150390625,0.2059326171875,3.1852953424983985,1.6669921875,6.609375,0.5234375,0.167724609375
8,test,,1.1946359872817993,74.8125,74.8125,2.568359375,2.568359375,2.140625,2.140625,268,10,6.60294882536826,6.75,8.4921875,1.26953125,0.205078125,3.287109375,3.28125,0.34974069877194386,6.65821148275179,2.8671875,7.671875,0.4306640625,0.2138671875,3.1852953424983985,1.7158203125,6.5,0.53857421875,0.1727294921875
9,test,,1.0935094356536865,76.8125,76.8125,2.59375,2.59375,2.189453125,2.189453125,275,10,6.6666088691368275,6.80859375,8.625,1.2900390625,0.2105712890625,3.298828125,3.267578125,0.33625367010862783,6.65821148275179,2.896484375,7.67578125,0.43505859375,0.215087890625,3.1852953424983985,1.7197265625,6.5546875,0.5400390625,0.1719970703125
