epoch,phase,condition,loss,accuracy,accuracy_nn,temperature,temperature_nn,length,length_nn,lexicon_size,actual_vocab_size,entropy_msg_as_a_whole,entropy_msg,entropy_max,max_rep,redundancy,KLD_train_test,KLD_test_train,topsim,entropy_input,mutual_info_msg_input,variation_of_info_msg_input,proficiency_msg_input,redundancy_msg_input,entropy_cat,mutual_info_msg_cat,variation_of_info_msg_cat,proficiency_msg_cat,redundancy_msg_cat
1,train,baseline,0.520632266998291,75.0625,75.0625,2.220703125,2.220703125,1.240234375,1.240234375,91,10,4.408859346311521,5.13671875,5.69140625,0.85107421875,0.09747314453125,,,0.3745503942788133,8.60973732525866,1.6474609375,10.453125,0.1912841796875,0.11981201171875,3.4776102858192433,1.123046875,6.3671875,0.322998046875,0.1304931640625
2,train,baseline,0.29937997460365295,86.0625,86.0625,2.37109375,2.37109375,1.357421875,1.357421875,79,10,4.51020354723036,5.08203125,5.78515625,0.95361328125,0.121337890625,,,0.3907759339189613,8.60938724285964,1.8623046875,9.96875,0.21630859375,0.135986328125,3.469549348857097,1.203125,6.1484375,0.3466796875,0.140625
3,train,baseline,0.22448788583278656,90.25,90.25,2.37109375,2.37109375,1.39453125,1.39453125,77,10,4.71299415522121,5.15625,5.82421875,0.9697265625,0.11480712890625,,,0.3449182317301093,8.609608389494584,2.0859375,9.59375,0.2421875,0.1514892578125,3.485003978202985,1.2880859375,6.0625,0.36962890625,0.1490478515625
4,train,baseline,0.16899755597114563,93.125,93.125,2.43359375,2.43359375,1.435546875,1.435546875,75,10,4.918759410040213,5.39453125,5.9765625,1.0078125,0.09747314453125,,,0.3090832398943718,8.611024694092265,2.314453125,9.375,0.268798828125,0.165283203125,3.483395874307968,1.3671875,6.140625,0.392578125,0.154052734375
5,train,baseline,0.13413327932357788,95.0,95.0,2.53125,2.53125,1.5068359375,1.5068359375,75,10,4.98814442592629,5.5234375,6.10546875,1.0595703125,0.0947265625,,,0.2804845621765747,8.611092051269821,2.474609375,9.1875,0.287353515625,0.1749267578125,3.4850614120912486,1.4404296875,6.12890625,0.413330078125,0.1597900390625
6,train,baseline,0.11611171811819077,95.75,95.75,2.578125,2.578125,1.541015625,1.541015625,74,10,5.076518555231713,5.61328125,6.140625,1.0751953125,0.08587646484375,,,0.26974811099984974,8.608945411810064,2.60546875,9.0078125,0.302734375,0.1832275390625,3.4919806480804936,1.482421875,6.140625,0.424560546875,0.162841796875
7,train,baseline,0.10295534133911133,96.4375,96.4375,2.607421875,2.607421875,1.56640625,1.56640625,74,10,5.279207095823283,5.6796875,6.19921875,1.078125,0.0838623046875,,,0.2465214563854344,8.610778418111995,2.740234375,8.8046875,0.318359375,0.1917724609375,3.468295733680451,1.53515625,6.07421875,0.442626953125,0.1678466796875
8,train,baseline,0.09551060944795609,96.8125,96.8125,2.615234375,2.615234375,1.5830078125,1.5830078125,74,10,5.3781078328809695,5.703125,6.21875,1.078125,0.082763671875,,,0.2542762039793688,8.611053400285122,2.85546875,8.6015625,0.33154296875,0.199462890625,3.469925491030428,1.5859375,6.0,0.45703125,0.1728515625
9,train,baseline,0.08765468001365662,97.25,97.25,2.62890625,2.62890625,1.5966796875,1.5966796875,80,10,5.5059969379732845,5.8046875,6.2421875,1.078125,0.07012939453125,,,0.25814370581817014,8.611998004039462,2.9765625,8.46875,0.345458984375,0.2064208984375,3.4677396238195115,1.619140625,6.03515625,0.466796875,0.174560546875
10,train,baseline,0.08305654674768448,97.375,97.375,2.6328125,2.6328125,1.6103515625,1.6103515625,83,10,5.602512783867088,5.83984375,6.24609375,1.0771484375,0.0650634765625,,,0.25563888216441244,8.60969394489873,3.064453125,8.3203125,0.35595703125,0.2120361328125,3.4954895800304198,1.6484375,6.0390625,0.4716796875,0.1766357421875
